icd10_code,icd10_description,snomed_conceptId,snomed_term,read2_code,read2_term
,,270909006,Duodenal perforation (disorder),J56y200,Chronic alcoholic hepatitis
,,297164007,Cyst of duodenum (disorder),J56y300,Alcoholic fibrosis and sclerosis of liver
,,303082009,Portal hypertensive gastropathy (disorder),J610.00,Oesophageal varices in alcoholic cirrhosis of the liver
,,303086007,Duodenal varices (disorder),J611.00,Alcoholic cirrhosis of liver
,,307227006,Gastric retention (disorder),J617.00,Alcoholic hepatic failure
,,307421005,Periodic syndrome (disorder),J617000,Alcoholic liver damage unspecified
,,308212008,Deformed duodenal cap (disorder),J612000,Subacute hepatitis - noninfective
,,308853007,Mild stomach dysplasia (disorder),G852300,Acute and subacute liver necrosis
,,314944001,Delayed gastric emptying (disorder),J612.00,Acute and subacute liver necrosis NOS
,,353821005,Idiopathic gastric stasis (disorder),J613000,Acute necrosis of liver
,,399379004,Reactive gastropathy (disorder),J613.00,Acute necrosis of liver NOS
,,405574003,Nontraumatic gastric rupture (disorder),J601100,Acute yellow atrophy
,,413210008,Congestive duodenopathy (disorder),J60..00,Acute hepatic failure
,,413211007,Erosive duodenopathy (disorder),J60z.00,Acute liver failure
,,413213005,Ulcerogenic deformed duodenum (disorder),J600.00,Acute hepatitis - noninfective
,,413220003,Papulous gastropathy (disorder),J600z00,Subacute necrosis of liver
,,413224007,Erythematous duodenopathy (disorder),J600200,Subacute hepatic failure
,,421807004,Gastrointestinal hypomotility (disorder),J600000,Encephalopathy - hepatic
,,424802006,Angiodysplasia of stomach (disorder),J600011,Hepatic failure
,,447111007,Dieulafoy vascular malformation of stomach (disorder),J600100,Liver failure NOS
,,703651000,Mucosal diaphragm of gastric antrum (disorder),J601.00,[X] Hepatic failure
,,713702000,Gastroparesis due to type 1 diabetes mellitus (disorder),J601000,Hepatic failure NOS
,,713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),J622.11,[X] Liver failure
,,713704004,Gastroparesis due to diabetes mellitus (disorder),J62y.13,Hepatic coma
,,717864006,Vascular disorder of the stomach (disorder),J62y.12,Hepatic failure as a complication of care
,,717867004,Vascular ectasia of stomach (disorder),J625.00,Liver failure as a complication of care
,,717871001,Acquired deformity of duodenum (disorder),J62y.11,Chronic persistent hepatitis
,,718346009,Intestinal metaplasia of gastric cardia (disorder),J625.11,Chronic lobular hepatitis
,,1.08271E+15,Gastric hemorrhage due to angiodysplasia of stomach (disorder),J622.00,Autoimmune chronic active hepatitis
,,1.08603E+15,Duodenal hemorrhage due to Dieulafoy vascular malformation of duodenum (disorder),SP14200,Chronic aggressive hepatitis
,,1.08695E+15,Gastric hemorrhage due to vascular ectasia of gastric antrum (disorder),SP14211,Chronic active hepatitis
,,2.06335E+17,Cyst of stomach (disorder),J614000,Childhood function cirrhosis
,,315057000,Gastric xanthelasma (disorder),J614400,Chronic hepatitis
,,413212000,Hemorrhagic duodenopathy (disorder),J614111,Chronic hepatitis NOS
,,413216002,Erosive gastropathy (disorder),J614200,Chronic hepatitis unspecified
,,413217006,Erythematous gastropathy (disorder),J614100,Hepatic fibrosis
,,3.411E+12,Gastroduodenal disorder (disorder),J615811,Portal fibrosis without cirrhosis
,,7.2701E+13,Functional disorder of stomach (disorder),J614.00,Hepatic sclerosis
,,38106008,Crohn's disease of ileum (disorder),J614z00,Hepatic fibrosis with hepatic sclerosis
,,56287005,Crohn's disease of duodenum (disorder),J614y00,Primary biliary cirrhosis
,,56689002,Crohn's disease of small intestine (disorder),J615z15,Secondary biliary cirrhosis
,,61424003,Crohn's disease of pylorus (disorder),J61y400,Biliary cirrhosis
,,91390005,Crohn's disease of jejunum (disorder),J61y300,Biliary cirrhosis NOS
,,196976000,Regional enteritis of the jejunum (disorder),J61y500,Biliary cirrhosis of children
,,196977009,Crohn's disease of terminal ileum (disorder),J61y600,Xanthomatous portal cirrhosis
,,196983007,Regional ileocolitis (disorder),J616000,Indian childhood cirrhosis
,,235664007,Crohn's disease of stomach (disorder),J616100,Mixed portal cirrhosis
,,235709008,Terminal ileitis (disorder),J616.00,[X]Other and unspecified cirrhosis of liver
,,414154002,Exacerbation of Crohn's disease of small intestine (disorder),J616z00,Cirrhosis of liver NOS
,,426508001,Ileal pouchitis (disorder),J616200,Hypertrophic portal cirrhosis
,,1.08585E+15,Abscess of intestine co-occurrent and due to Crohn's disease of small intestine (disorder),J615C00,Postnecrotic cirrhosis of liver
,,1.08586E+15,Complication due to Crohn's disease of small intestine (disorder),J615812,Macronodular cirrhosis of liver
,,1.08587E+15,Fistula of small intestine due to Crohn's disease (disorder),J615200,Florid cirrhosis
,,1.08588E+15,Intestinal obstruction due to Crohn's disease of small intestine (disorder),Jyu7100,Cryptogenic cirrhosis of liver
,,1.08589E+15,Rectal hemorrhage due to Crohn's disease of small intestine (disorder),J615z13,Cirrhosis and chronic liver disease
,,1.07432E+16,Stenosis of small intestine co-occurrent and due to Crohn's disease (disorder),J615500,Unilobular portal cirrhosis
,,3815005,Crohn's disease of rectum (disorder),J615111,Diffuse nodular cirrhosis
,,7620006,Crohn's disease of large bowel (disorder),J615z11,Fatty portal cirrhosis
,,50440006,Crohn's disease of colon (disorder),J612.11,Capsular portal cirrhosis
,,413276006,Crohn's stricture of colon (disorder),J615z12,Pigmentary portal cirrhosis
,,414153008,Exacerbation of Crohn's disease of large intestine (disorder),J61..00,Pipe-stem portal cirrhosis
,,721702009,Crohn disease of anal canal (disorder),J615000,"Laennec's cirrhosis, non-alcoholic"
,,733157003,Crohn disease of appendix (disorder),J615300,Infectious cirrhosis NOS
,,1.08575E+15,Abscess of intestine co-occurrent and due to Crohn's disease of large intestine (disorder),J615400,Cirrhosis - non alcoholic
,,1.08576E+15,Complication due to Crohn's disease of large intestine (disorder),J615600,Non-alcoholic cirrhosis NOS
,,1.08577E+15,Fistula of large intestine due to Crohn's disease (disorder),J615900,Multilobular portal cirrhosis
,,1.08578E+15,Intestinal obstruction due to Crohn's disease of large intestine (disorder),J615A00,Juvenile portal cirrhosis
,,1.08579E+15,Rectal hemorrhage due to Crohn's disease of large intestine (disorder),J615z14,Oesophageal varices in cirrhosis of the liver
,,70622003,Crohn's disease of pyloric antrum (disorder),J615H00,Portal cirrhosis
,,71833008,Crohn's disease of small AND large intestines (disorder),J615.00,Laennec's cirrhosis
,,234999001,Crohn's disease of gingivae (disorder),J615z00,Portal cirrhosis unspecified
,,235796008,Perianal Crohn's disease (disorder),J615100,Portal pyaemia
,,402376005,Crohn's disease of penis (disorder),J615800,Phlebitis of portal vein
,,426549001,Crohn's disease in remission (disorder),G852200,Nonspecific reactive hepatitis
,,722850002,Crohn's disease of gastrointestinal anastomosis (disorder),J615.11,"Granulomatous hepatitis, not elsewhere classified"
,,1.0858E+15,Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine (disorder),J612.12,"[X]Granulomatous hepatitis, not elsewhere classified"
,,1.08581E+15,Complication due to Crohn's disease of small and large intestines (disorder),J615y00,Autoimmune hepatitis
,,1.08582E+15,Fistula of intestine due to Crohn's disease of small and large intestine (disorder),J621.00,Nonalcoholic steatohepatitis
,,1.08583E+15,Intestinal obstruction due to Crohn's disease of small and large intestine (disorder),J621.11,[X]Other specified inflammatory liver diseases
,,1.08584E+15,Rectal hemorrhage due to Crohn's disease of small and large intestines (disorder),J63y100,Hepatitis unspecified
,,34000006,Crohn's disease (disorder),J63X.00,Hepatitis unspecified NOS
,,196578009,Crohn's disease of oral soft tissues (disorder),Jyu7700,Recurrent hepatitis
,,201728006,Arthropathy in Crohn's disease (disorder),J63B.00,Hepatitis in other infectious diseases EC
,,201805000,Juvenile arthritis in Crohn's disease (disorder),J61y800,Hepatitis in infectious diseases EC NOS
,,235607002,Crohn's disease of esophagus (disorder),Jyu7200,Non-alcoholic fatty liver
,,397172008,Gastrointestinal Crohn's disease (disorder),J633.00,Fatty change of liver
,,397173003,Crohn's disease of intestine (disorder),J633z00,Fatty liver
,,402378006,Metastatic Crohn's disease of skin (disorder),J614300,Steatosis of liver
,,410485009,Iritis with Crohn's disease (disorder),J632.00,Chronic passive liver congestion
,,733533008,Perianal fistula due to Crohn's disease (disorder),J632z00,Congestive cirrhosis
,,737195007,Crohn disease of upper gastrointestinal tract (disorder),J61y100,Cardiac portal cirrhosis
,,8.161E+12,Arthritis co-occurrent and due to Crohn's disease (disorder),J61y900,Central haemorrhagic necrosis of liver
,,1.0859E+15,Abscess of intestine co-occurrent and due to Crohn's disease (disorder),J61y911,Hepatic infarction
,,1.08591E+15,Complication due to Crohn's disease (disorder),J61y700,Peliosis hepatis
,,1.08593E+15,Intestinal obstruction due to Crohn's disease (disorder),J630.00,Hepatic veno-occlusive disease
,,1.08594E+15,Rectal hemorrhage due to Crohn's disease (disorder),J615711,Portal hypertension
,,13470001,Chronic ulcerative ileocolitis (disorder),J615700,Bacterial portal cirrhosis
,,15342002,Chronic ulcerative enterocolitis (disorder),J636.00,Hepatorenal syndrome
,,235714007,Ulcerative enterocolitis (disorder),J634.00,Other non-alcoholic chronic liver disease
,,442159003,Chronic ulcerative pancolitis (disorder),J638.00,Folate-deficiency anaemia due to liver disorders
,,444548001,Ulcerative pancolitis (disorder),J637.00,Chronic liver disease NOS
,,1.08513E+15,Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis (disorder),J623.00,Other non-alcoholic chronic liver disease NOS
,,1.08514E+15,Complication due to chronic ulcerative pancolitis (disorder),J615D00,Gallbladder calculus with acute cholecystitis and obstruction NOS
,,1.08515E+15,Fistula of intestine due to chronic ulcerative pancolitis (disorder),J624.00,Gallbladder calculus with acute cholecystitis and no obstruction
,,1.08516E+15,Intestinal obstruction due to chronic ulcerative pancolitis (disorder),J61y.00,Gallbladder calculus with acute cholecystitis and obstruction
,,1.08517E+15,Rectal hemorrhage due to chronic ulcerative pancolitis (disorder),D012400,Gallbladder calculus with other cholecystitis
,,52231000,Chronic ulcerative proctitis (disorder),J61z.00,Cystic duct calculus
,,67038005,Nonspecific ulcerative proctitis (disorder),J61yz00,Cholelithiasis without obstruction NOS
,,369446006,"Chronic proctocolitis, patchy (disorder)",J640z00,Gallbladder calculus without mention of cholecystitis and no obstruction
,,1.08518E+15,Abscess of intestine co-occurrent and due to chronic ulcerative proctitis (disorder),J640000,Cholelithiasis with obstruction NOS
,,1.08519E+15,Complication due to chronic ulcerative proctitis (disorder),J640100,Gallbladder calculus with other cholecystitis and no obstruction
,,1.0852E+15,Fistula of intestine due to chronic ulcerative proctitis (disorder),J641.00,Gallbladder calculus with other cholecystitis and obstruction
,,1.08521E+15,Intestinal obstruction due to chronic ulcerative proctitis (disorder),J64..13,Gallbladder calculus with other cholecystitis and obstruction NOS
,,1.08522E+15,Rectal hemorrhage due to chronic ulcerative proctitis (disorder),J64z000,Cholelithiasis NOS
,,52506002,Chronic ulcerative rectosigmoiditis (disorder),J642000,Gallbladder calculus without mention of cholecystitis and with obstruction
,,295046003,Ulcerative proctocolitis (disorder),J64z100,Calculus of bile duct with cholangitis
,,369445005,Chronic proctocolitis (disorder),J641000,Bile duct calculus with acute cholecystitis
,,369447002,"Chronic proctocolitis, confluent (disorder)",J641100,Bile duct calculus with acute cholecystitis and obstruction NOS
,,418130002,Proctocolitis (disorder),J641z00,Bile duct calculus + acute cholecystitis and obstruction
,,1.08523E+15,Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis (disorder),J64z.00,Bile duct calculus with no mention of cholecystitis and with obstruction
,,1.08524E+15,Complication due to chronic ulcerative rectosigmoiditis (disorder),J642100,Chronic cholecystitis
,,1.08525E+15,Fistula of large intestine due to chronic ulcerative rectosigmoiditis (disorder),J646.00,Stenosis of gallbladder
,,1.08526E+15,Intestinal obstruction due to chronic ulcerative rectosigmoiditis (disorder),J643.00,Obstruction of gallbladder
,,1.08527E+15,Rectal hemorrhage due to chronic ulcerative rectosigmoiditis (disorder),J643z00,Occlusion of gallbladder
,,61400006,Inflammatory pseudotumor of colon (disorder),J643100,Occlusion of cystic duct
,,721694007,Inflammatory fibroid polyp of large intestine (disorder),J645100,Stenosis of cystic duct
,,1.08539E+15,Abscess of intestine co-occurrent and due to colonic inflammatory polyps (disorder),J651000,Hydrops of gallbladder
,,1.08541E+15,Fistula of intestine due to inflammatory polyps of colon (disorder),J652100,Mucocele of gallbladder
,,1.08542E+15,Intestinal obstruction due to colonic inflammatory polyps (disorder),J652.00,Rupture of gallbladder
,,24829000,Eosinophilic ulcerative colitis (disorder),J652000,Rupture of cystic duct
,,196987008,Ulcerative ileocolitis (disorder),J652200,Fistula of gallbladder NOS
,,235712006,Ulcerative jejunitis (disorder),J652300,Fistula of gallbladder
,,722849002,Cryptogenic multifocal ulcerous stenosing enteritis (disorder),J653.11,Cholecystoenteric fistula
,,14311001,Severe chronic ulcerative colitis (disorder),J653.00,Cholecystoduodenal fistula
,,64766004,Ulcerative colitis (disorder),J654000,Cholecystogastric fistula
,,78324009,Mild chronic ulcerative colitis (disorder),J654100,Cholesterolosis of gallbladder
,,78712000,Moderate chronic ulcerative colitis (disorder),J655z00,Strawberry gallbladder
,,201727001,Arthropathy in ulcerative colitis (disorder),J655.00,Adhesions of gallbladder
,,201807008,Juvenile arthritis in ulcerative colitis (disorder),J655300,Cyst of gallbladder
,,359656003,Idiopathic diffuse ulcerative nongranulomatous enteritis (disorder),J655200,Adhesions of cystic duct
,,404908004,Toxic megacolon due to ulcerative colitis (disorder),J655100,Ulcer of gallbladder
,,410484008,Iritis with ulcerative colitis (disorder),J656.00,Atrophy of gallbladder
,,414156000,Exacerbation of ulcerative colitis (disorder),J656.11,Ulcer of cystic duct
,,441971007,Chronic left-sided ulcerative colitis (disorder),J65y000,Hypertrophy of cystic duct
,,444546002,Chronic ulcerative colitis (disorder),J65y400,Atrophy of cystic duct
,,445243001,Left sided ulcerative colitis (disorder),J65y100,Hypertrophy of gallbladder
,,697969008,Ulcerative colitis in remission (disorder),J65y800,Cyst of cystic duct
,,732966008,Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis (disorder),J65y200,Biliary dyskinesia
,,1.09284E+15,Abscess of intestine co-occurrent and due to ulcerative colitis (disorder),J65y900,Polyp of gallbladder
,,1.09285E+15,Complication due to ulcerative colitis (disorder),J65y700,Recurrent cholangitis
,,1.09286E+15,Fistula of intestine due to ulcerative colitis (disorder),J65y300,Suppurative cholangitis
,,1.09287E+15,Intestinal obstruction due to ulcerative colitis (disorder),J65y600,Chronic cholangitis
,,1.09288E+15,Rectal hemorrhage due to ulcerative colitis (disorder),J65y500,Cholangitis
,,55809007,Colitis caused by radiation (disorder),J65yB00,Cholangitis NOS
,,73817000,Enteritis caused by radiation (disorder),J65yC00,Other cholangitis
,,197011006,Radiation gastroenteritis (disorder),J661200,Cholangitis lenta
,,197013009,Radiation enterocolitis (disorder),J661300,Obliterative cholangitis
,,235707005,Acute radiation enteritis (disorder),J661100,Primary sclerosing cholangitis
,,235756006,Acute radiation colitis (disorder),J661.00,Secondary sclerosing cholangitis
,,235757002,Chronic radiation colitis (disorder),J661z00,Sclerosing cholangitis unspecified
,,721660005,Enteritis of small intestine caused by radiation (disorder),J661y00,Obstruction of bile duct NOS
,,22231002,Allergic enteritis (disorder),J661500,Obstruction of bile duct
,,25887009,Allergic sigmoiditis (disorder),J661600,Stricture of bile duct
,,26006005,Allergic gastroenteritis (disorder),J661700,Obstructive jaundice NOS
,,30304000,Allergic colitis (disorder),J661800,Occlusion of bile duct
,,30719001,Dietetic enteritis (disorder),J661900,Cholestasis of pregnancy
,,32295003,Allergic ileitis (disorder),J662z00,Fistula of bile duct
,,33687004,Dietetic gastroenteritis (disorder),J662.00,Biliary fistula
,,49237006,Allergic diarrhea (disorder),J662100,Fistula of bile duct NOS
,,49464009,Dietetic sigmoiditis (disorder),J66y600,Choledochoduodenal fistula
,,72547003,Dietetic colitis (disorder),J662000,Cyst of bile duct
,,76118001,Dietetic ileitis (disorder),L18A000,Ulcer of bile duct
,,83134002,Dietetic diarrhea (disorder),J664.00,Hypertrophy of bile duct
,,95879001,Diarrheic shellfish poisoning (disorder),J655000,Atrophy of bile duct
,,197024006,Allergic enterocolitis (disorder),J664z00,Stasis of bile duct
,,197028009,Dietetic gastritis (disorder),J664000,Adhesions of bile duct
,,197030006,Dietetic enterocolitis (disorder),J66y200,Post cholecystectomy bile leakage
,,266451002,Allergic gastroenteritis and colitis (disorder),J66y500,Gallstone acute pancreatitis
,,416389007,Gastrointestinal disorder due to food allergy (disorder),J66y300,Subacute pancreatitis
,,420373003,Allergic disorder of digestive system (disorder),J66y100,Acute recurrent pancreatitis
,,733155006,IgE mediated allergic enteritis of small intestine (disorder),J66y400,Alcohol-induced chronic pancreatitis
,,735459007,Gastrointestinal hypersensitivity caused by food (disorder),J66y000,Chronic pancreatitis
,,737193000,Allergic enteritis of small intestine (disorder),J66y700,[X]Other chronic pancreatitis
,,737194006,Dietetic enteritis of small intestine (disorder),J670500,Gallstone chronic pancreatitis
,,737315000,Allergic enterocolitis caused by food protein (disorder),J670400,Pancreatic cyst
,,737316004,Allergic colitis caused by food protein in infant (disorder),J670100,Cyst and pseudocyst of pancreas
,,737317008,Allergic proctitis caused by food protein in infant (disorder),J671000,Pancreatic cyst and pseudocyst NOS
,,1.30088E+16,Allergic proctocolitis caused by food protein (disorder),J671.00,Pseudocyst of pancreas
,,51290000,Diversion colitis (disorder),Jyu8400,Fat necrosis of pancreas
,,235745006,Non-Crohn's granulomatous colitis (disorder),J671100,Fibrocalculous pancreatopathy
,,235746007,Indeterminate colitis (disorder),J672000,Calculus of pancreas
,,235765004,Sigmoiditis (disorder),J672.00,Fibrosis of pancreas
,,404811004,Non-specific colitis (disorder),J672z00,Pancreatic insufficiency
,,6382002,Chronic inflammatory small bowel disease (disorder),J672100,Aseptic necrosis of pancreas
,,18805001,"Congenital secretory diarrhea, sodium type (disorder)",J672.00,Exocrine pancreatic insufficiency
,,19311003,Collagenous colitis (disorder),J672z00,Atrophy of pancreas
,,24412005,"Congenital secretory diarrhea, chloride type (disorder)",J67y400,Fibrocalculous pancreatopathy without complication
,,25898005,Congenital secretory diarrhea (disorder),C10L.00,Secondary pancreatic diabetes mellitus
,,29120000,Eosinophilic colitis (disorder),J67y100,Secondary pancreatic diabetes mellitus without complication
,,31437008,Lymphocytic-plasmacytic colitis (disorder),J67y200,Coeliac rickets
,,40663003,Colitis cystica profunda (disorder),J67y500,Coeliac disease
,,51338006,Eosinophilic gastroenteropathy with food sensitivity (disorder),J67y300,Sprue - nontropical
,,53954009,Eosinophilic gastroenteropathy with predominant subserosal disease (disorder),J67y600,Coeliac disease NOS
,,55025003,Uremic colitis (disorder),J67y000,Gluten enteropathy
,,63924002,Eosinophilic gastroenteropathy with predominant mucosal disease (disorder),C10L000,Tropical sprue
,,66329006,Eosinophilic gastritis (disorder),C10G.00,Blind loop syndrome
,,67375008,Eosinophilic gastroenteropathy with predominant muscle layer disease (disorder),C10G000,Pancreatic steatorrhoea
,,89030000,Eosinophilic gastroenteropathy with collagen vascular disease (disorder),J690.11,Lipase deficiency
,,95518006,Gastrointestinal mucositis (disorder),J690.00,Chronic steatorrhoea
,,235753003,Microscopic colitis (disorder),J690.14,Protein-losing enteropathy
,,235754009,Phlegmonous colitis (disorder),J690z00,Intestinal malabsorption of protein
,,235758007,Behcet's colitis (disorder),J690.13,[X]Other disorders of intestinal carbohydrate absorption
,,359804008,Eosinophilic gastroenteritis (disorder),J691.00,Intestinal malabsorption of carbohydrate
,,449806001,Stercoral colitis (disorder),J692.00,Soya protein intolerance
,,720820000,Cutaneous photosensitivity and lethal colitis syndrome (disorder),J694.00,Intestinal malabsorption of fat
,,721686000,Inflammatory polyps co-occurrent and due to inflammatory bowel disease (disorder),C32y400,Fat intolerance NEC
,,724520002,Ulcer of stomach due to eosinophilic gastritis (disorder),J69y000,Malabsorption due to intolerance to fat
,,733156007,Eosinophilic enteritis (disorder),J69y100,"Lipodystrophy, intestinal"
,,771333006,"Immune dysregulation, inflammatory bowel disease, arthritis, recurrent infection syndrome (disorder)",J69y200,Whipple's disease
,,783185002,Focal active colitis (disorder),Cyu8500,Arthropathy in Whipple's disease
,,870349001,Noninfectious enteritis due to immunoglobulin A vasculitis (disorder),J69y300,Tuberculosis of rectum
,,1.23411E+14,Gastric hemorrhage due to eosinophilic gastritis (disorder),J69y500,Tuberculosis of small intestine
,,242004,Noninfectious jejunitis (disorder),J69y600,"Tuberculosis of intestines, peritoneum and mesenteric glands"
,,3899003,Neutropenic typhlitis (disorder),J69yz11,Tuberculosis of mesenteric lymph glands
,,12574004,Noninfectious gastroenteritis (disorder),J69y011,[X]Other gastritis
,,14066009,Noninfectious colitis (disorder),A3A2.11,Non-infective gastritis NOS
,,17551007,Chronic diarrhea of unknown origin (disorder),A3A2.00,Gastritis and duodenitis
,,20759009,Dietetic jejunitis (disorder),N014800,Gastritis and duodenitis NOS
,,22207007,Chronic proliferative enteritis (disorder),N031200,Gastroduodenitis unspecified
,,24526004,Inflammatory bowel disease (disorder),A14y400,Nonfunctioning gallbladder
,,25319005,Chronic diarrhea of infants AND/OR young children (disorder),A14y200,[X]Other specified diseases of biliary tract
,,25552000,Acute cecitis (disorder),A14..00,[X]Disorders of gallbladder and biliary tract in diseases classified elsewhere
,,38205001,Diarrhea due to diabetes mellitus (disorder),A14y300,Other biliary tract disorders
,,51151007,Noninfectious ileitis (disorder),Jyu1300,Other bile duct disorder NOS
,,53372009,Noninfectious sigmoiditis (disorder),J4z0.00,Other bile duct disorders
,,54597004,Chronic colitis (disorder),J15..00,Bile duct disorder NOS
,,61564002,Typhlitis (disorder),J15z.00,Other specified gastritis NOS
,,69980003,Non-infective diarrhea (disorder),J156.00,Other specified gastritis
,,71207007,Noninfectious enteritis (disorder),J65yA00,Gastritis unspecified
,,71913005,"Granulomatous enteritis, non-Crohn's disease (disorder)",Jyu8300,Infantile gastroenteritis
,,72681001,Allergic jejunitis (disorder),Jyu8600,Abscess of gallbladder
,,80805005,Jejunitis (disorder),J66..00,Acute emphysematous cholecystitis
,,95544006,Inflammatory diarrhea (disorder),J66yz00,Acute suppurative cholecystitis
,,236071009,Chronic diarrhea (disorder),J66y.00,Acute angiocholecystitis
,,239809007,Juvenile arthritis of inflammatory bowel disease (disorder),J66z.00,Idiopathic acute pancreatitis
,,239814006,Seronegative arthritis secondary to inflammatory bowel disease (disorder),J154z00,
,,307418008,Non-infective enteritis and colitis (disorder),J154.00,
,,359660000,Idiopathic colitis (disorder),J155.00,
,,359664009,Idiopathic chronic inflammatory bowel disease (disorder),A083.12,
,,396336000,Acute and chronic colitis (disorder),J650.11,
,,414155001,Exacerbation of non-infective colitis (disorder),J650200,
,,711497006,Chronic non-specific colitis (disorder),J650300,
,,716277000,Chronic diarrhea due to glucoamylase deficiency (disorder),J650100,
,,735731005,Chronic non-infectious enteritis of uncertain etiology (disorder),J670600,
,,773662009,Neonatal inflammatory skin and bowel disease (disorder),,
,,788718000,Iritis co-occurrent with inflammatory bowel disease (disorder),,
,,870351002,Non-infective enteritis due to graft-versus-host disease (disorder),,
,,3.5151E+13,Inflammation of ileoanal pouch (disorder),,
,,1.47202E+16,Epiploic appendagitis (disorder),,
,,3558002,Mesenteric infarction (disorder),,
,,20335001,Fulminant enterocolitis (disorder),,
,,22323009,Acute bowel infarction (disorder),,
,,29451002,Intestinal gangrene (disorder),,
,,31841001,Hemorrhagic necrosis of intestine (disorder),,
,,57658009,Embolic mesenteric infarction (disorder),,
,,72150009,Nonocclusive intestinal infarction (disorder),,
,,75204008,Omental infarction (disorder),,
,,78463001,Massive necrosis of intestine (disorder),,
,,80475003,Thrombotic mesenteric infarction (disorder),,
,,95446005,Thrombosis of mesenteric vein (disorder),,
,,95536006,Ileal gangrene (disorder),,
,,95537002,Jejunal gangrene (disorder),,
,,95538007,Large bowel gangrene (disorder),,
,,235842000,Occlusive mesenteric ischemia (disorder),,
,,235843005,Non-occlusive mesenteric ischemia (disorder),,
,,235846002,Infarction of small intestine (disorder),,
,,235847006,Infarction of large intestine (disorder),,
,,235848001,Mesenteric gangrene (disorder),,
,,235849009,Small intestinal gangrene (disorder),,
,,235851008,Hemorrhagic infarction of intestine (disorder),,
,,235852001,Transmural infarction of intestine (disorder),,
,,243410003,Thrombosis of mesenteric artery (disorder),,
,,275508008,Colonic infarction (disorder),,
,,763397001,Gangrenous ischemic colitis (disorder),,
,,860596009,Gangrene of mesentery of small intestine (disorder),,
,,860597000,Gangrene of mesentery of ileum (disorder),,
,,860598005,Gangrene of mesentery of jejunum (disorder),,
,,1.357E+16,Infarct of rectum (disorder),,
,,1.6716E+16,Acute infarction of small intestine (disorder),,
,,13026000,Ischemic stricture of intestine (disorder),,
,,27241008,Chronic ischemic colitis (disorder),,
,,46882000,Chronic ischemic enterocolitis (disorder),,
,,73235004,Chronic ischemic enteritis (disorder),,
,,111354009,Chronic vascular insufficiency of intestine (disorder),,
,,197006009,Superior mesenteric artery syndrome (disorder),,
,,241154007,Abdominal angina (disorder),,
,,266520007,Chronic gastrointestinal tract vascular insufficiency (disorder),,
,,405545007,Mesenteric artery stenosis (disorder),,
,,734041006,Insufficiency of mesenteric artery (disorder),,
,,1.33411E+14,Chronic thrombosis of mesenteric vein (disorder),,
,,1.68993E+16,Atherosclerosis of superior mesenteric artery (disorder),,
,,36304008,Vascular ectasia of cecum (disorder),,
,,90858003,Vascular ectasia of colon (disorder),,
,,197244008,Angiodysplasia of colon (disorder),,
,,2.9731E+13,Intestinal hemorrhage due to angiodysplasia of intestine (disorder),,
,,58358002,Vascular ectasia of small intestine (disorder),,
,,235853006,Angiodysplasia of intestine (disorder),,
,,312607004,Gastrointestinal tract vascular insufficiency (disorder),,
,,427592000,Occlusion of superior mesenteric artery (disorder),,
,,442267002,Angiodysplasia of duodenum (disorder),,
,,717881002,Vascular ectasia of duodenum (disorder),,
,,721662002,Angiodysplasia of small intestine (disorder),,
,,722858009,Vasculitis of large intestine (disorder),,
,,871901008,Acquired telangiectasia of small and large intestines (disorder),,
,,1.0827E+15,Duodenal hemorrhage due to angiodysplasia of duodenum (disorder),,
,,30588004,Ischemic colitis (disorder),,
,,73665001,Ischemic enteritis (disorder),,
,,75938008,Alimentary tract pain due to vascular insufficiency (disorder),,
,,82196007,Vascular insufficiency of intestine (disorder),,
,,90891007,Ischemic enterocolitis (disorder),,
,,128321003,Vascular disorder of intestine (disorder),,
,,235844004,Focal segmental ischemia of small intestine (disorder),,
,,266519001,Acute gastrointestinal tract vascular insufficiency (disorder),,
,,737191003,Disorder of vascular structure of duodenum (disorder),,
,,737196008,Vascular disorder of small intestine (disorder),,
,,737200003,Vascular disorder of large intestine (disorder),,
,,763398006,Nongangrenous ischemic colitis (disorder),,
,,197105006,Perforated diverticulum of duodenum (disorder),,
,,197106007,Perforated diverticulum of jejunum (disorder),,
,,197107003,Perforated diverticulum of ileum (disorder),,
,,280993006,Perforated diverticulum of small intestine (disorder),,
,,733150001,Perforation and abscess of small intestine co-occurrent and due to diverticulitis (disorder),,
,,1.08619E+15,Abscess of duodenum co-occurrent and due to diverticulitis (disorder),,
,,1.08623E+15,Perforation of duodenum due to diverticulitis (disorder),,
,,1.08624E+15,Abscess of ileum co-occurrent and due to diverticulitis (disorder),,
,,1.08628E+15,Perforation of ileum due to diverticulitis (disorder),,
,,1.08629E+15,Abscess of jejunum co-occurrent and due to diverticulitis (disorder),,
,,1.08633E+15,Perforation of jejunum co-occurrent and due to diverticulitis (disorder),,
,,1.08648E+15,Perforation of small intestine co-occurrent with hemorrhage due to diverticulitis (disorder),,
,,1.08649E+15,Perforation of small intestine due to diverticulitis (disorder),,
,,33838003,Diverticulitis of duodenum (disorder),,
,,56165008,Diverticulitis of small intestine (disorder),,
,,67153004,Diverticulitis of ileum (disorder),,
