icd10_code,icd10_description,snomed_conceptId,snomed_term,read2_code,read2_term
,,698696007,Adjustment disorder with depressed mood in remission (disorder),Eu44.14,[X]Hysterical psychosis
,,698697003,Adjustment disorder with mixed disturbance of emotions and conduct in remission (disorder),Eu44.00,[X]Dissociative [conversion] disorders
,,698701000,Adjustment disorder in remission (disorder),Eu44.12,[X]Conversion reaction
,,723914003,Prolonged grief disorder (finding),Eu44y00,[X]Other dissociative [conversion] disorders
,,789399002,Persistent adjustment disorder (disorder),Eu44z00,"[X]Dissociative [conversion] disorder, unspecified"
,,9.2501E+13,Stress reaction with psychomotor agitation (disorder),Eu44y12,[X]Multiple personality
,,426174008,Chronic stress disorder (disorder),Eu44.11,[X]Conversion hysteria
,,84209002,Psychogenic amnesia (disorder),Eu44y11,[X]Ganser's syndrome
,,225040001,Localized dissociative amnesia (disorder),Eu45012,[X]Briquet's syndrome
,,3586005,Psychogenic fugue (disorder),Eu45011,[X]Multiple psychosomatic disorder
,,191683009,Psychogenic stupor (disorder),E20y000,Somatization disorder
,,276300008,Dissociative stupor (disorder),Eu45000,[X]Somatization disorder
,,276297003,Dissociative possession disorder (disorder),E20y011,Briquet's disorder
,,13534001,Camptocormia (disorder),Eu45013,[X]Briquet's disorder
,,23772009,Dysphonia of Gilles de la Tourette's syndrome (disorder),Eu45100,[X]Undifferentiated somatoform disorder
,,69403006,Conversion aphonia (disorder),Eu45111,[X]Undifferentiated psychosomatic disorder
,,71802006,Astasia-abasia (disorder),Eu45213,[X]Hypochondriacal neurosis
,,88984006,Hysterical paralysis (disorder),Eu45214,[X]Hypochondriasis
,,90483007,Conversion dysphonia (disorder),Eu45212,[X]Dysmorphophobia nondelusional
,,95439001,Psychogenic aphonia (disorder),E207.00,Hypochondriasis
,,191713008,Dissociative tremor (disorder),Eu45200,[X]Hypochondriacal disorder
,,229636002,Hypofunctional dysphonia (disorder),Eu45211,[X]Body dysmorphic disorder
,,229637006,Hyperfunctional dysphonia (disorder),Eu45414,[X]Somatoform pain disorder
,,231509001,Dissociative astasia-abasia (disorder),Eu62y11,[X]Chronic pain personality syndrome
,,250047004,Thalamic astasia (finding),E278000,Psychogenic pain unspecified
,,268715000,Dissociative motor disorder (disorder),Eu45400,[X]Persistent somatoform pain disorder
,,275472008,Psychogenic dysphonia (disorder),Eu45.00,[X]Somatoform disorders
,,442183006,Psychogenic dyskinesia (finding),E27zz00,Psychogenic syndromes NOS
,,724819000,Functional paraparesis (disorder),E26yz00,Other psychogenic malfunction NOS
,,735544003,Dissociative neurological disorder with symptom of movement disorder (disorder),E27..00,Psychogenic syndromes NEC
,,191714002,Dissociative convulsions (disorder),E26z.00,Psychosomatic disorder NOS
,,246537007,Affective seizure (disorder),Eu45z11,[X]Psychosomatic disorder NOS
,,246538002,Seizure causing illusions (disorder),E26y.00,Other psychogenic malfunction
,,246539005,Seizure with structured hallucinations (disorder),E27z.00,Other and unspecified psychogenic syndrome NEC
,,30169000,Psychogenic deafness (disorder),E26..00,Physiological malfunction arising from mental factors
,,70066000,Conversion muteness (disorder),Eu45y00,[X]Other somatoform disorders
,,70967007,Hysterical deafness (disorder),Eu45z00,"[X]Somatoform disorder, unspecified"
,,88902008,Hysterical blindness (disorder),E206.00,Depersonalisation syndrome
,,276299000,Dissociative anesthesia (finding),Eu46100,[X]Depersonalization - derealization syndrome
,,277663005,Simulated hearing loss (disorder),Eu50000,[X]Anorexia nervosa
,,735543009,Dissociative neurological disorder with symptom of alteration of sensation (disorder),E271.00,Anorexia nervosa
,,735545002,Dissociative neurological symptom disorder with visual symptom (disorder),Eu50100,[X]Atypical anorexia nervosa
,,31611000,Multiple personality disorder (disorder),Eu50211,[X]Bulimia NOS
,,76129002,Ganser syndrome (disorder),Eu50200,[X]Bulimia nervosa
,,191678001,Reactive confusion (disorder),Eu50212,[X]Hyperorexia nervosa
,,276296007,Dissociative trance (disorder),E275100,Bulimia (non-organic overeating)
,,280943007,Dissociative confusion (disorder),E275111,Compulsive eating disorder
,,429571005,Sleep-related dissociative disorder (disorder),R036011,[D]Bulimia NOS
,,736315009,Dissociative neurological symptom disorder co-occurrent with alteration of consciousness (disorder),Eu50300,[X]Atypical bulimia nervosa
,,762461003,Complex dissociative intrusion disorder (disorder),Eu50400,[X]Overeating associated with other psychological disturbances
,,20734000,Psychologic conversion disorder (disorder),Eu50411,[X]Psychogenic overeating
,,35827000,Recurrent conversion disorder (disorder),E275400,Psychogenic vomiting NOS
,,44376007,Dissociative disorder (disorder),J16y500,Functional vomiting
,,111492006,"Conversion disorder, single episode (disorder)",E264200,Cyclical vomiting - psychogenic
,,698952009,Dissociative disorder in remission (disorder),Eu50500,[X]Vomiting associated with other psychological disturbances
,,723915002,Secondary dissociative disorder (disorder),Eu50511,[X]Psychogenic vomiting
,,735541006,Dissociative neurological symptom disorder (disorder),Eu50y12,[X]Psychogenic loss of appetite
,,735542004,Dissociative neurological disorder with symptom of weakness (disorder),E275600,Non-organic loss of appetite
,,735546001,Dissociative neurological symptom disorder co-occurrent with swallowing symptom (disorder),E202z11,Weight fixation
,,735547005,Dissociative neurological symptom disorder co-occurrent with auditory symptom (disorder),E275z00,Non-organic eating disorder NOS
,,735548000,Dissociative neurological symptom disorder co-occurrent with dizziness (disorder),E275y00,Other specified non-organic eating disorder
,,736313002,Dissociative neurological symptom disorder co-occurrent with symptoms of gait disorder (disorder),E275000,Unspecified non-organic eating disorder
,,736314008,Dissociative neurological symptom disorder co-occurrent with cognitive symptoms (disorder),E275.00,Other and unspecified non-organic eating disorders
,,736316005,Dissociative neurological symptom disorder co-occurrent with symptom of speech production (disorder),Eu50z00,"[X]Eating disorder, unspecified"
,,788907005,Dissociative neurological symptom disorder co-occurrent with chorea (disorder),Eu50.00,[X]Eating disorders
,,788908000,Dissociative neurological symptom disorder co-occurrent with dystonia (disorder),Eu50y00,[X]Other eating disorders
,,788909008,Dissociative neurological symptom disorder co-occurrent with facial spasm (disorder),62T1.00,Puerperal depression
,,788910003,Dissociative neurological symptom disorder co-occurrent with myoclonus (disorder),Eu53011,[X]Postnatal depression NOS
,,788912006,Dissociative neurological symptom disorder co-occurrent with tremor (disorder),Eu53012,[X]Postpartum depression NOS
,,397795007,Polysomatizing disorder (disorder),E204.11,Postnatal depression
,,397826007,Briquet's syndrome (disorder),E03y300,Unspecified puerperal psychosis
,,397923000,Somatization disorder (disorder),,
,,18393005,Undifferentiated somatoform disorder (disorder),,
,,18193002,Hypochondriasis (disorder),,
,,83482000,Body dysmorphic disorder (disorder),,
,,1.62657E+16,Illness anxiety disorder (disorder),,
,,11003002,Nervous diarrhea (disorder),,
,,30693006,Aerophagy (finding),,
,,231517009,Somatoform autonomic dysfunction (disorder),,
,,231518004,Globus abdominalis (disorder),,
,,268650001,Somatoform autonomic dysfunction - gastrointestinal tract (disorder),,
,,268651002,Psychogenic diarrhea (disorder),,
,,386537007,Psychogenic pylorospasm (disorder),,
,,386572005,Psychogenic syncope (disorder),,
,,403594005,Psychogenic formication (disorder),,
,,443853005,Psychogenic tremor (disorder),,
,,8971008,Psychalgia (finding),,
,,30077003,Somatoform pain disorder (disorder),,
,,3.81E+11,Pain disorder with psychological factor (disorder),,
,,31297008,Somatoform disorder (disorder),,
,,723916001,Bodily distress disorder (disorder),,
,,764783004,Mild bodily distress disorder (disorder),,
,,764784005,Moderate bodily distress disorder (disorder),,
,,764785006,Severe bodily distress disorder (disorder),,
,,70764005,Depersonalization disorder (disorder),,
,,231519007,Depersonalization-derealization syndrome (disorder),,
,,280945000,Derealization syndrome (disorder),,
,,56882008,Anorexia nervosa (disorder),,
,,63393005,"Anorexia nervosa, binge-eating purging type (disorder)",,
,,77675002,"Anorexia nervosa, restricting type (disorder)",,
,,403313001,Hypertrichosis in anorexia nervosa (disorder),,
,,722959000,Anorexia nervosa co-occurrent with dangerously low body weight (disorder),,
,,722960005,Anorexia nervosa co-occurrent with significantly low body weight (disorder),,
,,723917005,Dangerously low body weight co-occurrent and due to anorexia nervosa of restricting type (disorder),,
,,723919008,Significantly low body weight co-occurrent and due to anorexia nervosa of restricting type (disorder),,
,,231522009,Atypical anorexia nervosa (disorder),,
,,32721004,"Bulimia nervosa, purging type (disorder)",,
,,59645001,"Bulimia nervosa, nonpurging type (disorder)",,
,,78004001,Bulimia nervosa (disorder),,
,,248118000,Self-induced purging to lose weight (disorder),,
,,249520001,Self-induced purging (disorder),,
,,698698008,Bulimia nervosa in remission (disorder),,
,,705001007,Self-induced vomiting to lose weight (disorder),,
,,723918000,Dangerously low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type (disorder),,
,,723920002,Significantly low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type (disorder),,
,,231523004,Atypical bulimia nervosa (disorder),,
,,270902002,Overeating associated with other psychological disturbances (disorder),,
,,275474009,Psychogenic overeating (disorder),,
,,37224001,Psychogenic vomiting (disorder),,
,,191970005,Psychogenic cyclical vomiting (disorder),,
,,192450008,Vomiting associated with other psychological disturbances (disorder),,
,,762279002,Functional nausea (disorder),,
,,192017004,Non-organic loss of appetite (disorder),,
,,231521002,Weight fixation (disorder),,
,,405788002,Psychogenic loss of appetite (finding),,
,,439960005,Binge eating disorder (disorder),,
,,700213005,Avoidant restrictive food intake disorder (disorder),,
,,722877006,Adult rumination syndrome of ingested food (disorder),,
,,870568002,Orthorexia nervosa (disorder),,
,,72366004,Eating disorder (disorder),,
,,427469003,Eating disorder in remission (disorder),,
,,25922000,"Major depressive disorder, single episode with postpartum onset (disorder)",,
,,58703003,Postpartum depression (disorder),,
,,73972002,Postpartum neurosis (disorder),,
,,237349002,Mild postnatal depression (disorder),,
,,237351003,Mild postnatal psychosis (disorder),,
,,279225001,Maternity blues (disorder),,
,,704678007,Depressed mood with postpartum onset (finding),,
,,18260003,Postpartum psychosis (disorder),,
,,30687003,"Bipolar II disorder, most recent episode major depressive with postpartum onset (disorder)",,
,,71336009,Recurrent major depressive disorder with postpartum onset (disorder),,
,,237350002,Severe postnatal depression (disorder),,
,,237352005,Severe postnatal psychosis (disorder),,
,,6.0401E+13,Postpartum psychosis in remission (disorder),,
,,1.04851E+14,Postpartum major depression in remission (disorder),,
,,55516002,"Bipolar I disorder, most recent episode manic with postpartum onset (disorder)",,
,,87203005,"Bipolar I disorder, most recent episode depressed with postpartum onset (disorder)",,
,,7956006,Psychogenic vertigo (finding),,
,,129562004,Psychogenic skin disease (disorder),,
