code,description,tag
251687004,Monochrome contrast sensitivity (observable entity),observable entity
251688009,Color contrast sensitivity (observable entity),observable entity
251691009,Corneal thickness (observable entity),observable entity
251692002,Ocular axial length (observable entity),observable entity
251693007,Tear film break-up time (observable entity),observable entity
251694001,Wetting distance (observable entity),observable entity
251696004,Lacrimal patency (observable entity),observable entity
251706001,Lacrimal sac access (observable entity),observable entity
251709008,Corneal measure (observable entity),observable entity
251710003,Corneal curvature radius (observable entity),observable entity
251711004,Corneal curvature meridian (observable entity),observable entity
251712006,Corneal diameter (observable entity),observable entity
251713001,Horizontal corneal diameter (observable entity),observable entity
251714007,Vertical corneal diameter (observable entity),observable entity
251716009,Corneal endothelial cell density (observable entity),observable entity
251717000,Intraocular lens determination (observable entity),observable entity
251718005,Refractive power (observable entity),observable entity
251719002,Intraocular lens implant refractive power (observable entity),observable entity
251720008,Central retinal artery pressure (observable entity),observable entity
251721007,Angle patency (observable entity),observable entity
251727006,Angle appearance (observable entity),observable entity
251739003,Distance visual acuity (observable entity),observable entity
251742009,Distance visual acuity - binocular (observable entity),observable entity
251743004,Near visual acuity (observable entity),observable entity
251746007,Near visual acuity - binocular (observable entity),observable entity
251747003,Near visual acuity - Jaeger's types (observable entity),observable entity
251750000,Near visual acuity Jaeger's types - binocular (observable entity),observable entity
251751001,Binocular single vision (observable entity),observable entity
251760009,Optical fusion (observable entity),observable entity
251761008,Prism fusion range (observable entity),observable entity
251762001,Prism strength (observable entity),observable entity
251763006,Stereoscopic vision (observable entity),observable entity
251765004,Stereoscopic discrimination (observable entity),observable entity
251771005,Optical axis alignment (observable entity),observable entity
251772003,Optical axis deviation (observable entity),observable entity
251776000,Ocular accommodation (observable entity),observable entity
251777009,Ocular accommodation power (observable entity),observable entity
251778004,Ocular accommodation near point (observable entity),observable entity
251781009,Ocular accommodation convergence/accommodation ratio (observable entity),observable entity
251782002,Visual suppression area (observable entity),observable entity
251783007,Visual suppression density (observable entity),observable entity
251784001,Ocular fixation observable (observable entity),observable entity
251787008,Ocular fixation preference (observable entity),observable entity
251788003,Ocular fixation projection (observable entity),observable entity
251791003,Field of binocular single vision (observable entity),observable entity
251793000,Field of uniocular fixation (observable entity),observable entity
251794006,Refraction (observable entity),observable entity
251795007,Power of sphere (observable entity),observable entity
251796008,Spherical addition (observable entity),observable entity
251797004,Power of cylinder (observable entity),observable entity
251799001,Axis of cylinder (observable entity),observable entity
251800002,Back vertex distance (observable entity),observable entity
251801003,Reading distance (observable entity),observable entity
251802005,Intermediate distance (observable entity),observable entity
251804006,Puberty stage (observable entity),observable entity
251805007,Tanner boys genital development stage (observable entity),observable entity
251811005,Tanner girls breast development stage (observable entity),observable entity
251817009,Pubic hair stage (observable entity),observable entity
251824005,Tanner axillary hair stage (observable entity),observable entity
251828008,Testicular volume (observable entity),observable entity
251829000,Indexed oxygen delivery (observable entity),observable entity
251830005,Indexed oxygen consumption (observable entity),observable entity
251831009,Oxygen extraction ratio (observable entity),observable entity
251832002,Oxygen uptake (observable entity),observable entity
251833007,Energy expenditure (observable entity),observable entity
251834001,Total energy expenditure (observable entity),observable entity
251835000,Indirect energy expenditure (observable entity),observable entity
251836004,Nitrogen balance (observable entity),observable entity
251837008,Total body water (observable entity),observable entity
251838003,Total body potassium (observable entity),observable entity
251840008,Fluid output (observable entity),observable entity
251841007,Total fluid output (observable entity),observable entity
251843005,Fluid output from drain (observable entity),observable entity
251844004,Fluid output from surgical drain (observable entity),observable entity
251845003,Fluid output from wound drain (observable entity),observable entity
251846002,Fluid loss (observable entity),observable entity
251847006,Total fluid loss (observable entity),observable entity
251848001,Gastric fluid loss (observable entity),observable entity
251849009,Enteral fluid loss (observable entity),observable entity
251850009,Ultrafiltrate fluid loss (observable entity),observable entity
251851008,Fluid intake volume (observable entity),observable entity
251852001,Total fluid input (observable entity),observable entity
251853006,Oral fluid input (observable entity),observable entity
251854000,Enteral fluid input (observable entity),observable entity
251855004,Parenteral fluid input (observable entity),observable entity
251856003,Fluid balance status (observable entity),observable entity
251860000,Peritoneal dialysis observable (observable entity),observable entity
251861001,Net solute removal rate (observable entity),observable entity
251862008,Net mean clearance rate (observable entity),observable entity
251863003,Instantaneous clearance (observable entity),observable entity
251864009,Dialysance (observable entity),observable entity
251865005,Dwell time (observable entity),observable entity
251866006,Adequacy of dialysis (observable entity),observable entity
251867002,Adequacy of peritoneal dialysis (observable entity),observable entity
251868007,kt/V (observable entity),observable entity
251870003,Time-averaged urea concentration (observable entity),observable entity
251871004,Urea reduction ratio (observable entity),observable entity
251872006,Creatinine reduction ratio (observable entity),observable entity
251873001,kt/V - iteration (observable entity),observable entity
251874007,kt/V - log ratio (observable entity),observable entity
251875008,Peritoneal transport rate (observable entity),observable entity
251876009,Graft/arteriovenous fistula recirculation (observable entity),observable entity
251877000,Arteriovenous fistula recirculation (observable entity),observable entity
251878005,Graft recirculation (observable entity),observable entity
251879002,Calcium set point (observable entity),observable entity
251880004,Respiratory measure (observable entity),observable entity
251882007,Airway conductance (observable entity),observable entity
251883002,Thoracic compliance (observable entity),observable entity
251884008,Chest wall compliance (observable entity),observable entity
251885009,Dynamic compliance (observable entity),observable entity
251886005,Static lung compliance (observable entity),observable entity
251888006,Specific compliance (lung) (observable entity),observable entity
251889003,Total thoracic compliance (observable entity),observable entity
251890007,Alveolar-arterial oxygen tension difference (observable entity),observable entity
251891006,Respiratory shunt (observable entity),observable entity
251898000,Maximum oxygen uptake (observable entity),observable entity
251899008,Expired gas concentration (observable entity),observable entity
251900003,Expired carbon monoxide concentration (observable entity),observable entity
251901004,Maximum voluntary ventilation (observable entity),observable entity
251902006,Nitrogen washout measure (observable entity),observable entity
251903001,Time to 2% N2 (nitrogen washout) (observable entity),observable entity
251904007,Number of breaths (nitrogen washout) (observable entity),observable entity
251905008,Closing volume (nitrogen washout) (observable entity),observable entity
251906009,Nitrogen index (nitrogen washout) (observable entity),observable entity
251907000,Respiratory pressure (observable entity),observable entity
251908005,Respiratory volume (observable entity),observable entity
251909002,Dynamic lung volume (observable entity),observable entity
251910007,Forced expired volume in 0.75 seconds (observable entity),observable entity
251911006,Forced inspired volume (observable entity),observable entity
251912004,Forced inspired volume in 1 second (observable entity),observable entity
251913009,Inspiratory vital capacity (observable entity),observable entity
251914003,Expiratory vital capacity (observable entity),observable entity
251915002,Static lung volume (observable entity),observable entity
251916001,Respiratory dead space (observable entity),observable entity
251917005,Flow volume loop flow rate (observable entity),observable entity
251918000,Maximum expiratory flow rate (observable entity),observable entity
251919008,Maximum expiratory flow rate at 25% of vital capacity (observable entity),observable entity
251920002,Maximum expiratory flow rate at 50% of vital capacity (observable entity),observable entity
251921003,Maximum expiratory flow rate at 75% of vital capacity (observable entity),observable entity
251922005,Maximum mid-expiratory flow rate (observable entity),observable entity
251923000,Maximum inspiratory flow rate (observable entity),observable entity
251924006,Maximum inspiratory flow rate at 25% of vital capacity (observable entity),observable entity
251926008,Maximum inspiratory flow rate at 50% of vital capacity (observable entity),observable entity
251927004,Maximum inspiratory flow rate at 75% of vital capacity (observable entity),observable entity
251928009,Maximum expiratory flow rate/max inspiratory flow rate ratio (observable entity),observable entity
251930006,Forced expiratory flow rate (observable entity),observable entity
251931005,Forced mid-expiratory flow rate (observable entity),observable entity
251932003,Forced expiratory flow rate between 25+75% of vital capacity (observable entity),observable entity
251936000,Best ever peak expiratory flow rate (observable entity),observable entity
251939007,Single peak expiratory flow rate (observable entity),observable entity
251940009,Serial peak expiratory flow rate (observable entity),observable entity
251941008,Peak inspiratory flow rate (observable entity),observable entity
251942001,Respiratory ratio (observable entity),observable entity
251943006,Forced expired volume in one second/vital capacity ratio (observable entity),observable entity
251944000,Forced expired volume in one second/forced vital capacity ratio (observable entity),observable entity
251945004,Empey index (observable entity),observable entity
251946003,Dead space/tidal volume ratio (observable entity),observable entity
251947007,Anatomical dead space/tidal volume ratio (observable entity),observable entity
251948002,Physiological dead space/tidal volume ratio (observable entity),observable entity
251949005,Transfer factor (respiratory measure) (observable entity),observable entity
251950005,Carbon monoxide transfer factor (observable entity),observable entity
251951009,Oxygen transfer factor (observable entity),observable entity
251952002,Transfer coefficient (respiratory measure) (observable entity),observable entity
251953007,Alveolar volume (observable entity),observable entity
251954001,Pulmonary capillary blood volume (observable entity),observable entity
251955000,Alveolar-capillary membrane conductance (observable entity),observable entity
251957008,Urinary tract pressure (observable entity),observable entity
251958003,Urethral pressure (observable entity),observable entity
251959006,Maximum urethral pressure (observable entity),observable entity
251960001,Maximum urethral closure pressure (observable entity),observable entity
251961002,Premicturition intravesical pressure (observable entity),observable entity
251962009,Opening intravesical pressure (observable entity),observable entity
251963004,Maximum intravesical pressure (observable entity),observable entity
251964005,Intravesical pressure at maximum flow (observable entity),observable entity
251965006,Intravesical contraction pressure at maximum flow (observable entity),observable entity
251967003,Detrusor pressure (observable entity),observable entity
251968008,Kidney/bladder pressure differential (observable entity),observable entity
251969000,Renal pelvis pressure (observable entity),observable entity
251970004,Pressure transmission ratio (observable entity),observable entity
251971000,Bladder volume (observable entity),observable entity
251972007,Bladder volume at first desire to void (observable entity),observable entity
251973002,Bladder volume at normal desire to void (observable entity),observable entity
251974008,Bladder volume at strong desire to void (observable entity),observable entity
251975009,Voided urinary volume (observable entity),observable entity
251977001,Single voided urinary volume (observable entity),observable entity
251980000,Urinary times (observable entity),observable entity
251981001,Opening time of bladder neck (observable entity),observable entity
251982008,Urinary voiding total flow time (observable entity),observable entity
251983003,Time to maximum urinary flow (observable entity),observable entity
251984009,Urinary flow rate (observable entity),observable entity
251985005,Maximal urinary flow rate (observable entity),observable entity
251986006,Average urinary flow rate (observable entity),observable entity
251987002,Rate of bladder filling (observable entity),observable entity
251991007,Urinary flow pattern (observable entity),observable entity
251992000,Fluid intake (observable entity),observable entity
251993005,Vesicoureteric function (observable entity),observable entity
251996002,Bladder neck position (observable entity),observable entity
251997006,Bladder neck descent (observable entity),observable entity
252000003,Bladder neck function (observable entity),observable entity
252003001,Bladder appearance (observable entity),observable entity
252009002,Bladder capacity (observable entity),observable entity
252010007,Functional bladder capacity (observable entity),observable entity
252011006,Maximum anesthetic bladder capacity (observable entity),observable entity
252012004,Maximum cystometric capacity (observable entity),observable entity
252013009,Bladder compliance (observable entity),observable entity
252015002,Profile length of urethra (observable entity),observable entity
252016001,Functional profile length of urethra (observable entity),observable entity
252017005,Functional profile length of urethra - resting (observable entity),observable entity
252018000,Functional profile length of urethra - stressed (observable entity),observable entity
252019008,Total profile length of urethra (observable entity),observable entity
252022005,Urethral sphincter function (observable entity),observable entity
252023000,Urethral opening mechanism (observable entity),observable entity
252024006,Urethral closure mechanism (observable entity),observable entity
252027004,Vesicourethral function (observable entity),observable entity
252031005,Penis measure (observable entity),observable entity
252032003,Erection duration (observable entity),observable entity
252033008,Erection size (observable entity),observable entity
252034002,Erection frequency (observable entity),observable entity
252035001,Penile vascular function (observable entity),observable entity
252038004,Penile brachial index (observable entity),observable entity
252040009,Voiding measure (observable entity),observable entity
252042001,Duration of micturition (observable entity),observable entity
252043006,Maximal bladder flow rate (observable entity),observable entity
252044000,Average bladder flow rate (observable entity),observable entity
252045004,Fluid intake frequency (observable entity),observable entity
252046003,Fluid intake times (observable entity),observable entity
252059006,Vascular measure (observable entity),observable entity
252060001,Arterial measure (observable entity),observable entity
252061002,Arterial flow (observable entity),observable entity
252062009,Peak arterial flow (observable entity),observable entity
252063004,Mean arterial flow (observable entity),observable entity
252064005,Arterial velocity (observable entity),observable entity
252065006,Peak arterial velocity (observable entity),observable entity
252066007,Mean arterial velocity (observable entity),observable entity
252067003,Arterial velocity waveform (observable entity),observable entity
252068008,"Pulsatility index, arterial velocity waveform (observable entity)",observable entity
252069000,Laplace transform damping factor for arterial velocity waveform (observable entity),observable entity
252070004,Principal component analysis of arterial velocity waveform (observable entity),observable entity
252071000,Arterial pressure index (observable entity),observable entity
252072007,Upstroke time of arterial pressure (observable entity),observable entity
252073002,Arterial impedance (observable entity),observable entity
252074008,Venous measure (observable entity),observable entity
252075009,Venous velocity (observable entity),observable entity
252076005,Venous pressure (observable entity),observable entity
252077001,Venous mean pressure (observable entity),observable entity
252079003,Venous ambulatory pressure (observable entity),observable entity
252080000,Ambulatory post-hyperemic venous pressure (observable entity),observable entity
252081001,Venous flow (observable entity),observable entity
252082008,Venous mean flow (observable entity),observable entity
252083003,Venous reflux flow (observable entity),observable entity
252084009,Tissue perfusion measure (observable entity),observable entity
252085005,Tissue perfusion isotope clearance (observable entity),observable entity
252087002,Tissue perfusion red cell flux (observable entity),observable entity
252088007,Tissue perfusion red cell velocity (observable entity),observable entity
252089004,Tissue perfusion temperature (observable entity),observable entity
252090008,Rewarming time (tissue perfusion) (observable entity),observable entity
252091007,Distal vessel patency (observable entity),observable entity
252094004,Claudication distance (observable entity),observable entity
252095003,Maximum distance walked (observable entity),observable entity
252096002,Surface foot pressure (observable entity),observable entity
252098001,Contact sensitivity response (observable entity),observable entity
252101002,Susceptibility to infection response (observable entity),observable entity
252102009,Susceptibility to sarcoid response (observable entity),observable entity
252105006,Number of metastases (observable entity),observable entity
252106007,Number of chancres (observable entity),observable entity
252108008,Number of stenoses (observable entity),observable entity
252111009,Number of lost pregnancies (observable entity),observable entity
252112002,Number of stillbirths (observable entity),observable entity
252113007,Number of abortions (observable entity),observable entity
252114001,Number of induced abortions (observable entity),observable entity
252115000,Number of cesarean sections (observable entity),observable entity
252116004,Observation parameter (observable entity),observable entity
252117008,Strength of test substance (observable entity),observable entity
252118003,Strength of tuberculin test substance (observable entity),observable entity
252119006,Strength of coccidioidin test substance (observable entity),observable entity
252120000,Allergen concentration (observable entity),observable entity
252121001,Acetic acid concentration (observable entity),observable entity
252122008,Perfusion rate of medium (observable entity),observable entity
252123003,Temperature of medium (observable entity),observable entity
252124009,Test distance (observable entity),observable entity
252125005,Ocular test distance (observable entity),observable entity
252126006,Pin distance (observable entity),observable entity
252127002,Test time (observable entity),observable entity
252128007,Time since loading dose (observable entity),observable entity
252129004,Test duration (observable entity),observable entity
252130009,Total exercise time (observable entity),observable entity
252131008,Time from start of test (observable entity),observable entity
252132001,Measurement period (observable entity),observable entity
252133006,Apgar measurement period (observable entity),observable entity
252134000,Bruce protocol stage achieved (observable entity),observable entity
252135004,Balke protocol stage achieved (observable entity),observable entity
252136003,Master protocol stage achieved (observable entity),observable entity
252137007,Modified Bruce protocol stage achieved (observable entity),observable entity
252138002,Scandinavian protocol stage achieved (observable entity),observable entity
252139005,Wingate protocol stage achieved (observable entity),observable entity
252140007,Treadmill gradient achieved (observable entity),observable entity
252141006,Treadmill speed achieved (observable entity),observable entity
252558006,Nasal mucociliary clearance measure (observable entity),observable entity
252693009,Slump test response (observable entity),observable entity
252694003,Cervical spine stress test response (observable entity),observable entity
252701008,Anterior drawer test response (observable entity),observable entity
252702001,Reverse pivot shift test response (observable entity),observable entity
252703006,Flexion-rotation drawer test response (observable entity),observable entity
252704000,Dynamic extension test response (observable entity),observable entity
252705004,Patellar compression test response (observable entity),observable entity
252706003,Knee squat test response (observable entity),observable entity
252744007,Motor terminal latency (observable entity),observable entity
252795009,"Intraoperative evoked potentials, function (observable entity)",observable entity
255211006,Shuttle number (observable entity),observable entity
255236000,"Peak systolic, function (observable entity)",observable entity
255255000,End-expiration (observable entity),observable entity
255261002,Full expiration (observable entity),observable entity
255262009,Full inspiration (observable entity),observable entity
255263004,Mid-expiration (observable entity),observable entity
255264005,Mid-inspiration (observable entity),observable entity
255265006,Early expiration (observable entity),observable entity
255266007,Early inspiration (observable entity),observable entity
255267003,Late expiration (observable entity),observable entity
255269000,Late inspiration (observable entity),observable entity
255324009,Movement (observable entity),observable entity
255377004,Waking (observable entity),observable entity
255538003,"Lateral flexion, function (observable entity)",observable entity
256235009,Exercise (observable entity),observable entity
257733005,Activity (observable entity),observable entity
257734004,"Submarine navigation, function (observable entity)",observable entity
257735003,"Fire fighting, function (observable entity)",observable entity
257752004,Joint angulation (observable entity),observable entity
258015005,"Direct agglutination, function (observable entity)",observable entity
258016006,"Disk diffusion, function (observable entity)",observable entity
258040003,Isocapnic ventilation (observable entity),observable entity
258088000,Bicycle test level achieved (observable entity),observable entity
258089008,"Broad band noise, function (observable entity)",observable entity
258093002,"Condensation click, function (observable entity)",observable entity
258095009,Dark-light adaptation (observable entity),observable entity
258103008,Isometric effort (observable entity),observable entity
258107009,"Rarefaction click, function (observable entity)",observable entity
258115007,"Solid phase agglutination of red blood cells, function (observable entity)",observable entity
258134007,Bearing down (observable entity),observable entity
258137000,Exhaling (observable entity),observable entity
258139002,Intercourse (observable entity),observable entity
258140000,Level achieved (observable entity),observable entity
258141001,Lifting (observable entity),observable entity
258145005,Stairs climbed (observable entity),observable entity
258148007,Standing up (observable entity),observable entity
258151000,Protocol stage achieved (observable entity),observable entity
258152007,Treadmill level achieved (observable entity),observable entity
258153002,Target heart rate achieved (observable entity),observable entity
258154008,"Washing hands, function (observable entity)",observable entity
258156005,Everyday tasks (observable entity),observable entity
258157001,Rest (observable entity),observable entity
258158006,"Sleep, function (observable entity)",observable entity
258160008,Inhaling (observable entity),observable entity
258162000,Inhaling and exhaling (observable entity),observable entity
258248001,Status of scleral invasion by tumor (observable entity),observable entity
258261001,Tumor volume (observable entity),observable entity
258263003,Generic tumor extent (observable entity),observable entity
258732003,Binding capacity (observable entity),observable entity
260952005,Number of diverticula (observable entity),observable entity
261041009,"Working, function (observable entity)",observable entity
261955003,"Moving jaw, function (observable entity)",observable entity
263495000,Gender (observable entity),observable entity
263501003,Time of onset (observable entity),observable entity
263604002,Pituitary adenoma size (observable entity),observable entity
263605001,Tumor size (observable entity),observable entity
263612005,Number of adhesions (observable entity),observable entity
263617004,Number of parathyroid tumors (observable entity),observable entity
263653002,Abdominal respiratory movements (observable entity),observable entity
263665003,"Alternating polarity clicks, function (observable entity)",observable entity
263689005,Brain activity (observable entity),observable entity
263692009,"Brush rolling, function (observable entity)",observable entity
263693004,"Brushing, function (observable entity)",observable entity
263699000,Cardiac activity (observable entity),observable entity
263731006,Coughing (observable entity),observable entity
263752003,Fat absorption (observable entity),observable entity
263774009,"Hair weaving, function (observable entity)",observable entity
263932008,"Wet work, function (observable entity)",observable entity
264019005,"Hot combing, function (observable entity)",observable entity
264382004,"Tone burst, function (observable entity)",observable entity
264716008,"40Hz clicks, function (observable entity)",observable entity
264783006,Aceto-white reaction (observable entity),observable entity
264825005,Chest respiratory movements (observable entity),observable entity
264888005,Number of breaks (observable entity),observable entity
264889002,Number of cysts (observable entity),observable entity
264890006,Number of papilloma (observable entity),observable entity
264891005,Number of phlycten (observable entity),observable entity
264892003,Number of pressure ulcers (observable entity),observable entity
264893008,Number of ulcers (observable entity),observable entity
264894002,Number of ureteric calculi (observable entity),observable entity
264895001,Number of warts (observable entity),observable entity
264899007,Oral air flow (observable entity),observable entity
264919007,Rib hump angle (observable entity),observable entity
264922009,Goiter size (observable entity),observable entity
264924005,Wart size (observable entity),observable entity
266918002,Tobacco smoking consumption (observable entity),observable entity
266930008,Exercise history (observable entity),observable entity
266941005,Provision of domiciliary services (observable entity),observable entity
266955002,Employment milestones (observable entity),observable entity
266980002,Self-help group membership (observable entity),observable entity
266981003,Schooling (observable entity),observable entity
267011001,Gynecological history (observable entity),observable entity
267013003,Past pregnancy outcome (observable entity),observable entity
267025000,Fluid intake symptom (observable entity),observable entity
267050002,Site of gastrointestinal tract pain (observable entity),observable entity
267065001,Urine appearance (observable entity),observable entity
267110002,Dietary sodium intake (observable entity),observable entity
268379003,Vital capacity (observable entity),observable entity
268384009,Total blood volume (observable entity),observable entity
268391007,Disability assessment - mental (observable entity),observable entity
268469004,Antenatal data (observable entity),observable entity
268475008,Outcome of delivery (observable entity),observable entity
268476009,Sex of baby (observable entity),observable entity
268482007,Child height centile (observable entity),observable entity
268607006,Hypertension risk level (observable entity),observable entity
268926000,Respiratory system examined - no abnormality detected (observable entity),observable entity
269823000,Hemoglobin A1C - diabetic control interpretation (observable entity),observable entity
269902007,Feces foreign constituent (observable entity),observable entity
269903002,Feces pancreatic effects (observable entity),observable entity
270477000,Type of gastrointestinal tract pain (observable entity),observable entity
271306003,Best ever peak flow rate (respiratory) (observable entity),observable entity
271391000,Provision of home help (observable entity),observable entity
271397001,Menstrual data (observable entity),observable entity
271507006,Peak flow rate after bronchodilation (observable entity),observable entity
271508001,Expected peak flow rate (respiratory) (observable entity),observable entity
271529005,Peak flow rate before bronchodilation (observable entity),observable entity
271562002,Total duration of labor (observable entity),observable entity
271600004,Body form (observable entity),observable entity
271603002,Height / growth measure (observable entity),observable entity
271605009,Position of body and posture (observable entity),observable entity
271619009,Quality of personal care shown by appearance (observable entity),observable entity
271624007,Method of breathing (observable entity),observable entity
271625008,Rate of spontaneous respiration (observable entity),observable entity
271626009,Depth of respiration (observable entity),observable entity
271628005,Position of trachea (observable entity),observable entity
271639008,Character of pulse (observable entity),observable entity
271649006,Systolic blood pressure (observable entity),observable entity
271650006,Diastolic blood pressure (observable entity),observable entity
271660002,Heart sounds (observable entity),observable entity
271671001,Smell of breath (observable entity),observable entity
271675005,Active abdominal wall movement (observable entity),observable entity
271692001,Presentation of fetus (observable entity),observable entity
271705001,Gait type (observable entity),observable entity
271709007,"Temperature discrimination, function (observable entity)",observable entity
271711003,"Joint position sense, function (observable entity)",observable entity
271714006,Knee reflex (observable entity),observable entity
271715007,Ankle reflex (observable entity),observable entity
271716008,Triceps reflex (observable entity),observable entity
271726001,Color vision (observable entity),observable entity
271731004,Regularity of pupil (observable entity),observable entity
271733001,Pupil reaction (observable entity),observable entity
271736009,Movement of uvula (observable entity),observable entity
271773007,Straight leg raise test response (observable entity),observable entity
271810005,Color of face (observable entity),observable entity
271820000,Awareness of heart beat (observable entity),observable entity
271905007,History interpretation (observable entity),observable entity
271906008,Examination finding (observable entity),observable entity
271907004,General examination finding (observable entity),observable entity
271908009,Respiratory examination finding (observable entity),observable entity
271909001,Neurology examination finding (observable entity),observable entity
271910006,Cardiovascular examination finding (observable entity),observable entity
271911005,Abdominal examination finding (observable entity),observable entity
271912003,Genitourinary examination finding (observable entity),observable entity
271913008,Eye examination interpretation (observable entity),observable entity
271914002,"Ear, nose and throat examination finding (observable entity)",observable entity
271915001,Orodental examination interpretation (observable entity),observable entity
271916000,Locomotor examination finding (observable entity),observable entity
271917009,Interpretation of behavior (observable entity),observable entity
271918004,Specific test interpretations (observable entity),observable entity
271919007,Body substance analysis interpretation (observable entity),observable entity
271920001,Histopathology interpretation (observable entity),observable entity
271921002,Electrocardiogram finding (observable entity),observable entity
271922009,Visual test interpretation (observable entity),observable entity
271923004,Respiratory function interpretation (observable entity),observable entity
271924005,Neurological test finding (observable entity),observable entity
271925006,Cardiovascular test finding (observable entity),observable entity
271926007,Abdominal test finding (observable entity),observable entity
271927003,Genitourinary test finding (observable entity),observable entity
271928008,"Ear, nose and throat test finding (observable entity)",observable entity
271929000,Locomotor test interpretation (observable entity),observable entity
271930005,Dermatological test interpretation (observable entity),observable entity
271931009,Metabolic test finding (observable entity),observable entity
271932002,Hematology interpretation (observable entity),observable entity
271933007,Immunology interpretation (observable entity),observable entity
271934001,Biochemistry test interpretation (observable entity),observable entity
271935000,Biopsy interpretation (observable entity),observable entity
271936004,Endoscopy finding (observable entity),observable entity
271937008,Screening interpretation (observable entity),observable entity
272051008,Memory assessment (observable entity),observable entity
272387007,Domestic activity (observable entity),observable entity
272513004,Physiological action (observable entity),observable entity
274514009,"Delivery conduct, function (observable entity)",observable entity
274895002,Additional biochemistry interpretations (observable entity),observable entity
275256003,"Testicular growth, function (observable entity)",observable entity
275257007,"Penis growth, function (observable entity)",observable entity
275301001,Diameter of testicle (observable entity),observable entity
275816005,Delivery booking place (observable entity),observable entity
275924004,"Result, lab.- general (observable entity)",observable entity
276031006,Details of education (observable entity),observable entity
276056000,Job milestones (observable entity),observable entity
276057009,Retirement milestones (observable entity),observable entity
276058004,Employment circumstances (observable entity),observable entity
276205001,Country of origin (observable entity),observable entity
276250004,Overall electromyography pattern (observable entity),observable entity
276324000,Color of mucosa (observable entity),observable entity
276329005,Joint stability (observable entity),observable entity
276350001,Subischial leg length (observable entity),observable entity
276351002,Infant length (observable entity),observable entity
276352009,Crown rump length (observable entity),observable entity
276353004,Crown heel length (observable entity),observable entity
276354005,Weight velocity (observable entity),observable entity
276355006,Weight centile velocity (observable entity),observable entity
276361009,Waist circumference (observable entity),observable entity
276363007,End-diastolic left ventricular cavity shape (observable entity),observable entity
276450002,Tooth plaque disclosure (observable entity),observable entity
276755008,Right atrial pressure (observable entity),observable entity
276756009,Right ventricular pressure (observable entity),observable entity
276760007,Left atrial pressure (observable entity),observable entity
276762004,Direct left atrial pressure (observable entity),observable entity
276763009,Mean wedge pressure (observable entity),observable entity
276764003,Wedge pressure - a wave (observable entity),observable entity
276765002,Wedge pressure - x trough (observable entity),observable entity
276766001,Wedge pressure - v wave (observable entity),observable entity
276767005,Wedge pressure - y trough (observable entity),observable entity
276769008,Left ventricular pressure (observable entity),observable entity
276771008,Aortic pressure (observable entity),observable entity
276772001,Right ventricular systolic pressure (observable entity),observable entity
276773006,Right ventricular diastolic pressure (observable entity),observable entity
276774000,Right ventricular end-diastolic pressure (observable entity),observable entity
276775004,Mean right atrial pressure (observable entity),observable entity
276776003,Right atrial pressure - a wave (observable entity),observable entity
276777007,Right atrial pressure - x trough (observable entity),observable entity
276778002,Right atrial pressure - v wave (observable entity),observable entity
276779005,Right atrial pressure - y trough (observable entity),observable entity
276780008,Left ventricular systolic pressure (observable entity),observable entity
276781007,Left ventricular end-diastolic pressure (observable entity),observable entity
276783005,Mean direct left atrial pressure (observable entity),observable entity
276784004,Direct left atrial pressure - a wave (observable entity),observable entity
276785003,Direct left atrial pressure - x trough (observable entity),observable entity
276786002,Direct left atrial pressure - v wave (observable entity),observable entity
276788001,Direct left atrial pressure - y trough (observable entity),observable entity
276863001,Nitrogen concentration (observable entity),observable entity
276864007,Arteriovenous difference - oxygen (observable entity),observable entity
276865008,Arteriovenous difference - carbon dioxide (observable entity),observable entity
276885007,Core body temperature (observable entity),observable entity
276898003,Left ventricular stroke work index (observable entity),observable entity
276900001,Systemic vascular resistance index (observable entity),observable entity
276901002,Pulmonary vascular resistance (observable entity),observable entity
276902009,Pulmonary vascular resistance index (observable entity),observable entity
276994002,Pattern visual evoked potential component (observable entity),observable entity
276996000,Visual evoked potential symmetry (observable entity),observable entity
276997009,Flash visual evoked potential component (observable entity),observable entity
277009006,Pattern electroretinogram response (observable entity),observable entity
277030002,Post-activation response (observable entity),observable entity
277034006,Test interpretation (observable entity),observable entity
277110003,Sacral reflex (observable entity),observable entity
277124004,Flash visual evoked potentials latency (observable entity),observable entity
277125003,"Tone pip, function (observable entity)",observable entity
277128001,Cortical somatosensory evoked potential amplitude (observable entity),observable entity
277177009,Tympanic membrane mobility (observable entity),observable entity
277206009,N category (observable entity),observable entity
277208005,M category (observable entity),observable entity
277235001,Number of bleeding points (observable entity),observable entity
277380003,Right ventricular stroke work index (observable entity),observable entity
277381004,Stroke index (observable entity),observable entity
277387000,Cormack and Lehane grade (observable entity),observable entity
277388005,Mallampati grade (observable entity),observable entity
277677008,Room temperature medium (observable entity),observable entity
277679006,Body temperature medium (observable entity),observable entity
277680009,Cold medium (observable entity),observable entity
277896005,Color of sputum (observable entity),observable entity
277901007,Sputum appearance (observable entity),observable entity
277923006,Pulse oximetry waveform (observable entity),observable entity
278047004,Plantar grasp reflex (observable entity),observable entity
278067008,Proportion of fetal head above pelvic brim (observable entity),observable entity
278071006,Retroplacental clot volume (observable entity),observable entity
278082003,Amplitude of deceleration (fetal heart rate) (observable entity),observable entity
278083008,Duration of deceleration (fetal heart rate) (observable entity),observable entity
