code,description,tag
225413008,Nominal observation (regime/therapy),regime/therapy
225414002,General observation (regime/therapy),regime/therapy
225415001,Close observation (regime/therapy),regime/therapy
225416000,Checking patient regularly (regime/therapy),regime/therapy
225417009,Intermittent observation (regime/therapy),regime/therapy
225418004,Surveillance of condition (regime/therapy),regime/therapy
225419007,Surveillance (regime/therapy),regime/therapy
225423004,Complementary therapy (regime/therapy),regime/therapy
225702009,Eye exercises (regime/therapy),regime/therapy
225862000,Minimal supervision (regime/therapy),regime/therapy
225863005,Shadowing (regime/therapy),regime/therapy
225864004,One to one care (regime/therapy),regime/therapy
225878003,Viewing the deceased (regime/therapy),regime/therapy
225879006,Touching the deceased (regime/therapy),regime/therapy
225880009,Receiving last rites (regime/therapy),regime/therapy
225881008,Holding the deceased (regime/therapy),regime/therapy
225882001,Parting from the deceased's body (regime/therapy),regime/therapy
225883006,Making arrangements for care of dependants following death (regime/therapy),regime/therapy
225884000,Talking about dying (regime/therapy),regime/therapy
225926000,Rhythmical exercises (regime/therapy),regime/therapy
225945009,Supervision while performing functional activity (regime/therapy),regime/therapy
225950003,Planned voiding two hourly (regime/therapy),regime/therapy
225952006,Preparation of patient for investigation (regime/therapy),regime/therapy
225978002,Allowing time to listen to worries (regime/therapy),regime/therapy
225980008,Using a calm reassuring manner (regime/therapy),regime/therapy
225981007,Ensuring good communication (regime/therapy),regime/therapy
225982000,Limiting conversation (regime/therapy),regime/therapy
226006008,Support of chronically ill patient (regime/therapy),regime/therapy
226007004,Post-surgical wound care (regime/therapy),regime/therapy
226008009,Ear care (regime/therapy),regime/therapy
226012003,Preparation of patient for urinary catheterization (regime/therapy),regime/therapy
226015001,Alexander exercises (regime/therapy),regime/therapy
226027003,Conductive education (regime/therapy),regime/therapy
226029000,Exercises (regime/therapy),regime/therapy
226035000,Key points of control (regime/therapy),regime/therapy
226048001,Positioning - therapy (regime/therapy),regime/therapy
226049009,Proprioception awareness work (regime/therapy),regime/therapy
226050009,Prosthetic rehabilitation (regime/therapy),regime/therapy
226052001,Reflex inhibition (regime/therapy),regime/therapy
226065005,Weight transfer practice (regime/therapy),regime/therapy
226066006,Work analysis (regime/therapy),regime/therapy
228114008,Child health procedures (regime/therapy),regime/therapy
228121008,Post-adoption support (regime/therapy),regime/therapy
228526008,Sensorimotor techniques (regime/therapy),regime/therapy
228528009,Range of motion activity (regime/therapy),regime/therapy
228529001,Neurodevelopmental techniques (regime/therapy),regime/therapy
228530006,Weight-bearing through affected side (regime/therapy),regime/therapy
228531005,Activity for ontogenetic motor pattern (regime/therapy),regime/therapy
228532003,Motor retraining technique (regime/therapy),regime/therapy
228533008,Sensory integration technique (regime/therapy),regime/therapy
228534002,Developmental therapy (regime/therapy),regime/therapy
228541008,Perceptual training (regime/therapy),regime/therapy
228542001,Perceptual motor retraining (regime/therapy),regime/therapy
228543006,Sensory retraining (regime/therapy),regime/therapy
228544000,Cognitive intervention strategies (regime/therapy),regime/therapy
228545004,Coma stimulation (regime/therapy),regime/therapy
228546003,Orientation training (regime/therapy),regime/therapy
228547007,Reality orientation (regime/therapy),regime/therapy
228548002,Concept formation training (regime/therapy),regime/therapy
228549005,Reminiscence therapy (regime/therapy),regime/therapy
228550005,Attention training (regime/therapy),regime/therapy
228551009,Memory retraining (regime/therapy),regime/therapy
228553007,Cognitive therapy (regime/therapy),regime/therapy
228554001,Personal construct therapy (regime/therapy),regime/therapy
228555000,Rational emotive therapy (regime/therapy),regime/therapy
228556004,Room management technique (regime/therapy),regime/therapy
228557008,Cognitive and behavioral therapy (regime/therapy),regime/therapy
228561002,Laura Mitchell technique (regime/therapy),regime/therapy
228562009,Progressive muscle relaxation (regime/therapy),regime/therapy
228563004,Simonton technique (regime/therapy),regime/therapy
228564005,Guided fantasy technique (regime/therapy),regime/therapy
228565006,Imagery technique (regime/therapy),regime/therapy
228567003,Benson technique (regime/therapy),regime/therapy
228569000,Music exercise (regime/therapy),regime/therapy
228571000,Disassociation technique (regime/therapy),regime/therapy
228575009,Reward technique (regime/therapy),regime/therapy
228594004,Adaptive and compensatory techniques (regime/therapy),regime/therapy
228623005,Environmental adaptation (regime/therapy),regime/therapy
228624004,Alteration to kitchen design (regime/therapy),regime/therapy
228625003,Alteration to room layout (regime/therapy),regime/therapy
228626002,Furniture height modification (regime/therapy),regime/therapy
228627006,Workstation modification (regime/therapy),regime/therapy
228628001,Access modification (regime/therapy),regime/therapy
228629009,Door adaptation (regime/therapy),regime/therapy
228631000,Toilet modification (regime/therapy),regime/therapy
228633002,Joint protection training (regime/therapy),regime/therapy
228634008,Ergonomic education (regime/therapy),regime/therapy
228635009,Manual handling education (regime/therapy),regime/therapy
228636005,Back pain prevention education (regime/therapy),regime/therapy
228637001,Seating education (regime/therapy),regime/therapy
228641002,Community living skills training (regime/therapy),regime/therapy
228644005,Industrial therapy (regime/therapy),regime/therapy
228645006,Work simulation (regime/therapy),regime/therapy
228647003,Work placement (regime/therapy),regime/therapy
228648008,Work hardening (regime/therapy),regime/therapy
228649000,Activity adaptation (regime/therapy),regime/therapy
228650000,Activity analysis (regime/therapy),regime/therapy
228652008,Horticultural therapy (regime/therapy),regime/therapy
228653003,Occupational therapy home visit (regime/therapy),regime/therapy
229064008,Movement therapy (regime/therapy),regime/therapy
229065009,Exercise therapy (regime/therapy),regime/therapy
229066005,Proprioceptive exercises (regime/therapy),regime/therapy
229067001,Postural exercises (regime/therapy),regime/therapy
229068006,Posture correction (regime/therapy),regime/therapy
229070002,Stretching exercises (regime/therapy),regime/therapy
229071003,Functional exercises (regime/therapy),regime/therapy
229072005,Aerobic exercises (regime/therapy),regime/therapy
229073000,Circulatory exercises (regime/therapy),regime/therapy
229074006,Exercise circuits (regime/therapy),regime/therapy
229075007,Home exercise program (regime/therapy),regime/therapy
229076008,Closed kinetic chain exercises (regime/therapy),regime/therapy
229077004,Open kinetic chain exercises (regime/therapy),regime/therapy
229079001,McKenzie exercises (regime/therapy),regime/therapy
229080003,Exercise regime (regime/therapy),regime/therapy
229081004,Belfast regime (regime/therapy),regime/therapy
229082006,Buergers exercises (regime/therapy),regime/therapy
229083001,Cooksey Cawthorne exercises (regime/therapy),regime/therapy
229085008,Duran regime (regime/therapy),regime/therapy
229086009,Frenkels exercises (regime/therapy),regime/therapy
229087000,Klapps crawls exercises (regime/therapy),regime/therapy
229088005,Kleinert regime (regime/therapy),regime/therapy
229090006,McConnells exercises (regime/therapy),regime/therapy
229091005,McQueen exercises (regime/therapy),regime/therapy
229092003,Delorme and Watkins exercises (regime/therapy),regime/therapy
229093008,Zinovieff exercises (regime/therapy),regime/therapy
229095001,Exercise class (regime/therapy),regime/therapy
229096000,Upper limb class (regime/therapy),regime/therapy
229097009,Shoulder class (regime/therapy),regime/therapy
229098004,Elbow class (regime/therapy),regime/therapy
229099007,Wrist class (regime/therapy),regime/therapy
229100004,Hand class (regime/therapy),regime/therapy
229101000,Colles class (regime/therapy),regime/therapy
229102007,Lower limb class (regime/therapy),regime/therapy
229103002,Hip class (regime/therapy),regime/therapy
229104008,Knee class (regime/therapy),regime/therapy
229105009,Ankle class (regime/therapy),regime/therapy
229106005,Foot class (regime/therapy),regime/therapy
229107001,Back class (regime/therapy),regime/therapy
229108006,Neck class (regime/therapy),regime/therapy
229109003,Upper limb exercises (regime/therapy),regime/therapy
229110008,Shoulder girdle exercises (regime/therapy),regime/therapy
229111007,Shoulder shrugging exercises (regime/therapy),regime/therapy
229112000,Shoulder exercises (regime/therapy),regime/therapy
229113005,Shoulder pendular exercises (regime/therapy),regime/therapy
229114004,Shoulder press (regime/therapy),regime/therapy
229115003,Bench press (regime/therapy),regime/therapy
229116002,Elbow exercises (regime/therapy),regime/therapy
229117006,Wrist exercises (regime/therapy),regime/therapy
229119009,Hand exercises (regime/therapy),regime/therapy
229121004,Gripping exercises (regime/therapy),regime/therapy
229122006,Finger exercises (regime/therapy),regime/therapy
229123001,Facial exercises (regime/therapy),regime/therapy
229124007,Blinking exercises (regime/therapy),regime/therapy
229125008,Closing eyes exercises (regime/therapy),regime/therapy
229126009,Sucking exercises (regime/therapy),regime/therapy
229127000,Smiling exercises (regime/therapy),regime/therapy
229128005,Blowing exercises (regime/therapy),regime/therapy
229129002,Whistling exercises (regime/therapy),regime/therapy
229130007,Frowning exercises (regime/therapy),regime/therapy
229131006,Pouting exercises (regime/therapy),regime/therapy
229132004,Blowing cheeks out exercises (regime/therapy),regime/therapy
229133009,Sucking cheeks in exercises (regime/therapy),regime/therapy
229134003,Dilating nostrils exercises (regime/therapy),regime/therapy
229135002,Eyebrow raising exercises (regime/therapy),regime/therapy
229136001,Nose wrinkling exercises (regime/therapy),regime/therapy
229137005,Neck exercises (regime/therapy),regime/therapy
229138000,Back exercises (regime/therapy),regime/therapy
229139008,Pelvic tilting exercise (regime/therapy),regime/therapy
229140005,Bridging exercise (regime/therapy),regime/therapy
229141009,Lumbar isometric flexion exercises (regime/therapy),regime/therapy
229142002,Trunk exercises (regime/therapy),regime/therapy
229143007,Hip hitching exercise (regime/therapy),regime/therapy
229144001,Abdominal exercises (regime/therapy),regime/therapy
229145000,Specific abdominal exercises (regime/therapy),regime/therapy
229147008,Knee rolling exercises (regime/therapy),regime/therapy
229148003,Curl up exercise (regime/therapy),regime/therapy
229149006,Diagonal curl up exercise (regime/therapy),regime/therapy
229150006,Sit up exercise (regime/therapy),regime/therapy
229151005,Head lifting exercise (regime/therapy),regime/therapy
229152003,Lower limb exercises (regime/therapy),regime/therapy
229153008,Hip exercises (regime/therapy),regime/therapy
229154002,Hip pendular exercises (regime/therapy),regime/therapy
229155001,Knee exercises (regime/therapy),regime/therapy
229156000,Hamstring exercises (regime/therapy),regime/therapy
229157009,Step ups (regime/therapy),regime/therapy
229158004,Straight leg raising exercise (regime/therapy),regime/therapy
229159007,"Toes, ankles and quadriceps exercises (regime/therapy)",regime/therapy
229160002,Ankle exercises (regime/therapy),regime/therapy
229161003,Foot exercises (regime/therapy),regime/therapy
229162005,Lumbrical exercises (regime/therapy),regime/therapy
229163000,Foot arch exercises (regime/therapy),regime/therapy
229164006,Sport specific rehabilitation (regime/therapy),regime/therapy
229165007,Sprint training (regime/therapy),regime/therapy
229166008,Jogging training (regime/therapy),regime/therapy
229167004,Running straight training (regime/therapy),regime/therapy
229169001,Running in circles training (regime/therapy),regime/therapy
229171001,Direction changing training (regime/therapy),regime/therapy
229173003,Speed changing training (regime/therapy),regime/therapy
229175005,Running backwards (regime/therapy),regime/therapy
229176006,Hopping training (regime/therapy),regime/therapy
229178007,Neck exercises in water (regime/therapy),regime/therapy
229179004,Upper limb exercises in water (regime/therapy),regime/therapy
229180001,Shoulder girdle exercises in water (regime/therapy),regime/therapy
229181002,Shoulder exercises in water (regime/therapy),regime/therapy
229182009,Elbow exercises in water (regime/therapy),regime/therapy
229183004,Wrist exercises in water (regime/therapy),regime/therapy
229184005,Trunk exercises in water (regime/therapy),regime/therapy
229185006,Abdominal exercises in water (regime/therapy),regime/therapy
229186007,Back exercises in water (regime/therapy),regime/therapy
229187003,Pelvic tilting exercise in water (regime/therapy),regime/therapy
229188008,Lower limb exercises in water (regime/therapy),regime/therapy
229189000,Hip exercises in water (regime/therapy),regime/therapy
229190009,Knee exercises in water (regime/therapy),regime/therapy
229191008,Ankle exercises in water (regime/therapy),regime/therapy
229192001,Hydrotherapy regime (regime/therapy),regime/therapy
229193006,Hydrotherapy - Halliwick method (regime/therapy),regime/therapy
229194000,Hydrotherapy - Bad Ragaz patterns (regime/therapy),regime/therapy
229195004,Hydrotherapy - metacenter balance technique (regime/therapy),regime/therapy
229196003,Cardiovascular exercises in water (regime/therapy),regime/therapy
229197007,Aquaerobic exercises (regime/therapy),regime/therapy
229198002,Water running (regime/therapy),regime/therapy
229199005,Circuit training in water (regime/therapy),regime/therapy
229203005,Daily living activities in water (regime/therapy),regime/therapy
229204004,Hydrotherapy relaxation (regime/therapy),regime/therapy
229205003,Relaxation in water with floats (regime/therapy),regime/therapy
229206002,Relaxation in water without floats (regime/therapy),regime/therapy
229207006,Hydrotherapy class (regime/therapy),regime/therapy
229210004,Hippotherapy (regime/therapy),regime/therapy
229211000,Rebound therapy (regime/therapy),regime/therapy
229212007,Creative dance therapy (regime/therapy),regime/therapy
229213002,Wheelchair dancing therapy (regime/therapy),regime/therapy
229214008,Music and movement therapy (regime/therapy),regime/therapy
229215009,Games for therapy (regime/therapy),regime/therapy
229216005,Minor group games for therapy (regime/therapy),regime/therapy
229217001,Minor team games for therapy (regime/therapy),regime/therapy
229218006,Team games for therapy (regime/therapy),regime/therapy
229219003,Relay games for therapy (regime/therapy),regime/therapy
229220009,Pair activity games for therapy (regime/therapy),regime/therapy
229221008,Group trust experience games (regime/therapy),regime/therapy
229222001,Informal warm-up for therapy (regime/therapy),regime/therapy
229223006,Participation in Tai Chi (regime/therapy),regime/therapy
229224000,Participation in yoga (regime/therapy),regime/therapy
229225004,Sport participated in as part of therapy (regime/therapy),regime/therapy
229227007,Tactile awareness work (regime/therapy),regime/therapy
229228002,Vestibular awareness work (regime/therapy),regime/therapy
229229005,Neurological functional rehabilitation (regime/therapy),regime/therapy
229230000,Joint control work (regime/therapy),regime/therapy
229231001,Upper limb control work (regime/therapy),regime/therapy
229232008,Lower limb control work (regime/therapy),regime/therapy
229233003,Trunk control work (regime/therapy),regime/therapy
229234009,Pelvic control work (regime/therapy),regime/therapy
229235005,Hip control work (regime/therapy),regime/therapy
229236006,Knee control work (regime/therapy),regime/therapy
229237002,Ankle control work (regime/therapy),regime/therapy
229239004,Neuromuscular stimulation (regime/therapy),regime/therapy
229240002,Rhythmical bouncing (regime/therapy),regime/therapy
229241003,Rhythmic stabilization (regime/therapy),regime/therapy
229242005,Reflex inhibiting patterning (regime/therapy),regime/therapy
229243000,Reflex inhibiting posture (regime/therapy),regime/therapy
229244006,Weight-bearing - neurological (regime/therapy),regime/therapy
229246008,Weight transference - neurological (regime/therapy),regime/therapy
229248009,Reciprocal arm movements (regime/therapy),regime/therapy
229249001,Movement experience (regime/therapy),regime/therapy
229250001,Trunk elongation (regime/therapy),regime/therapy
229252009,Active joint movements (regime/therapy),regime/therapy
229253004,Active upper limb movements (regime/therapy),regime/therapy
229254005,Active shoulder girdle movements (regime/therapy),regime/therapy
229255006,Active shoulder movements (regime/therapy),regime/therapy
229256007,Active elbow movements (regime/therapy),regime/therapy
229258008,Active hand movements (regime/therapy),regime/therapy
229259000,Active neck movements (regime/therapy),regime/therapy
229260005,Active back movements (regime/therapy),regime/therapy
229261009,Active trunk movements (regime/therapy),regime/therapy
229262002,Active pelvic movements (regime/therapy),regime/therapy
229263007,Active lower limb movements (regime/therapy),regime/therapy
229264001,Active hip movements (regime/therapy),regime/therapy
229265000,Active knee movements (regime/therapy),regime/therapy
229266004,Active ankle movements (regime/therapy),regime/therapy
229267008,Active foot movements (regime/therapy),regime/therapy
229268003,Rhythmic intention technique (regime/therapy),regime/therapy
229269006,Speech regulation technique (regime/therapy),regime/therapy
229270007,Orthofunction technique (regime/therapy),regime/therapy
229272004,Proprioceptive neuromuscular facilitation technique (regime/therapy),regime/therapy
229273009,Hold relax technique (regime/therapy),regime/therapy
229274003,Contract relax technique (regime/therapy),regime/therapy
229276001,Rhythmic initiation technique (regime/therapy),regime/therapy
229277005,Repeated contractions technique (regime/therapy),regime/therapy
229278000,Slow reversal technique (regime/therapy),regime/therapy
229279008,Slow reversal hold technique (regime/therapy),regime/therapy
229280006,Slow reversal hold relax technique (regime/therapy),regime/therapy
229281005,Hold relax active movement technique (regime/therapy),regime/therapy
229282003,Timing for emphasis technique (regime/therapy),regime/therapy
229283008,Resisted functional activities on mats (regime/therapy),regime/therapy
229284002,Weight and pulley systems using proprioceptive neuromuscular facilitation patterns (regime/therapy),regime/therapy
229286000,Respiratory expansion exercises (regime/therapy),regime/therapy
229287009,Deep breathing exercises (regime/therapy),regime/therapy
229288004,Lower lateral costal expansion exercises (regime/therapy),regime/therapy
229289007,Basal expansion exercises (regime/therapy),regime/therapy
229290003,Apical expansion exercises (regime/therapy),regime/therapy
229291004,Thoracic expansion exercises (regime/therapy),regime/therapy
229292006,Upper thoracic expansion exercises (regime/therapy),regime/therapy
229293001,Lower thoracic expansion exercises (regime/therapy),regime/therapy
229294007,Active cycle of breathing technique (regime/therapy),regime/therapy
229295008,Forced expiration technique (regime/therapy),regime/therapy
229296009,Sputum induction technique (regime/therapy),regime/therapy
229297000,Expectoration technique (regime/therapy),regime/therapy
229298005,Breathing control (regime/therapy),regime/therapy
229299002,Relaxed breathing (regime/therapy),regime/therapy
229300005,Inspiratory muscle training (regime/therapy),regime/therapy
229301009,Incentive spirometry (regime/therapy),regime/therapy
229302002,Ultrasonic humidification (regime/therapy),regime/therapy
229303007,Humidifying inhalation therapy (regime/therapy),regime/therapy
229304001,Steam inhalations (regime/therapy),regime/therapy
229305000,Menthol inhalations (regime/therapy),regime/therapy
229306004,Positive pressure therapy (regime/therapy),regime/therapy
229308003,Intermittent continuous positive airway pressure (regime/therapy),regime/therapy
229312009,Nasal ventilation therapy (regime/therapy),regime/therapy
229314005,Breathing awareness for childbirth (regime/therapy),regime/therapy
229315006,Manual therapy (regime/therapy),regime/therapy
229319000,Mobilizing of body part (regime/therapy),regime/therapy
229320006,Mobilizing the neck (regime/therapy),regime/therapy
229325001,Mobilizing the trunk (regime/therapy),regime/therapy
229326000,Mobilizing the pelvis (regime/therapy),regime/therapy
229330002,Mobilization of the upper limb (regime/therapy),regime/therapy
229331003,Mobilization of the shoulder (regime/therapy),regime/therapy
229332005,Accessory mobilization of the shoulder (regime/therapy),regime/therapy
229333000,Accessory mobilization of the glenohumeral joint (regime/therapy),regime/therapy
229334006,Accessory mobilization of the acromioclavicular joint (regime/therapy),regime/therapy
229335007,Accessory mobilization of the sternoclavicular joint (regime/therapy),regime/therapy
229336008,Accessory scapulothoracic mobilization (regime/therapy),regime/therapy
229337004,Physiological mobilization of the shoulder (regime/therapy),regime/therapy
229338009,Physiological mobilization of the glenohumeral joint (regime/therapy),regime/therapy
229339001,Physiological mobilization of the acromioclavicular joint (regime/therapy),regime/therapy
229340004,Physiological mobilization of the sternoclavicular joint (regime/therapy),regime/therapy
229341000,Physiological scapulothoracic mobilization (regime/therapy),regime/therapy
229342007,Mobilization of the elbow (regime/therapy),regime/therapy
229344008,Accessory mobilization of the elbow (regime/therapy),regime/therapy
229345009,Accessory mobilization of the humeroulnar joint (regime/therapy),regime/therapy
229346005,Accessory mobilization of the superior radioulnar joint (regime/therapy),regime/therapy
229347001,Physiological mobilization of the elbow (regime/therapy),regime/therapy
229348006,Physiological mobilization of the humeroulnar joint (regime/therapy),regime/therapy
229349003,Physiological mobilization of the superior radioulnar joint (regime/therapy),regime/therapy
229350003,Physiological mobilization of the radiohumeral joint (regime/therapy),regime/therapy
229351004,Mobilization of the wrist (regime/therapy),regime/therapy
229352006,Accessory mobilization of the wrist (regime/therapy),regime/therapy
229353001,Accessory mobilization of the inferior radioulnar joint (regime/therapy),regime/therapy
229354007,Accessory mobilization of the wrist joint (regime/therapy),regime/therapy
229355008,Physiological mobilization of the wrist (regime/therapy),regime/therapy
229356009,Physiological mobilization of the inferior radioulnar joint (regime/therapy),regime/therapy
229357000,Physiological mobilization of the wrist joint (regime/therapy),regime/therapy
229358005,Mobilization of the hand (regime/therapy),regime/therapy
229359002,Accessory mobilization of the hand (regime/therapy),regime/therapy
229360007,Accessory mobilization of the intercarpal joints (regime/therapy),regime/therapy
229361006,Accessory mobilization of the carpometacarpal joints (regime/therapy),regime/therapy
229362004,Intermetacarpal accessory mobilization (regime/therapy),regime/therapy
229363009,Accessory mobilization of the metacarpophalangeal joints (regime/therapy),regime/therapy
229364003,Accessory mobilization of hand interphalangeal joints (regime/therapy),regime/therapy
229365002,Accessory mobilization of the carpometacarpal joint thumb (regime/therapy),regime/therapy
229366001,Physiological mobilization of the hand (regime/therapy),regime/therapy
229367005,Physiological mobilization of the intercarpal joints (regime/therapy),regime/therapy
229368000,Physiological mobilization of the carpometacarpal joints (regime/therapy),regime/therapy
229369008,Physiological mobilization of the metacarpophalangeal joints (regime/therapy),regime/therapy
229370009,Physiological mobilization of hand interphalangeal joints (regime/therapy),regime/therapy
229371008,Physiological mobilization of the carpometacarpal joint of thumb (regime/therapy),regime/therapy
229373006,Mobilization of the lower limb (regime/therapy),regime/therapy
229374000,Mobilization of the hip (regime/therapy),regime/therapy
229375004,Accessory mobilization of the hip (regime/therapy),regime/therapy
229376003,Physiological mobilization of the hip (regime/therapy),regime/therapy
229377007,Mobilization of the knee (regime/therapy),regime/therapy
229378002,Accessory mobilization of the knee (regime/therapy),regime/therapy
229379005,Accessory mobilization of the tibiofemoral joint (regime/therapy),regime/therapy
229380008,Accessory mobilization of the patellofemoral articulation (regime/therapy),regime/therapy
229381007,Accessory mobilization of the superior tibiofibular joint (regime/therapy),regime/therapy
229382000,Physiological mobilization of the knee (regime/therapy),regime/therapy
229383005,Physiological mobilization of the tibiofemoral joint (regime/therapy),regime/therapy
229384004,Mobilization of the ankle (regime/therapy),regime/therapy
229385003,Accessory mobilization of the ankle (regime/therapy),regime/therapy
229386002,Accessory mobilization of the inferior tibiofibular joint (regime/therapy),regime/therapy
229387006,Accessory mobilization of the ankle joint (regime/therapy),regime/therapy
229388001,Physiological mobilization of the ankle (regime/therapy),regime/therapy
229389009,Physiological mobilization of the ankle joint (regime/therapy),regime/therapy
229390000,Mobilization of the foot (regime/therapy),regime/therapy
229391001,Accessory mobilization of the foot (regime/therapy),regime/therapy
229392008,Accessory mobilization of the intertarsal joints (regime/therapy),regime/therapy
229393003,Accessory mobilization of the forefoot (regime/therapy),regime/therapy
229394009,Accessory mobilization of the hindfoot (regime/therapy),regime/therapy
229395005,Accessory mobilization of the subtalar joint (regime/therapy),regime/therapy
229396006,Accessory mobilization of the tarsometatarsal joints (regime/therapy),regime/therapy
229397002,Intermetatarsal accessory mobilization (regime/therapy),regime/therapy
229398007,Accessory mobilization of the metatarsophalangeal joints (regime/therapy),regime/therapy
229399004,Accessory mobilization of foot interphalangeal joints (regime/therapy),regime/therapy
229400006,Physiological mobilization of the foot (regime/therapy),regime/therapy
229401005,Physiological mobilization of the intertarsal joints (regime/therapy),regime/therapy
229402003,Physiological mobilization of the forefoot (regime/therapy),regime/therapy
229403008,Physiological mobilization of the hindfoot (regime/therapy),regime/therapy
229404002,Physiological mobilization of the subtalar joint (regime/therapy),regime/therapy
229405001,Physiological mobilization of the tarsometatarsal joints (regime/therapy),regime/therapy
229406000,Physiological mobilization of the metatarsophalangeal joints (regime/therapy),regime/therapy
229407009,Physiological mobilization of foot interphalangeal joints (regime/therapy),regime/therapy
229408004,Mobilization of the spine (regime/therapy),regime/therapy
229409007,Mobilization of the cervical spine (regime/therapy),regime/therapy
229410002,Accessory mobilization of the cervical spine (regime/therapy),regime/therapy
229411003,Physiological mobilization of the cervical spine (regime/therapy),regime/therapy
229412005,Mobilization of the thoracic spine (regime/therapy),regime/therapy
229413000,Accessory mobilization of the thoracic spine (regime/therapy),regime/therapy
229414006,Accessory mobilization of the costovertebral joint (regime/therapy),regime/therapy
229415007,Physiological mobilization of the thoracic spine (regime/therapy),regime/therapy
229416008,Mobilization of the lumbar spine (regime/therapy),regime/therapy
229417004,Accessory mobilization of the lumbar spine (regime/therapy),regime/therapy
229418009,Physiological mobilization of the lumbar spine (regime/therapy),regime/therapy
229419001,Mobilization of the sacroiliac joint (regime/therapy),regime/therapy
229420007,Accessory mobilization of the sacroiliac joint (regime/therapy),regime/therapy
229421006,Mobilization of the coccyx (regime/therapy),regime/therapy
229422004,Accessory mobilization of the sacrococcygeal joint (regime/therapy),regime/therapy
229423009,Mobilization of the thorax (regime/therapy),regime/therapy
229424003,Accessory mobilization of the costal joint (regime/therapy),regime/therapy
229425002,Costochondral accessory mobilization (regime/therapy),regime/therapy
229426001,Intercostal accessory mobilization (regime/therapy),regime/therapy
229427005,Mobilization of the temporomandibular joint (regime/therapy),regime/therapy
229428000,Accessory mobilization of the temporomandibular joint (regime/therapy),regime/therapy
229429008,Physiological mobilization of the temporomandibular joint (regime/therapy),regime/therapy
229430003,Mobilization of laryngeal structure (regime/therapy),regime/therapy
229431004,Accessory mobilization of the thyroid cartilage (regime/therapy),regime/therapy
229432006,Accessory mobilization of the larynx (regime/therapy),regime/therapy
229433001,Accessory mobilization of the hyoid (regime/therapy),regime/therapy
229486003,Stroking massage (regime/therapy),regime/therapy
229487007,Manual lymphatic drainage (regime/therapy),regime/therapy
229488002,Lymphedema massage (regime/therapy),regime/therapy
229489005,Edema massage (regime/therapy),regime/therapy
229490001,Petrissage (regime/therapy),regime/therapy
229492009,Percussion therapy (regime/therapy),regime/therapy
229493004,Chest percussion therapy (regime/therapy),regime/therapy
229494005,Physiotherapeutic frictions (regime/therapy),regime/therapy
229495006,Transverse frictions (regime/therapy),regime/therapy
229496007,Deep transverse frictions (regime/therapy),regime/therapy
229497003,Circular frictions (regime/therapy),regime/therapy
229498008,Superficial frictions (regime/therapy),regime/therapy
229499000,Body massage (regime/therapy),regime/therapy
229500009,Connective tissue massage (regime/therapy),regime/therapy
229501008,Ghee massage (regime/therapy),regime/therapy
229502001,Silicone oil massage (regime/therapy),regime/therapy
229503006,Ice cube massage (regime/therapy),regime/therapy
229504000,Pre-event massage (regime/therapy),regime/therapy
229505004,Post-event massage (regime/therapy),regime/therapy
229506003,Scar tissue massage (regime/therapy),regime/therapy
229507007,Soft tissue massage (regime/therapy),regime/therapy
229553000,Physical agent therapy (regime/therapy),regime/therapy
229554006,Combination therapy (regime/therapy),regime/therapy
229555007,Rebox therapy (regime/therapy),regime/therapy
229556008,Pulsed electromagnetic energy therapy (regime/therapy),regime/therapy
229557004,Phonophoresis therapy (regime/therapy),regime/therapy
229558009,Interferential therapy (regime/therapy),regime/therapy
229559001,Transcutaneous electrical nerve stimulation (regime/therapy),regime/therapy
229560006,Obstetric transcutaneous nerve stimulation (regime/therapy),regime/therapy
229561005,Faradism therapy (regime/therapy),regime/therapy
229562003,Faradic foot bath (regime/therapy),regime/therapy
229563008,Interrupted direct current therapy (regime/therapy),regime/therapy
229564002,Direct current therapy (regime/therapy),regime/therapy
229567009,Intermittent compression therapy (regime/therapy),regime/therapy
229568004,Eutrophic stimulator therapy (regime/therapy),regime/therapy
229569007,Thermal techniques (regime/therapy),regime/therapy
229578001,Ice bath treatment (regime/therapy),regime/therapy
229586001,"Rest, ice, compression and elevation treatment program (regime/therapy)",regime/therapy
229594008,Functional rehabilitation (regime/therapy),regime/therapy
229595009,Walking with patient - mobilization (regime/therapy),regime/therapy
229612001,Care of stump technique (regime/therapy),regime/therapy
229613006,Control of phantom sensation technique (regime/therapy),regime/therapy
229614000,Protection of stump technique (regime/therapy),regime/therapy
229615004,Prosthetic gait training (regime/therapy),regime/therapy
229619005,Wheelchair transfer practice (regime/therapy),regime/therapy
229809001,Diaphragmatic breathing exercises (regime/therapy),regime/therapy
229823004,Pulmonary rehabilitation class (regime/therapy),regime/therapy
229912004,Enteral feeding (regime/therapy),regime/therapy
229913009,Orogastric feeding (regime/therapy),regime/therapy
229914003,Nasogastric feeding (regime/therapy),regime/therapy
229915002,Nasoduodenal feeding (regime/therapy),regime/therapy
229916001,Esophagostomy feeding (regime/therapy),regime/therapy
229917005,Gastrostomy feeding (regime/therapy),regime/therapy
230114001,Central line feeding (regime/therapy),regime/therapy
230115000,Peripheral line feeding (regime/therapy),regime/therapy
230120000,Faradism under pressure (regime/therapy),regime/therapy
230937006,Procedure for monitoring intracranial pressure (regime/therapy),regime/therapy
230938001,Introduction of intracranial pressure measuring device (regime/therapy),regime/therapy
230939009,Introduction of intracranial pressure transducer (regime/therapy),regime/therapy
