"conceptId","term","read2_code","read2_term","read2_chapter"
"165091000","Limb blood flow test (procedure)","33C2.00","Limb blood flow test","3 - Diagnostic procedures"
"165092007","Circulatory stress test (procedure)","33C3.00","Circulatory stress test","3 - Diagnostic procedures"
"165093002","Portal venous pressure test (procedure)","33C4.00","Portal venous pressure test","3 - Diagnostic procedures"
"165095009","Thermography of skin (procedure)","33C6.00","Thermography of skin","3 - Diagnostic procedures"
"165098006","Skeletomuscular function test (procedure)","33D..00","Skeletomuscular function test","3 - Diagnostic procedures"
"165099003","Skeletomuscular dynometry (procedure)","33D1.00","Skeletomuscular dynometry","3 - Diagnostic procedures"
"165102003","Metabolic function test (procedure)","33E..00","Metabolic function tests","3 - Diagnostic procedures"
"165102003","Metabolic function test (procedure)","33EZ.00","Metabolic function test NOS","3 - Diagnostic procedures"
"165103008","Metabolic function tested (procedure)","33E1.00","Metabolic function tested","3 - Diagnostic procedures"
"165104002","Metabolic function not tested (situation)","33E2.00","Metabolic function not tested","3 - Diagnostic procedures"
"165105001","Metabolic function normal (finding)","33E3.00","Metabolic function normal","3 - Diagnostic procedures"
"165106000","Metabolic function abnormal (finding)","33E4.00","Metabolic function not normal","3 - Diagnostic procedures"
"165107009","Fast metabolic rate (finding)","33E4000","Fast metabolic rate","3 - Diagnostic procedures"
"165108004","Slow metabolic rate (finding)","33E4100","Slow metabolic rate","3 - Diagnostic procedures"
"165109007","Basal metabolic rate (observable entity)","33E5.00","Basal metabolic rate - BMR","3 - Diagnostic procedures"
"165110002","Raised basal metabolic rate (finding)","33E5000","Raised basal metabolic rate","3 - Diagnostic procedures"
"165112005","Respiratory quotient normal (finding)","33E7000","Respiratory quotient normal","3 - Diagnostic procedures"
"165113000","Respiratory quotient abnormal (finding)","33E7100","Respiratory quotient abnormal","3 - Diagnostic procedures"
"165119001","Non-surgical biopsy - administration (procedure)","341..00","Non-surgical biopsy - admin","3 - Diagnostic procedures"
"165119001","Non-surgical biopsy - administration (procedure)","34Z..00","Non-surgical biopsy (admin)NOS","3 - Diagnostic procedures"
"165119001","Non-surgical biopsy - administration (procedure)","341Z.00","Non.-surg. biopsy - admin NOS","3 - Diagnostic procedures"
"165119001","Non-surgical biopsy - administration (procedure)","34...00","Non-surgical biopsy (admin)","3 - Diagnostic procedures"
"165121006","Nonsurgical biopsy done (situation)","3411.00","Non-surgical biopsy done","3 - Diagnostic procedures"
"165122004","Non-surgical biopsy not done (situation)","3412.00","Non-surgical biopsy not done","3 - Diagnostic procedures"
"165123009","Nonsurgical biopsy result normal (finding)","3413.00","Non-surgical biopsy normal","3 - Diagnostic procedures"
"165124003","Nonsurgical biopsy result abnormal (finding)","3414.00","Non-surgical biopsy abnormal","3 - Diagnostic procedures"
"165127005","Surgical biopsy - administration (procedure)","351..00","Surgical biopsy - admin","3 - Diagnostic procedures"
"165127005","Surgical biopsy - administration (procedure)","35Z..00","Surgical biopsy (admin) NOS","3 - Diagnostic procedures"
"165127005","Surgical biopsy - administration (procedure)","35...00","Surgical biopsy (admin)","3 - Diagnostic procedures"
"165127005","Surgical biopsy - administration (procedure)","351Z.00","Surgical biopsy - admin NOS","3 - Diagnostic procedures"
"165129008","Surgical biopsy taken (procedure)","3511.00","Surgical biopsy taken","3 - Diagnostic procedures"
"165130003","Surgical biopsy not taken (procedure)","3512.00","Surgical biopsy not taken","3 - Diagnostic procedures"
"165131004","Surgical biopsy result normal (finding)","3513.00","Surgical biopsy normal","3 - Diagnostic procedures"
"165132006","Surgical biopsy result abnormal (finding)","3514.00","Surgical biopsy abnormal","3 - Diagnostic procedures"
"165137000","Endoscopy arranged (situation)","3611.00","Endoscopy arranged","3 - Diagnostic procedures"
"165138005","Endoscopy carried out (situation)","3612.00","Endoscopy carried out","3 - Diagnostic procedures"
"165139002","Endoscopy not carried out (situation)","3613.00","Endoscopy not carried out","3 - Diagnostic procedures"
"165140000","Endoscopy normal (finding)","3614.00","Endoscopy normal","3 - Diagnostic procedures"
"165141001","Gastroscopy normal (finding)","3614000","Gastroscopy normal","3 - Diagnostic procedures"
"165142008","Bronchoscopy normal (finding)","3614100","Bronchoscopy normal","3 - Diagnostic procedures"
"165143003","Endoscopy abnormal (finding)","3615.00","Endoscopy abnormal","3 - Diagnostic procedures"
"165144009","Gastroscopy abnormal (finding)","3615000","Gastroscopy abnormal","3 - Diagnostic procedures"
"165145005","Bronchoscopy abnormal (finding)","3615100","Bronchoscopy abnormal","3 - Diagnostic procedures"
"165146006","Check endoscopy - condition resolved (situation)","3616.00","Check endoscopy - condition resolved","3 - Diagnostic procedures"
"165152007","Exploratory diagnostic procedures (procedure)","37Z..00","Exploratory diagn. proced. NOS","3 - Diagnostic procedures"
"165152007","Exploratory diagnostic procedures (procedure)","37...00","Exploratory diagn. procedures","3 - Diagnostic procedures"
"165156005","Bone probing (procedure)","3713.00","Bone probing","3 - Diagnostic procedures"
"165156005","Bone probing (procedure)","3715.11","Bone probe - diagn.","3 - Diagnostic procedures"
"165160008","Diagnostic dye introduction (procedure)","373Z.00","Diagn. dye introduction NOS","3 - Diagnostic procedures"
"165160008","Diagnostic dye introduction (procedure)","373..00","Diagnostic dye introduction","3 - Diagnostic procedures"
"165161007","Diagnostic dye - subcutaneous (procedure)","3731.00","Diagnostic dye - subcutaneous","3 - Diagnostic procedures"
"165162000","Diagnostic dye to eye (procedure)","3732.00","Diagnostic dye to eye","3 - Diagnostic procedures"
"165163005","Diagnostic dye to bladder (procedure)","3733.00","Diagnostic dye to bladder","3 - Diagnostic procedures"
"165167006","Procedure aiding diagnosis (procedure)","381..00","Procedure aiding diagnosis","3 - Diagnostic procedures"
"165168001","Psychotropic drug for examination (procedure)","3813.00","Psychotropic drug for examn.","3 - Diagnostic procedures"
"165170005","Diagnostic psychology (procedure)","382..00","Diagnostic psychology","3 - Diagnostic procedures"
"165170005","Diagnostic psychology (procedure)","382Z.00","Diagnostic psychology NOS","3 - Diagnostic procedures"
"165171009","Initial psychiatric evaluation (procedure)","3821.00","Initial psych. evaluation","3 - Diagnostic procedures"
"165172002","Diagnostic psychiatric interview (procedure)","3822.00","Diagnostic psych. interview","3 - Diagnostic procedures"
"165173007","Hypnosis for diagnosis (procedure)","3823.00","Hypnosis for diagnosis","3 - Diagnostic procedures"
"165175000","Temperament testing (procedure)","3831.00","Temperament testing","3 - Diagnostic procedures"
"165176004","Attitude testing (procedure)","3833.00","Attitude testing","3 - Diagnostic procedures"
"165177008","Projective testing (procedure)","3834.00","Projective testing","3 - Diagnostic procedures"
"165178003","Intelligence quotient (observable entity)","3835.00","Intelligence quotient (IQ)","3 - Diagnostic procedures"
"165179006","Intelligence quotient normal (finding)","3835000","IQ - intelligence quotient normal","3 - Diagnostic procedures"
"165184000","Assessment of body build (procedure)","3851.00","Body build","3 - Diagnostic procedures"
"165185004","Dermatoglyphs - skin lines (disorder)","3852.12","Skin lines","3 - Diagnostic procedures"
"165185004","Dermatoglyphs - skin lines (disorder)","3852.11","Dermatoglyphs","3 - Diagnostic procedures"
"165185004","Dermatoglyphs - skin lines (disorder)","3852.00","Dermatoglyphs - skin lines","3 - Diagnostic procedures"
"165186003","Skin-fold thickness (observable entity)","3853.00","Skin fold thickness","3 - Diagnostic procedures"
"165189005","Medical evaluation for rehabilitation (procedure)","3861.00","Medical evaluation for rehab.","3 - Diagnostic procedures"
"165190001","Psychiatric evaluation for rehabilitation (procedure)","3862.00","Psych. evaluation for rehab.","3 - Diagnostic procedures"
"165191002","Social evaluation for rehabilitation (procedure)","3863.00","Social evaluation for rehab.","3 - Diagnostic procedures"
"165192009","Vocational evaluation for rehabilitation (procedure)","3864.00","Vocational evalu. for rehab.","3 - Diagnostic procedures"
"165193004","Assessment of fitness for rehabilitation (procedure)","3865.00","Assess fitness for rehab.","3 - Diagnostic procedures"
"165194005","Assessment of fitness for occupational therapy (procedure)","3866.00","Assess fitness for O.T.","3 - Diagnostic procedures"
"165196007","Procedures related to diagnosis (procedure)","387..00","Procedures related to diagn.","3 - Diagnostic procedures"
"165196007","Procedures related to diagnosis (procedure)","387Z.00","Procedure related to diagn.NOS","3 - Diagnostic procedures"
"165197003","Diagnostic assessment (procedure)","3871.00","Diagnostic assessment","3 - Diagnostic procedures"
"165198008","Writing up - publishing (procedure)","3873.00","Writing up - publishing","3 - Diagnostic procedures"
"165199000","Social services case conference (procedure)","3875.00","Social services case conference","3 - Diagnostic procedures"
"165220001","Disability assessment observations - physical (finding)","39...00","Disability assessment-physical","3 - Diagnostic procedures"
"165221002","Feeding ability (observable entity)","391..00","Feeding ability","3 - Diagnostic procedures"
"165222009","Dependent for feeding (finding)","3910.00","Dependent for feeding","3 - Diagnostic procedures"
"165223004","Needs help with feeding (finding)","3911.00","Needs help with feeding","3 - Diagnostic procedures"
"165224005","Independent feeding (finding)","3912.00","Independent feeding","3 - Diagnostic procedures"
"165230005","Bowels: occasional accident (finding)","3931.00","Bowels: occasional accident","3 - Diagnostic procedures"
"165232002","Urinary incontinence (finding)","3940.00","Bladder: incontinent","3 - Diagnostic procedures"
"165233007","Bladder: occasional accident (finding)","3941.00","Bladder: occasional accident","3 - Diagnostic procedures"
"165234001","Bladder: fully continent (finding)","3942.00","Bladder: fully continent","3 - Diagnostic procedures"
"165235000","Ability to dress (observable entity)","395..00","Dressing ability","3 - Diagnostic procedures"
"165236004","Chair/bed transfer ability (observable entity)","396..00","Chair/bed transfer","3 - Diagnostic procedures"
"165241007","Toilet dependency (finding)","397..00","Toilet dependency","3 - Diagnostic procedures"
"165243005","Independent in wheelchair (finding)","3981.00","Independent in wheelchair","3 - Diagnostic procedures"
"165244004","Minimal help in wheelchair (finding)","3982.00","Minimal help in wheelchair","3 - Diagnostic procedures"
"165245003","Independent walking (finding)","3983.00","Independent walking","3 - Diagnostic procedures"
"165246002","Stairs - ability (finding)","399..00","Stairs - ability","3 - Diagnostic procedures"
"165247006","Unable to climb stairs (finding)","3990.00","Unable to climb stairs","3 - Diagnostic procedures"
"165248001","Needs help on stairs (finding)","3991.00","Needs help on stairs","3 - Diagnostic procedures"
"165249009","Independent on stairs (finding)","3992.00","Independent on stairs","3 - Diagnostic procedures"
"165250009","Ability to bathe self (observable entity)","39A..00","Bathing ability","3 - Diagnostic procedures"
"165251008","Walking aid use (observable entity)","39B..00","Walking aid use","3 - Diagnostic procedures"
"165252001","No aid for walking (finding)","39B0.00","No aid for walking","3 - Diagnostic procedures"
"165253006","Stick only for walking (finding)","39B1.00","Stick only for walking","3 - Diagnostic procedures"
"165254000","Tripod/quadrupod: walking (finding)","39B2.00","Tripod/quadrupod: walking","3 - Diagnostic procedures"
"165255004","Uses zimmer frame (finding)","39B3.00","Uses zimmer frame","3 - Diagnostic procedures"
"165257007","Pressure ulcer index value (observable entity)","39C..00","Pressure sore index value","3 - Diagnostic procedures"
"165259005","Superficial pressure ulcer (disorder)","39C1.00","Superficial pressure sore","3 - Diagnostic procedures"
"165260000","Deep pressure ulcer (disorder)","39C2.00","Deep pressure sore","3 - Diagnostic procedures"
"165261001","Deep and superficial pressure ulcer (disorder)","39C3.00","Pressure sore -deep + superfic","3 - Diagnostic procedures"
"165263003","Walking distance (observable entity)","39D..00","Walking distance","3 - Diagnostic procedures"
"165264009","Walks 0-29 meters in 1 minute (finding)","39D0.00","Walks in 1 minute 0-29 metres","3 - Diagnostic procedures"
"165265005","Walks 30-59 meters in 1 minute (finding)","39D1.00","Walks in 1 minute 30-59 metres","3 - Diagnostic procedures"
"165266006","Walks 60-89 meters in 1 minute (finding)","39D2.00","Walks in 1 minute 60-89 metres","3 - Diagnostic procedures"
"165267002","Walks 90-120 meters in 1 minute (finding)","39D3.00","Walks in 1 minute 90-120 metre","3 - Diagnostic procedures"
"165268007","Walks more than 120 meters in 1 minute (finding)","39D4.00","Walks in 1 minute 120+ metres","3 - Diagnostic procedures"
"165270003","Physical disability assessment score (assessment scale)","39E..00","Physical disabil.assess score","3 - Diagnostic procedures"
"165271004","Physical disability admission score (assessment scale)","39E1.00","Physical disabil.admiss score","3 - Diagnostic procedures"
"165272006","Physical disability inpatient score (assessment scale)","39E2.00","Physical disabil.in-pat score","3 - Diagnostic procedures"
"165273001","Physical disability discharge score (assessment scale)","39E3.00","Physical disabil.disch. score","3 - Diagnostic procedures"
"165274007","Physical disability outpatient score (assessment scale)","39E4.00","Physical disabil.out-pt score","3 - Diagnostic procedures"
"165275008","Physical disability domiciliary visit score (assessment scale)","39E5.00","Physical disabil. DV score","3 - Diagnostic procedures"
"165278005","Biopsy specimen not retrieved (situation)","3A0..00","Biopsy specimen not retrieved","3 - Diagnostic procedures"
"165279002","Response to memory test for own age (observable entity)","3A1..00","Memory: own age","3 - Diagnostic procedures"
"165280004","Memory: own age not known (finding)","3A10.00","Memory: own age not known","3 - Diagnostic procedures"
"165281000","Memory: own age known (finding)","3A11.00","Memory: own age known","3 - Diagnostic procedures"
"165282007","Response to memory test for present time (observable entity)","3A2..00","Memory: present time","3 - Diagnostic procedures"
"165283002","Memory: present time not known (finding)","3A20.00","Memory: present time not known","3 - Diagnostic procedures"
"165284008","Memory: present time known (finding)","3A21.00","Memory: present time known","3 - Diagnostic procedures"
"165285009","Response to memory test for present place (observable entity)","3A3..00","Memory: present place","3 - Diagnostic procedures"
"165286005","Memory: present place not known (finding)","3A30.00","Memory: present place not knwn","3 - Diagnostic procedures"
"165287001","Memory: present place known (finding)","3A31.00","Memory: present place known","3 - Diagnostic procedures"
"165288006","Response to memory test for present year (observable entity)","3A4..00","Memory: present year","3 - Diagnostic procedures"
"165289003","Memory: present year not known (finding)","3A40.00","Memory: present year not known","3 - Diagnostic procedures"
"165290007","Memory: present year known (finding)","3A41.00","Memory: present year known","3 - Diagnostic procedures"
"165291006","Response to memory test for own date of birth (observable entity)","3A5..00","Memory: own DOB","3 - Diagnostic procedures"
"165292004","Memory: own date of birth not known (finding)","3A50.00","Memory: own DOB not known","3 - Diagnostic procedures"
"165293009","Memory: own date of birth known (finding)","3A51.00","Memory: own DOB known","3 - Diagnostic procedures"
"165294003","Response to memory test for present month (observable entity)","3A6..00","Memory: present month","3 - Diagnostic procedures"
"165295002","Memory: present month not known (finding)","3A60.00","Memory: present month not knwn","3 - Diagnostic procedures"
"165296001","Memory: present month known (finding)","3A61.00","Memory: present month known","3 - Diagnostic procedures"
"165297005","Response to memory test for important event (observable entity)","3A7..00","Memory: important event","3 - Diagnostic procedures"
"165298000","Memory: important event not known (finding)","3A70.00","Memory: important event not kn","3 - Diagnostic procedures"
"165299008","Memory: important event known (finding)","3A71.00","Memory: important event known","3 - Diagnostic procedures"
"165300000","Response to memory test for important person (observable entity)","3A8..00","Memory: important person","3 - Diagnostic procedures"
"165301001","Memory: important person not known (finding)","3A80.00","Memory: import.person not knwn","3 - Diagnostic procedures"
"165302008","Memory: important person known (finding)","3A81.00","Memory: important person known","3 - Diagnostic procedures"
"165303003","Response to memory test for counting down (observable entity)","3A9..00","Memory: count down","3 - Diagnostic procedures"
"165304009","Memory: count down successful (finding)","3A90.00","Memory: count down successful","3 - Diagnostic procedures"
"165305005","Memory: count down unsuccessful (finding)","3A91.00","Memory: count down unsuccess.","3 - Diagnostic procedures"
"165306006","Response to memory test for address recall (observable entity)","3AA..00","Memory: address recall","3 - Diagnostic procedures"
"165307002","Memory: address recall success (finding)","3AA0.00","Memory: address recall success","3 - Diagnostic procedures"
"165308007","Memory: address recall unsuccessful (finding)","3AA1.00","Memory: address recall unsucc.","3 - Diagnostic procedures"
"165309004","Behavior assessment (procedure)","3AB..00","Behaviour assessment","3 - Diagnostic procedures"
"165311008","Mildly abnormal behavior (finding)","3AB1.00","Mildy abnormal behaviour","3 - Diagnostic procedures"
"165312001","Severely abnormal behavior (finding)","3AB2.00","Severely abnormal behaviour","3 - Diagnostic procedures"
"165314000","Mental disability assessment score (observable entity)","3AC..00","Mental disabil.assess score","3 - Diagnostic procedures"
"165315004","Mental disability admission score (observable entity)","3AC1.00","Mental disabil admiss.score","3 - Diagnostic procedures"
"165316003","Mental disability in-patient score (observable entity)","3AC2.00","Mental disabil.in-pat score","3 - Diagnostic procedures"
"165317007","Mental disability discharge score (observable entity)","3AC3.00","Mental disabil.disch. score","3 - Diagnostic procedures"
"165318002","Mental disability out-patient score (observable entity)","3AC4.00","Mental disabil.out-pat score","3 - Diagnostic procedures"
"165319005","Mental disability domiciliary visit score (observable entity)","3AC5.00","Mental disabil. DV score","3 - Diagnostic procedures"
"165320004","Dementia test (procedure)","3AD..00","Dementia test","3 - Diagnostic procedures"
"165321000","Ten item dementia test (procedure)","3AD1.00","Ten item dementia test","3 - Diagnostic procedures"
"165322007","Thirty-seven item dementia test (procedure)","3AD2.00","Thirty seven item dementia test","3 - Diagnostic procedures"
"165323002","Biopsy administration (procedure)","3B...00","Biopsy admin","3 - Diagnostic procedures"
"165324008","Biopsy result normal (finding)","3B1..00","Biopsy result normal","3 - Diagnostic procedures"
"165325009","Biopsy result abnormal (finding)","3B2..00","Biopsy result abnormal","3 - Diagnostic procedures"
"165326005","Insufficient biopsy specimen (finding)","3B3..00","Insufficient biopsy specimen","3 - Diagnostic procedures"
"225337009","Suicide risk assessment (procedure)","38B0.00","Suicide risk assessment","3 - Diagnostic procedures"
"225338004","Risk assessment (procedure)","38B..00","Risk assessment","3 - Diagnostic procedures"
"225343006","Assessment of needs (procedure)","389..00","Assessment of needs","3 - Diagnostic procedures"
"225395003","Wound assessment (procedure)","38N..00","Wound assessment","3 - Diagnostic procedures"
"225398001","Neurological assessment (procedure)","3871000","Neurological assessment","3 - Diagnostic procedures"
"225885004","Health assessment (procedure)","38C..00","Health assessment","3 - Diagnostic procedures"
"229517002","Sensory stimulation using vibration (procedure)","311C.00","Sensory stimulation using vibration","3 - Diagnostic procedures"
"241170009","Defecating proctogram (procedure)","3168.00","Defaecating proctogram","3 - Diagnostic procedures"
"250908004","Left ventricular ejection fraction (observable entity)","33BB.00","Left ventricular ejection fraction","3 - Diagnostic procedures"
"251691009","Corneal thickness (observable entity)","312N.00","Corneal thickness","3 - Diagnostic procedures"
"251908005","Respiratory volume (observable entity)","338..12","Pulmonary function-lung volume","3 - Diagnostic procedures"
"251932003","Forced expiratory flow rate between 25+75% of vital capacity (observable entity)","339q.00","Forced expiratory flow rate between 25 and 75% of vital capacity","3 - Diagnostic procedures"
"251933008","Less than 60% of predicted peak expiratory flow rate (finding)","339G.11","Less than 60% of predicted peak expiratory flow rate","3 - Diagnostic procedures"
"251934002","60-80% of predicted peak expiratory flow rate (finding)","339F.11","60-80% of predicted peak expiratory flow rate","3 - Diagnostic procedures"
"251935001","More than 80% of predicted peak expiratory flow rate (finding)","339E.11","More than 80% of predicted peak expiratory flow rate","3 - Diagnostic procedures"
"251936000","Best ever peak expiratory flow rate (observable entity)","339D.11","Best ever peak expiratory flow rate","3 - Diagnostic procedures"
"251940009","Serial peak expiratory flow rate (observable entity)","339g.11","Serial PEFR","3 - Diagnostic procedures"
"251940009","Serial peak expiratory flow rate (observable entity)","339g.00","Serial peak expiratory flow rate","3 - Diagnostic procedures"
"251941008","Peak inspiratory flow rate (observable entity)","339u.00","Peak inspiratory flow rate","3 - Diagnostic procedures"
"251943006","Forced expired volume in one second/vital capacity ratio (observable entity)","339O100","Forced expired volume in one second/vital capacity ratio","3 - Diagnostic procedures"
"251943006","Forced expired volume in one second/vital capacity ratio (observable entity)","339r.00","FEV1/VC percent","3 - Diagnostic procedures"
"251944000","Forced expired volume in one second/forced vital capacity ratio (observable entity)","339M.00","FEV1/FVC ratio","3 - Diagnostic procedures"
"251950005","Carbon monoxide transfer factor (observable entity)","3379.00","Carbon monoxide transfer factor","3 - Diagnostic procedures"
"251975009","Voided urinary volume (observable entity)","3178.00","Voided urinary volume","3 - Diagnostic procedures"
"251982008","Urinary voiding total flow time (observable entity)","317E.00","Urinary voiding total flow time","3 - Diagnostic procedures"
"251983003","Time to maximum urinary flow (observable entity)","317D.00","Time to maximum urinary flow","3 - Diagnostic procedures"
"251983003","Time to maximum urinary flow (observable entity)","317D.11","TQmax - Time to maximum urinary flow rate","3 - Diagnostic procedures"
"251984009","Urinary flow rate (observable entity)","317C.00","Urinary flow rate","3 - Diagnostic procedures"
"251985005","Maximal urinary flow rate (observable entity)","317C000","Maximal urinary flow rate","3 - Diagnostic procedures"
"251986006","Average urinary flow rate (observable entity)","3179.00","Average urinary flow rate","3 - Diagnostic procedures"
"252233000","Hydrogen breath test (procedure)","316A.00","Hydrogen breath test","3 - Diagnostic procedures"
"252417001","24 Hour electrocardiogram (procedure)","32M..00","24 Hour ECG","3 - Diagnostic procedures"
"252472004","Lung volume test (procedure)","338..11","Lung volume test","3 - Diagnostic procedures"
"252472004","Lung volume test (procedure)","338..00","Lung volume testing","3 - Diagnostic procedures"
"252472004","Lung volume test (procedure)","338Z.00","Lung volume testing NOS","3 - Diagnostic procedures"
"252473009","Residual lung volume test (procedure)","3387.11","Residual vol. test-lung","3 - Diagnostic procedures"
"252474003","Vital capacity test (procedure)","3386.11","Vital capacity test","3 - Diagnostic procedures"
"252475002","Tidal volume test (procedure)","3385.11","Tidal volume test","3 - Diagnostic procedures"
"252478000","6-minute walk test (procedure)","33B9600","6-minute walk test","3 - Diagnostic procedures"
"252481005","Shuttle test (procedure)","33L..00","Shuttle walking test","3 - Diagnostic procedures"
"252513000","Allergy test - not skin (procedure)","336..11","Allergy test - not skin","3 - Diagnostic procedures"
"252538005","Heaf test (procedure)","33M..00","Heaf test","3 - Diagnostic procedures"
"252538005","Heaf test (procedure)","332..11","Heaf test","3 - Diagnostic procedures"
"252544009","Special investigations on ear (procedure)","314..12","Ear - special tests","3 - Diagnostic procedures"
"252575000","Auditory testing (procedure)","313..11","Auditory testing","3 - Diagnostic procedures"
"252665005","C14 triolein breath test (procedure)","3169.00","C14 triolein breath test","3 - Diagnostic procedures"
"252717002","Joint goniometry (procedure)","33D3.00","Joint goniometry","3 - Diagnostic procedures"
"252718007","Goniometry of wrist (procedure)","33D4.00","Goniometry of wrist","3 - Diagnostic procedures"
"252719004","Goniometry of finger (procedure)","33D5.00","Goniometry of finger","3 - Diagnostic procedures"
"252720005","Goniometry of thumb (procedure)","33D6.00","Goniometry of thumb","3 - Diagnostic procedures"
"252885006","Amsler chart assessment (procedure)","312M.00","Amsler chart assessment","3 - Diagnostic procedures"
"252895004","Urodynamic studies (procedure)","317B.00","Other urodynamic tests","3 - Diagnostic procedures"
"252895004","Urodynamic studies (procedure)","317..12","Urodynamic studies","3 - Diagnostic procedures"
"252936002","Investigations for female infertility (procedure)","3189.11","Infertility investigation -fem","3 - Diagnostic procedures"
"265232001","Diagnostic lumbar puncture (procedure)","3118.00","Diagnostic lumbar puncture","3 - Diagnostic procedures"
"268360001","Visual testing (procedure)","312..00","Visual testing","3 - Diagnostic procedures"
"268360001","Visual testing (procedure)","312Z.00","Visual testing NOS","3 - Diagnostic procedures"
"268361002","Auditory/vestibular testing (procedure)","313..00","Auditory/vestibular testing","3 - Diagnostic procedures"
"268362009","Auditory/vestibular test normal (finding)","3133.00","Auditory/vestib. test normal","3 - Diagnostic procedures"
"268363004","Auditory/vestibular test abnormal (finding)","3134.00","Auditory/vestib. test abnormal","3 - Diagnostic procedures"
"268364005","Subjective audiometry (procedure)","3135.11","Routine hearing test","3 - Diagnostic procedures"
"268364005","Subjective audiometry (procedure)","3135.00","Subjective audiometry","3 - Diagnostic procedures"
"268365006","Special ear, nose and throat procedure (procedure)","314..00","Special ENT procedures","3 - Diagnostic procedures"
"268365006","Special ear, nose and throat procedure (procedure)","314Z.00","Special ENT procedure NOS","3 - Diagnostic procedures"
"268366007","Special gastrointestinal tract procedures (procedure)","316Z.00","Special GIT procedure NOS","3 - Diagnostic procedures"
"268366007","Special gastrointestinal tract procedures (procedure)","316..00","Special GIT procedures","3 - Diagnostic procedures"
"268368008","Special urinary procedures (procedure)","317..00","Special urinary procedures","3 - Diagnostic procedures"
"268368008","Special urinary procedures (procedure)","317Z.00","Special urinary procedure NOS","3 - Diagnostic procedures"
"268369000","Special urinary test normal (finding)","3173.00","Special urinary test normal","3 - Diagnostic procedures"
"268370004","Special urinary test abnormal (finding)","3174.00","Special urinary test abnormal","3 - Diagnostic procedures"
"268372007","In-vivo test of susceptibility (procedure)","331Z.00","Susceptibility skin test NOS","3 - Diagnostic procedures"
"268373002","Dick test (procedure)","3317.12","Strep. susc. skin test","3 - Diagnostic procedures"
"268373002","Dick test (procedure)","3317.11","Dick skin test","3 - Diagnostic procedures"
"268373002","Dick test (procedure)","3317.00","Dick skin test: streptococci","3 - Diagnostic procedures"
"268375009","Mantoux: negative (finding)","3323.00","Mantoux: negative","3 - Diagnostic procedures"
"268376005","Mantoux: positive (finding)","3325.00","Mantoux: positive","3 - Diagnostic procedures"
"268377001","Hypersensitivity skin testing (procedure)","335..11","Allergy skin test","3 - Diagnostic procedures"
"268377001","Hypersensitivity skin testing (procedure)","335..00","Hypersensitivity skin testing","3 - Diagnostic procedures"
"268377001","Hypersensitivity skin testing (procedure)","335Z.00","Hypersensitivity skin test NOS","3 - Diagnostic procedures"
"268379003","Vital capacity (observable entity)","3386.00","Lung vital capacity","3 - Diagnostic procedures"
"268380000","Respiratory flow rate normal (finding)","3393.00","Resp. flow rate normal","3 - Diagnostic procedures"
"268381001","Respiratory flow rate abnormal (finding)","3394.00","Resp. flow rate abnormal","3 - Diagnostic procedures"
"268382008","Circulatory function tests (procedure)","33C..00","Circulatory function tests","3 - Diagnostic procedures"
"268386006","Joint probing (procedure)","3714.00","Joint probing","3 - Diagnostic procedures"
"268386006","Joint probing (procedure)","3714.11","Joint probe - diagn.","3 - Diagnostic procedures"
"268387002","Sinus probing (procedure)","3715.12","Sinus probe - diagn.","3 - Diagnostic procedures"
"268387002","Sinus probing (procedure)","3715.00","Sinus probing","3 - Diagnostic procedures"
"268388007","Assessment for rehabilitation (procedure)","386..00","Evaluation for rehabilitation","3 - Diagnostic procedures"
"268388007","Assessment for rehabilitation (procedure)","386Z.00","Evaluation for rehab. NOS","3 - Diagnostic procedures"
"268388007","Assessment for rehabilitation (procedure)","386..11","Assessment for rehabilitation","3 - Diagnostic procedures"
"268389004","Bowel assessment (procedure)","393..00","Bowels - assessment","3 - Diagnostic procedures"
"268390008","Bladder assessment (procedure)","394..00","Bladder - assessment","3 - Diagnostic procedures"
"268391007","Disability assessment - mental (observable entity)","3A...00","Disability assessment - mental","3 - Diagnostic procedures"
"268400002","12 lead electrocardiogram (procedure)","321B.00","12 lead ECG","3 - Diagnostic procedures"
"270913004","Neuroelectrophysiology test (procedure)","311Z.00","Neurol. diag. proced. - NOS","3 - Diagnostic procedures"
"270914005","Psychological analysis (procedure)","384..00","Psychological analysis","3 - Diagnostic procedures"
"270914005","Psychological analysis (procedure)","384Z.00","Psychological analysis NOS","3 - Diagnostic procedures"
"270919000","Heaf: negative (finding)","3323.11","Heaf: negative","3 - Diagnostic procedures"
"270920006","Heaf: positive (finding)","3325.11","Heaf: positive","3 - Diagnostic procedures"
"271304000","Special cardiovascular system procedure (procedure)","315..00","Special CVS procedures","3 - Diagnostic procedures"
"271304000","Special cardiovascular system procedure (procedure)","315Z.00","Special CVS procedures NOS","3 - Diagnostic procedures"
"271306003","Best ever peak flow rate (respiratory) (observable entity)","339D.00","Best ever peak flow rate","3 - Diagnostic procedures"
"271307007","More than 80% of predicted peak flow rate (finding)","339E.00","More than 80% of predicted peak flow rate","3 - Diagnostic procedures"
"271308002","60-80% of predicted peak flow rate (finding)","339F.00","60-80% of predicted peak flow rate","3 - Diagnostic procedures"
"271309005","Less than 60% of predicted peak flow rate (finding)","339G.00","Less than 60% of predicted peak flow rate","3 - Diagnostic procedures"
