"conceptId","term","read2_code","read2_term","read2_chapter"
"159479005","Sewage works manager (occupation)","06Z9.00","Sewage works manager","0 - Occupations"
"159481007","Practice manager (occupation)","06ZB.00","Practice manager","0 - Occupations"
"159483005","Clerical occupation (occupation)","07...00","Clerical occupations","0 - Occupations"
"159483005","Clerical occupation (occupation)","07Z..00","Other clerical occupations","0 - Occupations"
"159484004","Supervisor:cost/account clerks (occupation)","0711.00","Supervisor:cost/account clerks","0 - Occupations"
"159485003","Supervisor:cash handling clerk (occupation)","0712.00","Supervisor:cash handling clerk","0 - Occupations"
"159486002","Supervisor: finance clerks (occupation)","0713.00","Supervisor: finance clerks","0 - Occupations"
"159487006","Supervisor: insurance clerks (occupation)","0714.00","Supervisor: insurance clerks","0 - Occupations"
"159488001","Supervisor: production clerks (occupation)","0715.00","Supervisor: production clerks","0 - Occupations"
"159489009","Supervisor: travel clerks (occupation)","0716.00","Supervisor: travel clerks","0 - Occupations"
"159490000","Supervisor: record clerks (occupation)","0717.00","Supervisor: record clerks","0 - Occupations"
"159491001","Supervisor: library clerks (occupation)","0718.00","Supervisor: library clerks","0 - Occupations"
"159492008","Supervisor: general clerks (occupation)","0719.00","Supervisor: general clerks","0 - Occupations"
"159495005","Audit clerk (occupation)","0721.00","Audit clerk","0 - Occupations"
"159496006","Cost clerk (occupation)","072..12","Costing clerks","0 - Occupations"
"159496006","Cost clerk (occupation)","0723.00","Cost clerk","0 - Occupations"
"159497002","Stocktaker (occupation)","0724.00","Stocktaker","0 - Occupations"
"159498007","Invoice clerk (occupation)","0726.00","Invoice clerk","0 - Occupations"
"159499004","Ledger clerk (occupation)","0727.00","Ledger clerk","0 - Occupations"
"159500008","Trainee costing clerk (occupation)","0728.00","Trainee costing clerk","0 - Occupations"
"159502000","Cash handling clerk (occupation)","073Z.00","Cash handling clerk NOS","0 - Occupations"
"159502000","Cash handling clerk (occupation)","073..00","Cash handling clerks","0 - Occupations"
"159504004","Building society counter cashier (occupation)","0732.00","Building soc.counter cashier","0 - Occupations"
"159505003","Cash collector (occupation)","0735.00","Cash collector","0 - Occupations"
"159506002","Ticket-issuing clerk (occupation)","0736.00","Ticket-issuing clerk","0 - Occupations"
"159507006","Betting counter clerk (occupation)","0737.00","Betting counter clerk","0 - Occupations"
"159508001","Casino cashier (occupation)","0738.00","Casino cashier","0 - Occupations"
"159509009","Retail shop cashier (occupation)","0739.00","Retail shop cashier","0 - Occupations"
"159510004","Retail shop check-out operator (occupation)","073A.00","Retail shop check-out operator","0 - Occupations"
"159511000","Pay-out clerk (occupation)","073B.00","Pay-out clerk","0 - Occupations"
"159512007","Meter coin collector (occupation)","073C.00","Meter coin collector","0 - Occupations"
"159513002","Parking/toll fee collector (occupation)","073D.00","Parking/toll fee collector","0 - Occupations"
"159516005","Securities clerk (occupation)","0742.00","Securities clerk","0 - Occupations"
"159517001","Stockbroker's clerk (occupation)","0743.00","Stockbroker's clerk","0 - Occupations"
"159518006","Insurance broker's clerk (occupation)","0745.00","Insurance broker's clerk","0 - Occupations"
"159519003","Average adjuster's clerk (occupation)","0746.00","Average adjuster's clerk","0 - Occupations"
"159520009","Probate clerk (occupation)","0747.00","Probate clerk","0 - Occupations"
"159522001","Production/materials clerk (occupation)","075..00","Production/materials clerk","0 - Occupations"
"159522001","Production/materials clerk (occupation)","075Z.00","Production/materials clerk NOS","0 - Occupations"
"159523006","Planning clerk (occupation)","0751.00","Planning clerk","0 - Occupations"
"159524000","Purchasing clerk (occupation)","0752.00","Purchasing clerk","0 - Occupations"
"159525004","Dispatch clerk (occupation)","0754.00","Dispatch clerk","0 - Occupations"
"159526003","Sales order clerk (occupation)","0755.00","Sales order clerk","0 - Occupations"
"159527007","Progress clerk (occupation)","0756.00","Progress clerk","0 - Occupations"
"159528002","Schedule clerk (occupation)","0757.00","Schedule clerk","0 - Occupations"
"159529005","Checker (goods) clerk (occupation)","0758.00","Checker (goods) clerk","0 - Occupations"
"159532008","Shipment/travel arrange clerk (occupation)","076Z.00","Shipment/travel clerk NOS","0 - Occupations"
"159532008","Shipment/travel arrange clerk (occupation)","076..00","Shipment/travel arrange clerk","0 - Occupations"
"159533003","Freight clerk (occupation)","0761.00","Freight clerk","0 - Occupations"
"159534009","Load control clerk (occupation)","0762.00","Load control clerk","0 - Occupations"
"159535005","Chartering clerk - sea (occupation)","0763.00","Chartering clerk - sea","0 - Occupations"
"159536006","Schedules clerk - transport (occupation)","0764.00","Schedules clerk - transport","0 - Occupations"
"159537002","Traffic dispatcher - air (occupation)","0765.00","Traffic dispatcher - air","0 - Occupations"
"159538007","Reservations clerk - travel (occupation)","0766.00","Reservations clerk - travel","0 - Occupations"
"159539004","Travel inquiry clerk (occupation)","0767.00","Travel inquiry clerk","0 - Occupations"
"159541003","Record keeping/library clerk (occupation)","077Z.00","Records/library clerk NOS","0 - Occupations"
"159541003","Record keeping/library clerk (occupation)","077..00","Record keeping/library clerk","0 - Occupations"
"159542005","Library assistant (occupation)","0771.00","Library assistant","0 - Occupations"
"159543000","Time clerk (occupation)","0773.00","Time clerk","0 - Occupations"
"159544006","Records clerk (occupation)","0774.00","Records clerk","0 - Occupations"
"159547004","General clerk (occupation)","0781.00","General clerk","0 - Occupations"
"159548009","Control clerk -data processing (occupation)","0784.00","Control clerk -data processing","0 - Occupations"
"159549001","Conveyancing clerk (occupation)","0785.00","Conveyancing clerk","0 - Occupations"
"159550001","Litigation clerk (occupation)","0786.00","Litigation clerk","0 - Occupations"
"159551002","Justices' clerk's assistant (occupation)","0787.00","Justices' clerk's assistant","0 - Occupations"
"159552009","Advertising clerk (occupation)","0788.00","Advertising clerk","0 - Occupations"
"159553004","Employment clerk (occupation)","0789.00","Employment clerk","0 - Occupations"
"159554005","Design copyist (occupation)","078A.00","Design copyist","0 - Occupations"
"159555006","Tracer - drawing office (occupation)","078B.00","Tracer - drawing office","0 - Occupations"
"159556007","Routine clerk (occupation)","078C.00","Routine clerk","0 - Occupations"
"159557003","Information clerk (occupation)","078D.00","Information clerk","0 - Occupations"
"159558008","Research survey clerk (occupation)","078E.00","Research survey clerk","0 - Occupations"
"159559000","Trainee clerk (occupation)","078F.00","Trainee clerk","0 - Occupations"
"159561009","Receptionist (occupation)","079Z.00","Receptionist NOS","0 - Occupations"
"159561009","Receptionist (occupation)","079..00","Receptionists","0 - Occupations"
"159562002","Health services receptionist (occupation)","0792.00","Health services receptionist","0 - Occupations"
"159565000","Secretarial supervisor (occupation)","07A1.00","Secretarial supervisor","0 - Occupations"
"159565000","Secretarial supervisor (occupation)","07A..00","Supervisors of typists etc.","0 - Occupations"
"159565000","Secretarial supervisor (occupation)","07AZ.00","Supervisor of typist NOS","0 - Occupations"
"159568003","Shorthand writer (occupation)","07B3.00","Shorthand writer","0 - Occupations"
"159569006","Secretary typist (occupation)","07B4.00","Secretary typist","0 - Occupations"
"159570007","Audio typist (occupation)","07B5.00","Audio typist","0 - Occupations"
"159571006","Copy typist (occupation)","07B6.00","Copy typist","0 - Occupations"
"159572004","Trainee secretary (occupation)","07B7.00","Trainee secretary","0 - Occupations"
"159574003","Supervisor: office machine operator (occupation)","07CZ.00","Supervisor: office machine NOS","0 - Occupations"
"159574003","Supervisor: office machine operator (occupation)","07C..00","Supervisors: office machine op","0 - Occupations"
"159575002","Supervisor: calculating machine operator (occupation)","07C1.00","Supervisor: calc.machine op.","0 - Occupations"
"159576001","Supervisor:computer operatives (occupation)","07C2.00","Supervisor:computer operatives","0 - Occupations"
"159577005","Supervisor: key-punch operator (occupation)","07C3.00","Supervisor: key-punch op.","0 - Occupations"
"159579008","Office machine operator (occupation)","07DZ.00","Office machine operator NOS","0 - Occupations"
"159579008","Office machine operator (occupation)","07D..00","Office machine operators","0 - Occupations"
"159579008","Office machine operator (occupation)","07D..11","Office machine operator","0 - Occupations"
"159580006","Data processing operator (occupation)","07D4.00","Data processing operator","0 - Occupations"
"159581005","Key-punch operator (occupation)","07D6.00","Key-punch operator","0 - Occupations"
"159582003","Duplicating machine operator (occupation)","07D8.00","Duplicating machine operator","0 - Occupations"
"159583008","Addressing machine operator (occupation)","07D9.00","Addressing machine operator","0 - Occupations"
"159584002","Trainee office machine operator (occupation)","07DA.00","Trainee office machine operat.","0 - Occupations"
"159586000","Telephone/radio/mail supervisor (occupation)","07E..00","Telephone/radio/mail supervis.","0 - Occupations"
"159586000","Telephone/radio/mail supervisor (occupation)","07EZ.00","Telephone/mail supervisor NOS","0 - Occupations"
"159587009","Supervisor: telephone operator (occupation)","07E1.00","Supervisor: telephone operat.","0 - Occupations"
"159588004","Supervisor: radio operator (occupation)","07E2.00","Supervisor: radio operators","0 - Occupations"
"159589007","Supervisor:telegraph operative (occupation)","07E3.00","Supervisor:telegraph operative","0 - Occupations"
"159590003","Supervisor: mail/parcel operator (occupation)","07E4.00","Supervisor: mail/parcel op.","0 - Occupations"
"159592006","Telephonist - public exchange (occupation)","07F1.00","Telephonist - public exchange","0 - Occupations"
"159593001","Telephonist-private exchange (occupation)","07F2.00","Telephonist-private exchange","0 - Occupations"
"159594007","Trainee telephonist (occupation)","07F3.00","Trainee telephonist","0 - Occupations"
"159597000","Radio operator (occupation)","07G1.00","Radio operator","0 - Occupations"
"159597000","Radio operator (occupation)","07G..11","Radio operator","0 - Occupations"
"159598005","Teleprinter operator (occupation)","07G2.00","Teleprinter operator","0 - Occupations"
"159599002","Radio telephone operator (occupation)","07G3.00","Radio telephone operator","0 - Occupations"
"159600004","Air traffic control assistant (occupation)","07G4.00","Air traffic control assistant","0 - Occupations"
"159601000","Port control signalman (occupation)","07G5.00","Port control signalman","0 - Occupations"
"159602007","Trainee radio/telegraph operator (occupation)","07G6.00","Trainee radio/telegraph op.","0 - Occupations"
"159606005","Selling occupation (occupation)","08...11","Sales occupations","0 - Occupations"
"159606005","Selling occupation (occupation)","08...00","Selling occupations","0 - Occupations"
"159608006","Roundsmen supervisor (occupation)","0812.00","Roundsmen supervisor","0 - Occupations"
"159611007","Salesman (occupation)","0821.00","Salesman","0 - Occupations"
"159611007","Salesman (occupation)","082..11","Salesmen","0 - Occupations"
"159612000","Shop assistant (occupation)","0822.00","Shop assistant","0 - Occupations"
"159614004","Receiving shop assistant (occupation)","0823.00","Receiving shop assistant","0 - Occupations"
"159615003","Gas station attendant (occupation)","0824.00","Petrol station attendant","0 - Occupations"
"159617006","Roundsman (occupation)","083Z.00","Roundsman NOS","0 - Occupations"
"159617006","Roundsman (occupation)","083..00","Roundsmen","0 - Occupations"
"159618001","Milkman (occupation)","0831.00","Milkman","0 - Occupations"
"159619009","Laundry roundsman (occupation)","0832.00","Laundry roundsman","0 - Occupations"
"159621004","Mobile shop/van salesman (occupation)","0841.00","Mobile shop/van salesman","0 - Occupations"
"159622006","Street stall salesman (occupation)","0842.00","Street stall salesman","0 - Occupations"
"159625008","Trainee technical sales representative (occupation)","0852.00","Trainee technical sales rep.","0 - Occupations"
"159627000","Wholesale field sales superintendent (occupation)","0861.00","Wholesale field sales superint","0 - Occupations"
"159629002","Trainee wholesale sales representative (occupation)","0863.00","Trainee wholesale sales rep.","0 - Occupations"
"159631006","Property sales representative (occupation)","087..00","Property sales reps.","0 - Occupations"
"159631006","Property sales representative (occupation)","087..11","Property sales rep.","0 - Occupations"
"159631006","Property sales representative (occupation)","087Z.00","Property sales rep. NOS","0 - Occupations"
"159632004","Property negotiator (occupation)","0871.00","Property negotiator","0 - Occupations"
"159633009","Insurance inspector - property (occupation)","0873.00","Insurance inspector - property","0 - Occupations"
"159634003","Insurance agent - property (occupation)","0874.00","Insurance agent - property","0 - Occupations"
"159635002","Office/cleaning sales representative (occupation)","0875.00","Office/cleaning sales rep.","0 - Occupations"
"159637005","Hand gun merchant (occupation)","0880.00","Hand gun merchant","0 - Occupations"
"159638000","Rifle merchant (occupation)","0881.00","Rifle merchant","0 - Occupations"
"159639008","Shotgun merchant (occupation)","0882.00","Shotgun merchant","0 - Occupations"
"159642002","Sales demonstrator (occupation)","08Z1.00","Sales demonstrators","0 - Occupations"
"159643007","Commodity broker (occupation)","08Z2.00","Commodity broker","0 - Occupations"
"159644001","Importer (occupation)","08Z3.00","Importer","0 - Occupations"
"159645000","Exporter (occupation)","08Z4.00","Exporter","0 - Occupations"
"159646004","Shipbroker (occupation)","08Z5.00","Shipbroker","0 - Occupations"
"159647008","Air broker (occupation)","08Z6.00","Airbroker","0 - Occupations"
"159648003","Door-to-door canvasser (occupation)","08Z7.00","Door-to-door canvasser","0 - Occupations"
"159652003","Non-commissioned officer (occupation)","0911.00","Non-commissioned officer","0 - Occupations"
"159653008","Trainee - armed forces (occupation)","0913.00","Trainee - armed forces","0 - Occupations"
"159655001","Protective services supervisor (occupation)","092Z.00","Protective supervisors NOS","0 - Occupations"
"159655001","Protective services supervisor (occupation)","092..00","Supervisors-protective service","0 - Occupations"
"159656000","Police sergeant (occupation)","0921.00","Police sergeant","0 - Occupations"
"159657009","Supervisor - fire service (occupation)","0922.00","Supervisor - fire service","0 - Occupations"
"159658004","Principal prison officer (occupation)","0923.00","Principal prison officer","0 - Occupations"
"159659007","Chief security officer (occupation)","0924.00","Chief security officer","0 - Occupations"
"159661003","Police constable (occupation)","0931.00","Police constable","0 - Occupations"
"159662005","Trainee policeman (occupation)","0932.00","Trainee policeman","0 - Occupations"
"159664006","Fire officer (occupation)","094..00","Fire officers","0 - Occupations"
"159664006","Fire officer (occupation)","094Z.00","Fire officer NOS","0 - Occupations"
"159664006","Fire officer (occupation)","094..11","Fire officer","0 - Occupations"
"159665007","Fire point inspection man (occupation)","0943.00","Fire point inspection man","0 - Occupations"
"159666008","Trainee fireman (occupation)","0944.00","Trainee fireman","0 - Occupations"
"159669001","Coastguard (occupation)","09Z1.00","Coastguard","0 - Occupations"
"159670000","County court bailiff (occupation)","09Z3.00","County court bailiff","0 - Occupations"
"159671001","Store detective (occupation)","09Z4.00","Store detective","0 - Occupations"
"159672008","Hotel detective (occupation)","09Z5.00","Hotel detective","0 - Occupations"
"159673003","Security officer (occupation)","09Z7.00","Security officer","0 - Occupations"
"159674009","Patrolman (occupation)","09Z8.00","Patrolman","0 - Occupations"
"159675005","Security guard (occupation)","09Z9.00","Security guard","0 - Occupations"
"159675005","Security guard (occupation)","09Z..12","Security guard","0 - Occupations"
"159676006","Gate-keeper (occupation)","09ZA.00","Gate-keeper","0 - Occupations"
"159677002","Park keeper (occupation)","09ZB.00","Park keeper","0 - Occupations"
"159678007","Estate ranger (occupation)","09ZC.00","Estate ranger","0 - Occupations"
"159679004","Traffic warden (occupation)","09ZD.00","Traffic warden","0 - Occupations"
"159681002","Catering/personal services (occupation)","0A...00","Catering/personal services","0 - Occupations"
"159682009","Catering supervisor (occupation)","0A15.00","Supervisor - catering","0 - Occupations"
"159682009","Catering supervisor (occupation)","0A1Z.00","Catering supervisor NOS","0 - Occupations"
"159682009","Catering supervisor (occupation)","0A1..00","Catering supervisors","0 - Occupations"
"159683004","Head chef (occupation)","0A11.00","Head chef","0 - Occupations"
"159684005","Head barman (occupation)","0A14.00","Head barman","0 - Occupations"
"159686007","Trainee catering supervisor (occupation)","0A16.00","Trainee catering supervisor","0 - Occupations"
"159689000","Chef - gourmet fare (occupation)","0A21.00","Chef - gourmet fare","0 - Occupations"
"159690009","Chef - plain fare (occupation)","0A22.00","Chef - plain fare","0 - Occupations"
"159691008","Fish fryer (occupation)","0A25.00","Fish fryer","0 - Occupations"
"159692001","Assistant cook (occupation)","0A26.00","Assistant cook","0 - Occupations"
"159693006","Trainee cook (occupation)","0A27.00","Trainee cook","0 - Occupations"
"159695004","Waiter/waitresses (occupation)","0A3..00","Waiters/waitresses","0 - Occupations"
"159695004","Waiter/waitresses (occupation)","0A3Z.00","Waiter/waitress NOS","0 - Occupations"
"159696003","Waitress (occupation)","0A32.00","Waitress","0 - Occupations"
"159698002","Trainee waiter (occupation)","0A34.00","Trainee waiter","0 - Occupations"
"159700006","Barman/barmaids (occupation)","0A4..00","Barmen/barmaids","0 - Occupations"
"159700006","Barman/barmaids (occupation)","0A4Z.00","Barman/barmaid NOS","0 - Occupations"
"159701005","Barman (occupation)","0A41.00","Barman","0 - Occupations"
"159702003","Barmaid (occupation)","0A42.00","Barmaid","0 - Occupations"
"159703008","Barman - cocktail bar (occupation)","0A43.00","Barman - cocktail bar","0 - Occupations"
"159704002","Bar waiter (occupation)","0A44.00","Bar waiter","0 - Occupations"
"159706000","Food counter hands/dispenser (occupation)","0A5..00","Food counter hands/dispensers","0 - Occupations"
"159707009","Food dispenser - table service (occupation)","0A51.00","Food dispenser - table service","0 - Occupations"
"159708004","Food dispenser-counter service (occupation)","0A52.00","Food dispenser-counter service","0 - Occupations"
"159711003","Kitchen assistant (occupation)","0A61.00","Kitchen assistant","0 - Occupations"
"159712005","Washer-up (occupation)","0A62.00","Washer-up","0 - Occupations"
"159713000","Kitchen porter (occupation)","0A6..11","Porter - kitchen","0 - Occupations"
"159713000","Kitchen porter (occupation)","0A63.00","Kitchen porter","0 - Occupations"
"159714006","Table clearer - catering (occupation)","0A64.00","Table clearer - catering","0 - Occupations"
"159717004","Housekeeping supervisor (occupation)","0A71.00","Housekeeping - supervising","0 - Occupations"
"159717004","Housekeeping supervisor (occupation)","0A7..00","Supervisors-housekeeping etc.","0 - Occupations"
"159717004","Housekeeping supervisor (occupation)","0A7Z.00","Supervisor, housekeeping NOS","0 - Occupations"
"159718009","Butler (occupation)","0A72.00","Butler","0 - Occupations"
"159719001","Chief air steward (occupation)","0A74.00","Chief air steward","0 - Occupations"
"159720007","Supervisor - ward orderlies (occupation)","0A75.00","Supervisor - ward orderlies","0 - Occupations"
"159723009","Working housekeeper (occupation)","0A81.00","Working housekeeper","0 - Occupations"
"159724003","Lady's maid (occupation)","0A84.00","Lady's maid","0 - Occupations"
"159725002","Batman (occupation)","0A87.00","Batman","0 - Occupations"
"159726001","Nanny (occupation)","0A88.00","Nanny","0 - Occupations"
"159727005","School helper (occupation)","0A89.00","School helper","0 - Occupations"
"159727005","School helper (occupation)","0A8..14","School helper","0 - Occupations"
"159728000","School children's supervisor (occupation)","0A8A.00","School children's supervisor","0 - Occupations"
"159729008","Au pair (occupation)","0A8C.00","Au pair","0 - Occupations"
"159730003","Child minder (occupation)","0A8D.00","Child minder","0 - Occupations"
"159733001","Air steward (occupation)","0A92.00","Air steward","0 - Occupations"
"159734007","Travel courier (occupation)","0A93.00","Travel courier","0 - Occupations"
"159737000","Operating theater attendant (occupation)","0AA1.00","Operating theatre attendant","0 - Occupations"
"159738005","Ambulanceman (occupation)","0AA2.00","Ambulanceman","0 - Occupations"
"159739002","First aid attendant (occupation)","0AA3.00","First aid attendant","0 - Occupations"
"159740000","Hospital ward orderly (occupation)","0AA4.00","Hospital ward orderly","0 - Occupations"
"159741001","Nursing home attendant (occupation)","0AA5.00","Nursing home attendant","0 - Occupations"
"159743003","Porter (occupation)","0ABZ.00","Porter NOS","0 - Occupations"
"159743003","Porter (occupation)","0AB..00","Porters","0 - Occupations"
"159744009","Hall porter (occupation)","0AB1.00","Hall porter","0 - Occupations"
"159745005","Night porter (occupation)","0AB2.00","Night porter","0 - Occupations"
"159746006","Hospital porter (occupation)","0AB3.00","Hospital porter","0 - Occupations"
"159747002","Page boy (occupation)","0AB4.00","Page boy","0 - Occupations"
"159749004","Foreman - caretaking/cleaning (occupation)","0AC..00","Foremen-caretaking/cleaning","0 - Occupations"
"159750004","Supervisor - cleaner (occupation)","0AC1.00","Supervisor - cleaners","0 - Occupations"
"159751000","Station foreman (occupation)","0AC2.00","Station foreman","0 - Occupations"
"159753002","General caretaker (occupation)","0AD1.00","General caretaker","0 - Occupations"
"159756005","Cleaner (occupation)","0AE1.00","Cleaner","0 - Occupations"
"159756005","Cleaner (occupation)","0AE..00","Cleaners","0 - Occupations"
"159757001","Road sweeper (occupation)","0AEZ.00","Road sweeper","0 - Occupations"
"159759003","Railman (occupation)","0AF1.00","Railman","0 - Occupations"
"159760008","Stationman - railway (occupation)","0AFZ.00","Stationman - railway - NOS","0 - Occupations"
"159760008","Stationman - railway (occupation)","0AF2.00","Stationman - railway","0 - Occupations"
"159760008","Stationman - railway (occupation)","0AF..00","Stationmen - railway","0 - Occupations"
"159761007","Ticket collector - railway (occupation)","0AF3.00","Ticket collector - railway","0 - Occupations"
"159764004","Swimming pool attendant (occupation)","0AG1.00","Swimming pool attendant","0 - Occupations"
"159765003","Entertainment hall attendant (occupation)","0AG3.00","Entertainment hall attendant","0 - Occupations"
"159766002","Doorman (occupation)","0AG4.00","Doorman","0 - Occupations"
"159767006","Fair ground attendant (occupation)","0AG5.00","Fair ground attendant","0 - Occupations"
"159768001","Lift attendant (occupation)","0AG6.00","Lift attendant","0 - Occupations"
"159769009","Cloakroom attendant (occupation)","0AG7.00","Cloakroom attendant","0 - Occupations"
"159770005","Lavatory attendant (occupation)","0AG8.00","Lavatory attendant","0 - Occupations"
"159771009","Car park attendant (occupation)","0AG9.00","Car park attendant","0 - Occupations"
"159772002","Public lighting attendant (occupation)","0AGA.00","Public lighting attendant","0 - Occupations"
"159773007","Bill poster (occupation)","0AGB.00","Bill poster","0 - Occupations"
"159774001","Ticket collector - general (occupation)","0AGC.00","Ticket collector - general","0 - Occupations"
"159777008","Laundering supervisor (occupation)","0AH1.00","Laundering supervisor","0 - Occupations"
"159778003","Dry cleaner - general (occupation)","0AH3.00","Dry cleaner - general","0 - Occupations"
"159779006","Under presser (occupation)","0AH7.00","Under presser","0 - Occupations"
"159780009","Ironer (occupation)","0AH8.00","Ironer","0 - Occupations"
"159782001","Launderette assistant (occupation)","0AH9.00","Launderette assistant","0 - Occupations"
"159783006","Fur cleaner (occupation)","0AHA.00","Fur cleaner","0 - Occupations"
"159786003","Supervisor - hairdresser (occupation)","0AI1.00","Supervisor - hairdressers","0 - Occupations"
"159787007","Men's hairdresser (occupation)","0AI3.00","Men's hairdresser","0 - Occupations"
"159788002","Make-up artist (occupation)","0AI5.00","Make-up artist","0 - Occupations"
"159789005","Wig dresser (occupation)","0AI6.00","Wig dresser","0 - Occupations"
"159793004","Funeral director (occupation)","0AJ..11","Funeral director","0 - Occupations"
"159793004","Funeral director (occupation)","0AJ1.00","Funeral director","0 - Occupations"
"159794005","Assistant superintendent - cemetery (occupation)","0AJ2.00","Asst.superintendant - cemetery","0 - Occupations"
"159795006","Funeral director's assistant (occupation)","0AJ4.00","Funeral director's assistant","0 - Occupations"
"159796007","Mortuary attendant (occupation)","0AJ5.00","Mortuary attendant","0 - Occupations"
"159798008","Prostitute (occupation)","0AK..00","Prostitutes","0 - Occupations"
"159798008","Prostitute (occupation)","0AKZ.00","Prostitute NOS","0 - Occupations"
"159799000","Female prostitute (occupation)","0AK1.00","Female prostitute","0 - Occupations"
"159800001","Male prostitute (occupation)","0AK2.00","Male prostitute","0 - Occupations"
"159801002","Child prostitute (occupation)","0AK3.00","Child prostitute","0 - Occupations"
"159804005","Carver - meat (occupation)","0AZ1.00","Carver - meat","0 - Occupations"
"159805006","Bookmaker (occupation)","0AZ2.00","Bookmaker","0 - Occupations"
"159806007","Property master (occupation)","0AZ4.00","Property master","0 - Occupations"
"159807003","Store guide (occupation)","0AZ6.00","Store guide","0 - Occupations"
"159808008","Bingo caller (occupation)","0AZ7.00","Bingo caller","0 - Occupations"
"159809000","Pest control officer (occupation)","0AZ8.00","Pest control officer","0 - Occupations"
"159810005","Disinfecting officer (occupation)","0AZ9.00","Disinfecting officer","0 - Occupations"
"159812002","Farming/fishing occupation (occupation)","0B...00","Farming/fishing occupations","0 - Occupations"
"159814001","Foreman - farm worker (occupation)","0B11.00","Foreman - farm workers","0 - Occupations"
"159814001","Foreman - farm worker (occupation)","0B1..11","Farming foreman","0 - Occupations"
"159815000","Foreman - horticulture worker (occupation)","0B12.00","Foreman - horticulture workers","0 - Occupations"
"159815000","Foreman - horticulture worker (occupation)","0B1..12","Horticulture foreman","0 - Occupations"
"159816004","Foreman - gardener/groundsman (occupation)","0B13.00","Foreman - gardeners/groundsmen","0 - Occupations"
"159819006","Farm worker - mixed farming (occupation)","0B22.00","Farm worker - mixed farming","0 - Occupations"
"159820000","Hop garden worker (occupation)","0B23.00","Hop garden worker","0 - Occupations"
"159821001","Farm worker - arable (occupation)","0B24.00","Farm worker - arable","0 - Occupations"
"159823003","Stockman (occupation)","0B3..00","Stockmen","0 - Occupations"
"159823003","Stockman (occupation)","0B3Z.00","Stockman NOS","0 - Occupations"
"159824009","Stockman - mixed livestock (occupation)","0B31.00","Stockman - mixed livestock","0 - Occupations"
"159825005","Cowman (occupation)","0B32.00","Cowman","0 - Occupations"
"159828007","Domestic animal attendant (occupation)","0B36.00","Domestic animal attendant","0 - Occupations"
"159829004","Wild animal attendant (occupation)","0B37.00","Wild animal attendant","0 - Occupations"
"159830009","Horse attendant (occupation)","0B38.00","Horse attendant","0 - Occupations"
"159831008","Gamekeeper (occupation)","0B39.00","Gamekeeper","0 - Occupations"
"159832001","Mink farm assistant (occupation)","0B3B.00","Mink farm assistant","0 - Occupations"
"159833006","Inseminator (occupation)","0B3C.00","Inseminator","0 - Occupations"
"159835004","Glasshouse worker (occupation)","0B41.00","Glasshouse worker","0 - Occupations"
"159838002","Gardener - public gardens (occupation)","0B51.00","Gardener - public gardens","0 - Occupations"
"159839005","Gardener - private gardens (occupation)","0B52.00","Gardener - private gardens","0 - Occupations"
"159840007","Landscape gardener (occupation)","0B53.00","Landscape gardener","0 - Occupations"
"159841006","Turf layer (occupation)","0B54.00","Turf layer","0 - Occupations"
"159847005","Forest ranger (occupation)","0B73.00","Forest ranger","0 - Occupations"
"159850008","Mate - fishing vessel (occupation)","0B81.00","Mate - fishing vessel","0 - Occupations"
"159851007","Third hand - fishing vessel (occupation)","0B82.00","Third hand - fishing vessel","0 - Occupations"
"159853005","Fisherman - deck hand (occupation)","0B91.00","Fisherman - deck hand","0 - Occupations"
"159854004","Pot fisherman (occupation)","0B92.00","Pot fisherman","0 - Occupations"
"159857006","Livestock classifier/marker (occupation)","0BZ1.00","Livestock classifier/marker","0 - Occupations"
"159858001","Hedger (occupation)","0BZ2.00","Hedger","0 - Occupations"
"159859009","Crop harvester (occupation)","0BZ3.00","Crop harvester","0 - Occupations"
"159860004","Shellfish cultivator (occupation)","0BZ4.00","Shellfish cultivator","0 - Occupations"
"159861000","Crofter (occupation)","0BZ6.00","Crofter","0 - Occupations"
"159864008","Materials processor excluding metal (occupation)","0C...00","Materials processors exc metal","0 - Occupations"
"159865009","Tannery production worker (occupation)","0C1..00","Tannery production workers","0 - Occupations"
"159865009","Tannery production worker (occupation)","0C12.00","Tannery production worker","0 - Occupations"
"159865009","Tannery production worker (occupation)","0C1Z.00","Tannery production worker NOS","0 - Occupations"
"159866005","Foreman - tannery production (occupation)","0C11.00","Foreman - tannery production","0 - Occupations"
"159869003","Textile processor (occupation)","0C2..00","Textile processors","0 - Occupations"
"159869003","Textile processor (occupation)","0C2Z.00","Textile processor NOS","0 - Occupations"
"159870002","Foreman - textile processor (occupation)","0C21.00","Foreman - textile processors","0 - Occupations"
"159871003","Fiber preparing processor (occupation)","0C22.00","Fibre preparing processor","0 - Occupations"
"159873000","Warp preparer (occupation)","0C26.00","Warp preparer","0 - Occupations"
"159874006","Textile weaver (occupation)","0C27.00","Textile weaver","0 - Occupations"
"159875007","Textile finisher (occupation)","0C2B.00","Textile finisher","0 - Occupations"
"159877004","Rope maker (occupation)","0C2D.00","Rope maker","0 - Occupations"
"159881004","Foreman - tobacco processor (occupation)","0C31.00","Foreman - tobacco processors","0 - Occupations"
"159882006","Tobacco processor (occupation)","0C3..00","Tobacco processors","0 - Occupations"
"159882006","Tobacco processor (occupation)","0C3Z.00","Tobacco processor NOS","0 - Occupations"
