"conceptId","term","read2_code","read2_term","read2_chapter"
"166856001","Lipoprotein electrophoresis - Very low density lipoprotein (procedure)","44R5.00","Lipoprotein electroph. - VLDL","4 - Laboratory procedures"
"166859008","Serum amino acids normal (finding)","44S1.00","Serum amino-acids normal","4 - Laboratory procedures"
"166860003","Serum amino acids abnormal (finding)","44S2.00","Serum amino-acids abnormal","4 - Laboratory procedures"
"166862006","Serum phenylalanine normal (finding)","44S3.00","Serum phenylalanine normal","4 - Laboratory procedures"
"166863001","Serum phenylalanine raised (finding)","44S4.00","Serum phenylalanine raised","4 - Laboratory procedures"
"166888009","Blood glucose method (procedure)","44TZ.00","Blood glucose method NOS","4 - Laboratory procedures"
"166890005","Random blood sugar normal (finding)","44T1000","Random blood sugar normal","4 - Laboratory procedures"
"166891009","Random blood sugar low (finding)","44T1100","Random blood sugar low","4 - Laboratory procedures"
"166892002","Random blood sugar raised (finding)","44T1200","Random blood sugar raised","4 - Laboratory procedures"
"166896004","Laboratory blood sugar (procedure)","44T5.00","Laboratory blood sugar","4 - Laboratory procedures"
"166900001","Glucometer blood sugar (procedure)","44T9.00","Glucometer blood sugar","4 - Laboratory procedures"
"166914001","Blood glucose 0-1.4 mmol/L (finding)","44U1.00","Blood glucose 0-1.4 mmol/L","4 - Laboratory procedures"
"166915000","Blood glucose 1.5-2.4 mmol/L (finding)","44U2.00","Blood glucose 1.5-2.4 mmol/L","4 - Laboratory procedures"
"166916004","Blood glucose 2.5-4.9 mmol/L (finding)","44U3.00","Blood glucose 2.5-4.9 mmol/L","4 - Laboratory procedures"
"166917008","Blood glucose 5-6.9 mmol/L (finding)","44U4.00","Blood glucose 5-6.9 mmol/L","4 - Laboratory procedures"
"166918003","Blood glucose 7-9.9 mmol/L (finding)","44U5.00","Blood glucose 7-9.9 mmol/L","4 - Laboratory procedures"
"166919006","Blood glucose 10-13.9 mmol/L (finding)","44U6.00","Blood glucose 10-13.9 mmol/L","4 - Laboratory procedures"
"166921001","Blood glucose normal (finding)","44U8.00","Blood glucose normal","4 - Laboratory procedures"
"166922008","Blood glucose abnormal (finding)","44U9.00","Blood glucose abnormal","4 - Laboratory procedures"
"166923003","Blood glucose 14+ mmol/L (finding)","44UZ.00","Blood glucose 14+ mmol/L","4 - Laboratory procedures"
"166926006","Glucose tolerance test normal (finding)","44V1.00","Glucose tolerance test normal","4 - Laboratory procedures"
"166927002","Impaired glucose tolerance test (finding)","44V2.00","Glucose tol. test impaired","4 - Laboratory procedures"
"166928007","Glucose tolerance test indicates diabetes mellitus (finding)","44V3.00","Glucose tol. test diabetic","4 - Laboratory procedures"
"166929004","Glucose tolerance test = renal glycosuria (finding)","44V4.00","GTT = renal glycosuria","4 - Laboratory procedures"
"166934000","Theophylline level therapeutic (finding)","44W1000","Theophylline level therapeutic","4 - Laboratory procedures"
"166935004","Theophylline level low (finding)","44W1100","Theophylline level low","4 - Laboratory procedures"
"166936003","Theophylline level high (finding)","44W1200","Theophylline level high","4 - Laboratory procedures"
"166938002","Phenobarbitone level therapeutic (finding)","44W2000","Phenobarbitone level therapeutic","4 - Laboratory procedures"
"166938002","Phenobarbitone level therapeutic (finding)","44W2011","Phenobarbital level therapeutic","4 - Laboratory procedures"
"166939005","Phenobarbitone level low (finding)","44W2100","Phenobarbitone level low","4 - Laboratory procedures"
"166939005","Phenobarbitone level low (finding)","44W2111","Phenobarbital level low","4 - Laboratory procedures"
"166940007","Phenobarbitone level high (finding)","44W2211","Phenobarbital level high","4 - Laboratory procedures"
"166940007","Phenobarbitone level high (finding)","44W2200","Phenobarbitone level high","4 - Laboratory procedures"
"166942004","Phenytoin level low (finding)","44W3000","Phenytoin level low","4 - Laboratory procedures"
"166943009","Phenytoin level therapeutic (finding)","44W3100","Phenytoin level therapeutic","4 - Laboratory procedures"
"166944003","Phenytoin level high (finding)","44W3200","Phenytoin level high","4 - Laboratory procedures"
"166946001","Valproate level therapeutic (finding)","44W4000","Valproate level therapeutic","4 - Laboratory procedures"
"166947005","Valproate level low (finding)","44W4100","Valproate level low","4 - Laboratory procedures"
"166948000","Valproate level high (finding)","44W4200","Valproate level high","4 - Laboratory procedures"
"166950008","Carbamazepine level therapeutic (finding)","44W5000","Carbamazepine level therapeutic","4 - Laboratory procedures"
"166951007","Carbamazepine level low (finding)","44W5100","Carbamazepine level low","4 - Laboratory procedures"
"166952000","Carbamazepine level high (finding)","44W5200","Carbamazepine level high","4 - Laboratory procedures"
"166956002","Lithium level therapeutic (finding)","44vE.00","Lithium level therapeutic","4 - Laboratory procedures"
"166956002","Lithium level therapeutic (finding)","44W8000","Lithium level therapeutic","4 - Laboratory procedures"
"166957006","Lithium level high - toxic (finding)","44W8100","Lithium level high - toxic","4 - Laboratory procedures"
"166958001","Lithium level low (finding)","44W8200","Lithium level low","4 - Laboratory procedures"
"166960004","Digoxin level therapeutic (finding)","44W9000","Digoxin level therapeutic","4 - Laboratory procedures"
"166961000","Digoxin level low (finding)","44W9100","Digoxin level low","4 - Laboratory procedures"
"166963002","Digoxin level high (finding)","44W9200","Digoxin level high","4 - Laboratory procedures"
"166974006","Anticonvulsant level therapeutic (finding)","44WF000","Anticonvulsant level therapeutic","4 - Laboratory procedures"
"166975007","Blood drug level high (finding)","44WG.00","Blood drug level high","4 - Laboratory procedures"
"167007008","Blood sent for toxicology (situation)","44X1.00","Blood sent for toxicology","4 - Laboratory procedures"
"167008003","No toxic substance in blood (finding)","44X2.00","No toxic substance in blood","4 - Laboratory procedures"
"167018008","Blood gas measurement (procedure)","44YZ.00","Blood gases NOS","4 - Laboratory procedures"
"167018008","Blood gas measurement (procedure)","44Y..00","Blood gases","4 - Laboratory procedures"
"167019000","Blood gases normal (finding)","44Y1.00","Blood gases normal","4 - Laboratory procedures"
"167021005","Blood pH normal (finding)","44Y2000","Blood pH normal","4 - Laboratory procedures"
"167022003","Blood pH abnormal (finding)","44Y2100","Blood pH abnormal","4 - Laboratory procedures"
"167025001","Blood oxygen level normal (finding)","44Y4000","Blood oxygen level normal","4 - Laboratory procedures"
"167026000","Blood oxygen level abnormal (finding)","44Y4100","Blood oxygen level abnormal","4 - Laboratory procedures"
"167029007","Arterial carbon dioxide normal (finding)","44Y6000","Arterial carbon dioxide normal","4 - Laboratory procedures"
"167030002","Arterial carbon dioxide abnormal (finding)","44Y6100","Arterial carbon dioxide abnormal","4 - Laboratory procedures"
"167056009","Carcinoembryonic antigen absent (situation)","44a0000","Carcinoembryonic antigen absent","4 - Laboratory procedures"
"167057000","Carcinoembryonic antigen present (finding)","44a0100","Carcinoembryonic antigen present","4 - Laboratory procedures"
"167178004","Chemical function tests (procedure)","45Z..00","Chemical function test NOS","4 - Laboratory procedures"
"167178004","Chemical function tests (procedure)","45...00","Chemical function tests","4 - Laboratory procedures"
"167179007","Renal function tests normal (finding)","4511.00","Renal function tests normal","4 - Laboratory procedures"
"167180005","Renal function tests abnormal (finding)","4512.00","Renal function tests abnormal","4 - Laboratory procedures"
"167180005","Renal function tests abnormal (finding)","4516.00","Renal function tests borderline","4 - Laboratory procedures"
"167182002","Creatinine clearance-glomerular filtration normal (finding)","4513000","Creatinine clearance-glom filt normal","4 - Laboratory procedures"
"167183007","Creatinine clearance-glomerular filtration abnormal (finding)","4513100","Creatinine clearance-glom filt abnormal","4 - Laboratory procedures"
"167191003","Gastric function tests (procedure)","452..00","Gastric function tests","4 - Laboratory procedures"
"167191003","Gastric function tests (procedure)","452..11","Stomach function tests","4 - Laboratory procedures"
"167191003","Gastric function tests (procedure)","452Z.00","Gastric function test NOS","4 - Laboratory procedures"
"167192005","Gastric function tests normal (finding)","4521.00","Gastric function tests normal","4 - Laboratory procedures"
"167193000","Gastric function test abnormal (finding)","4522.00","Gastric function test abnormal","4 - Laboratory procedures"
"167194006","Pentagastrin infusion test (procedure)","4523.11","Pentagastrin test","4 - Laboratory procedures"
"167194006","Pentagastrin infusion test (procedure)","4523.00","Pentagastrin test-acid secret.","4 - Laboratory procedures"
"167195007","Insulin response test - vagus (procedure)","4525.00","Insulin response test - vagus","4 - Laboratory procedures"
"167197004","Digestive function tests (procedure)","453Z.00","Digestive function tests NOS","4 - Laboratory procedures"
"167197004","Digestive function tests (procedure)","453..00","Digestive function tests","4 - Laboratory procedures"
"167198009","Digestive function test normal (finding)","4531.00","Digest. function test normal","4 - Laboratory procedures"
"167199001","Digestive function test abnormal (finding)","4532.00","Digest. function test abnormal","4 - Laboratory procedures"
"167200003","Duodenal aspirate analysis (procedure)","4533.00","Duodenal aspirate analysis","4 - Laboratory procedures"
"167202006","Xylose absorption test (procedure)","4535.00","D-xylose absorption test","4 - Laboratory procedures"
"167203001","D-xylose absorption test normal (finding)","4535000","D-xylose absorption test normal","4 - Laboratory procedures"
"167204007","D-xylose absorption test abnormal (finding)","4535100","D-xylose absorption test abnormal","4 - Laboratory procedures"
"167209002","Chem. metabolic function tests (procedure)","454..00","Chem. metabolic function tests","4 - Laboratory procedures"
"167209002","Chem. metabolic function tests (procedure)","454Z.00","Chem. metab. function test NOS","4 - Laboratory procedures"
"167217005","Urine examination (procedure)","461..00","Urine exam. - general","4 - Laboratory procedures"
"167217005","Urine examination (procedure)","461Z.00","Urine exam. - general NOS","4 - Laboratory procedures"
"167217005","Urine examination (procedure)","46Z..00","Urine test NOS","4 - Laboratory procedures"
"167217005","Urine examination (procedure)","461..12","Urinalysis - general","4 - Laboratory procedures"
"167219008","Urine not examined (situation)","4611.00","Urine not examined","4 - Laboratory procedures"
"167220002","Urinalysis requested (situation)","4612.00","Urinalysis requested","4 - Laboratory procedures"
"167221003","Urinalysis = no abnormality (finding)","4613.00","Urinalysis = no abnormality","4 - Laboratory procedures"
"167222005","Abnormal urinalysis (finding)","4614.00","Urinalysis = abnormal","4 - Laboratory procedures"
"167223000","Mid stream urine sent to laboratory (situation)","4615.00","MSU sent to lab.","4 - Laboratory procedures"
"167224006","Mid stream urine = no abnormality (finding)","4616.00","MSU = no abnormality","4 - Laboratory procedures"
"167225007","Mid stream urine = abnormal (finding)","4617.00","MSU = abnormal","4 - Laboratory procedures"
"167227004","Mid stream urine = no growth (finding)","4619.00","MSU = no growth","4 - Laboratory procedures"
"167228009","Mid stream urine = equivocal (finding)","461A.00","MSU = equivocal","4 - Laboratory procedures"
"167230006","Urine inspection (procedure)","462Z.00","Urine inspection NOS","4 - Laboratory procedures"
"167230006","Urine inspection (procedure)","462..00","Urine inspection","4 - Laboratory procedures"
"167231005","Urine = normal on inspection (finding)","4621.00","Urine = normal on inspection","4 - Laboratory procedures"
"167232003","Urine: dark/concentrated (finding)","4622.00","Urine: dark/concentrated","4 - Laboratory procedures"
"167233008","Urine: orange (finding)","4623.00","Urine: orange","4 - Laboratory procedures"
"167234002","Urine: pale (finding)","4624.00","Urine: pale","4 - Laboratory procedures"
"167235001","Urine: red - blood (finding)","4625.00","Urine: red - blood","4 - Laboratory procedures"
"167236000","Urine looks clear (finding)","4626.00","Urine: looks clear","4 - Laboratory procedures"
"167238004","Turbid urine (finding)","4628.00","Urine: turbid","4 - Laboratory procedures"
"167239007","Urine color abnormal (finding)","4629.00","Urine colour abnormal","4 - Laboratory procedures"
"167242001","Urine specific gravity normal (finding)","4631.00","Urine specific gravity normal","4 - Laboratory procedures"
"167243006","Urine specific gravity low (finding)","4632.00","Urine specific gravity low","4 - Laboratory procedures"
"167244000","Urine specific gravity high (finding)","4633.00","Urine specific gravity high","4 - Laboratory procedures"
"167247007","Urine smell normal (finding)","4641.00","Urine smell normal","4 - Laboratory procedures"
"167248002","Urine smell ammoniacal (finding)","4642.00","Urine smell ammoniacal","4 - Laboratory procedures"
"167249005","Urine smell fishy (finding)","4643.00","Urine smell fishy","4 - Laboratory procedures"
"167252002","Urine pregnancy test (procedure)","465Z.00","Urine pregnancy test NOS","4 - Laboratory procedures"
"167253007","Urine pregnancy test requested (situation)","4651.00","Urine pregnancy test requested","4 - Laboratory procedures"
"167254001","Urine pregnancy test negative (finding)","4652.00","Urine pregnancy test negative","4 - Laboratory procedures"
"167255000","Urine pregnancy test equivocal (finding)","4653.00","Urine pregnancy test equivocal","4 - Laboratory procedures"
"167256004","Urine pregnancy test positive (finding)","4654.00","Urine pregnancy test positive","4 - Laboratory procedures"
"167260001","Urine glucose test not done (situation)","4661.00","Urine glucose test not done","4 - Laboratory procedures"
"167261002","Urine glucose test negative (finding)","4662.00","Urine glucose test negative","4 - Laboratory procedures"
"167262009","Urine glucose test = trace (finding)","4663.00","Urine glucose test = trace","4 - Laboratory procedures"
"167264005","Urine glucose test = + (finding)","4664.00","Urine glucose test = +","4 - Laboratory procedures"
"167265006","Urine glucose test = ++ (finding)","4665.00","Urine glucose test = ++","4 - Laboratory procedures"
"167266007","Urine glucose test = +++ (finding)","4666.00","Urine glucose test = +++","4 - Laboratory procedures"
"167267003","Urine glucose test = ++++ (finding)","4667.00","Urine glucose test = ++++","4 - Laboratory procedures"
"167272007","Urine protein test not done (situation)","4671.00","Urine protein test not done","4 - Laboratory procedures"
"167273002","Urine protein test negative (finding)","4672.00","Urine protein test negative","4 - Laboratory procedures"
"167274008","Urine protein test = trace (finding)","4673.00","Urine protein test = trace","4 - Laboratory procedures"
"167275009","Urine protein test = + (finding)","4674.00","Urine protein test = +","4 - Laboratory procedures"
"167276005","Urine protein test = ++ (finding)","4675.00","Urine protein test = ++","4 - Laboratory procedures"
"167277001","Urine protein test = +++ (finding)","4676.00","Urine protein test = +++","4 - Laboratory procedures"
"167278006","Urine protein test = ++++ (finding)","4677.00","Urine protein test = ++++","4 - Laboratory procedures"
"167286006","Urine ketone test not done (situation)","4681.00","Urine ketone test not done","4 - Laboratory procedures"
"167287002","Urine ketone test negative (finding)","4682.00","Urine ketone test negative","4 - Laboratory procedures"
"167288007","Urine ketone test = trace (finding)","4683.00","Urine ketone test = trace","4 - Laboratory procedures"
"167289004","Urine ketone test = + (finding)","4684.00","Urine ketone test = +","4 - Laboratory procedures"
"167290008","Urine ketone test = ++ (finding)","4685.00","Urine ketone test = ++","4 - Laboratory procedures"
"167291007","Urine ketone test = +++ (finding)","4686.00","Urine ketone test = +++","4 - Laboratory procedures"
"167292000","Urine ketone test = ++++ (finding)","4687.00","Urine ketone test = ++++","4 - Laboratory procedures"
"167296002","Urine blood test not done (situation)","4691.00","Urine blood test not done","4 - Laboratory procedures"
"167297006","Urine blood test = negative (finding)","4692.00","Urine blood test = negative","4 - Laboratory procedures"
"167298001","Urine: trace non-hemolyzed blood (finding)","4693.00","Urine: trace non-haemol. blood","4 - Laboratory procedures"
"167299009","Urine: trace hemolyzed blood (finding)","4694.00","Urine: trace haemolysed blood","4 - Laboratory procedures"
"167300001","Urine blood test = + (finding)","4695.00","Urine blood test = +","4 - Laboratory procedures"
"167301002","Urine blood test = ++ (finding)","4696.00","Urine blood test = ++","4 - Laboratory procedures"
"167302009","Urine blood test = +++ (finding)","4697.00","Urine blood test = +++","4 - Laboratory procedures"
"167305006","Urine pH test (procedure)","46AZ.00","Urine pH NOS","4 - Laboratory procedures"
"167306007","Urine pH test not done (situation)","46A1.00","Urine pH test not done","4 - Laboratory procedures"
"167307003","Urine pH = 5.0 (finding)","46A2.00","Urine pH = 5.0","4 - Laboratory procedures"
"167308008","Urine pH = 6.0 (finding)","46A3.00","Urine pH = 6.0","4 - Laboratory procedures"
"167309000","Urine pH = 6.5 (finding)","46A4.00","Urine pH = 6.5","4 - Laboratory procedures"
"167310005","Urine pH = 7.0 (finding)","46A5.00","Urine pH = 7.0","4 - Laboratory procedures"
"167311009","Urine pH = 7.5 (finding)","46A6.00","Urine pH = 7.5","4 - Laboratory procedures"
"167312002","Urine pH = 8.0 (finding)","46A7.00","Urine pH = 8.0","4 - Laboratory procedures"
"167313007","Urine pH = 8.5 (finding)","46A8.00","Urine pH = 8.5","4 - Laboratory procedures"
"167316004","Urine bacteriuria test (procedure)","46B..00","Urine bacteriuria test","4 - Laboratory procedures"
"167316004","Urine bacteriuria test (procedure)","46BZ.00","Urine bacteria test NOS","4 - Laboratory procedures"
"167317008","Urine bacteria test not done (situation)","46B1.00","Urine bacteria test not done","4 - Laboratory procedures"
"167318003","Urine bacteria test: negative (finding)","46B2.00","Urine bacteria test: negative","4 - Laboratory procedures"
"167321001","Urine dipstick for urobilinogen (procedure)","46C..00","Urine urobilinogen test","4 - Laboratory procedures"
"167321001","Urine dipstick for urobilinogen (procedure)","46CZ.00","Urine urobilinogen test NOS","4 - Laboratory procedures"
"167322008","Urine urobilinogen not tested (situation)","46C1.00","Urine urobilinogen not tested","4 - Laboratory procedures"
"167323003","Urine urobilinogen negative (finding)","46C2.00","Urine urobilinogen negative","4 - Laboratory procedures"
"167324009","Urine urobilinogen = trace (finding)","46C3.00","Urine urobilinogen = trace","4 - Laboratory procedures"
"167325005","Urine urobilinogen = + (finding)","46C4.00","Urine urobilinogen = +","4 - Laboratory procedures"
"167326006","Urine urobilinogen = ++ (finding)","46C5.00","Urine urobilinogen = ++","4 - Laboratory procedures"
"167327002","Urine urobilinogen = +++ (finding)","46C6.00","Urine urobilinogen = +++","4 - Laboratory procedures"
"167328007","Urine urobilinogen = ++++ (finding)","46C7.00","Urine urobilinogen = ++++","4 - Laboratory procedures"
"167331008","Urine sent for microscopy (situation)","46D1.00","Urine sent for microscopy","4 - Laboratory procedures"
"167332001","Urine microscopy no abnormality detected (finding)","46D2.00","Urine microscopy = NAD","4 - Laboratory procedures"
"167333006","Urine microscopy = abnormality (finding)","46D3.00","Urine microscopy = abnormality","4 - Laboratory procedures"
"167336003","Urine microscopy: no casts (finding)","46E1.00","Urine microscopy: no casts","4 - Laboratory procedures"
"167337007","Urine microscopy: epithelial casts (finding)","46E2.00","Urine microscopy: epith. casts","4 - Laboratory procedures"
"167340007","Urine microscopy for crystals (procedure)","46FZ.00","Urine microscopy: crystals NOS","4 - Laboratory procedures"
"167341006","Urine microscopy: no crystals (finding)","46F1.00","Urine microscopy: no crystals","4 - Laboratory procedures"
"167342004","Urine microscopy: Ca oxalate crystal (finding)","46F2.00","Urine micr.:Ca oxalate crystal","4 - Laboratory procedures"
"167343009","Urine microscopy: uric acid crystals (finding)","46F3.11","Uric acid cryst.-urine","4 - Laboratory procedures"
"167343009","Urine microscopy: uric acid crystals (finding)","46F3.00","Urine micr.:uric acid crystals","4 - Laboratory procedures"
"167344003","Urine microscopy: phosphate crystals (finding)","46F4.00","Urine micr.:phosphate crystals","4 - Laboratory procedures"
"167344003","Urine microscopy: phosphate crystals (finding)","46F4.11","Phosphate cryst.- urine","4 - Laboratory procedures"
"167345002","Urine microscopy: cysteine crystals (finding)","46F5.11","Cysteine cryst.- urine","4 - Laboratory procedures"
"167345002","Urine microscopy: cysteine crystals (finding)","46F5.00","Urine micr.: Cysteine crystals","4 - Laboratory procedures"
"167346001","Urine microscopy: leucine crystals (finding)","46F6.11","Leucine cryst.- urine","4 - Laboratory procedures"
"167346001","Urine microscopy: leucine crystals (finding)","46F6.00","Urine micr.: Leucine crystals","4 - Laboratory procedures"
"167347005","Urine microscopy: tyrosine crystals (finding)","46F7.00","Urine micr.: Tyrosine crystals","4 - Laboratory procedures"
"167347005","Urine microscopy: tyrosine crystals (finding)","46F7.11","Tyrosine cryst.- urine","4 - Laboratory procedures"
"167349008","Urine microscopy for cells (procedure)","46GZ.00","Urine microscopy: cells NOS","4 - Laboratory procedures"
"167350008","Urine microscopy: no cells (procedure)","46G1.00","Urine microscopy: no cells","4 - Laboratory procedures"
"167351007","Urine microscopy: no epithelial cells (procedure)","46G1000","Urine microscopy: no epithelial cells","4 - Laboratory procedures"
"167352000","Urine microscopy: no white cells (procedure)","46G1100","Urine microscopy: no white cells","4 - Laboratory procedures"
"167354004","Urine microscopy: epithelial cells (procedure)","46G3.00","Urine micr.: epithelial cells","4 - Laboratory procedures"
"167363002","Urine microscopy: no organisms or foreign bodies (finding)","46H1.00","Urine microscopy: no orgs/FB's","4 - Laboratory procedures"
"167365009","Foreign body present on urine microscopy (finding)","46H2.00","Urine micr.: FB present","4 - Laboratory procedures"
"167366005","Urine microscopy: parasites present (finding)","46H3.00","Urine micr.: parasites present","4 - Laboratory procedures"
"167367001","Urine microscopy: bacteria present (finding)","46H4.00","Urine micr.: bacteria present","4 - Laboratory procedures"
"167370002","24 hour urine volume normal (finding)","46I1.00","24 hour urine volume normal","4 - Laboratory procedures"
"167371003","24 hour urine volume excessive (finding)","46I2.00","24 hour urine volume excessive","4 - Laboratory procedures"
"167372005","24 hour urine volume reduced (finding)","46I3.00","24 hour urine volume reduced","4 - Laboratory procedures"
"167373000","24 hour urine volume abnormal (finding)","46I4.00","24 hour urine volume abnormal","4 - Laboratory procedures"
"167375007","Urine sex hormone measurement (procedure)","46JZ.00","Urine sex hormone titre NOS","4 - Laboratory procedures"
"167387000","Urine 17 ketogenic steroid level normal (finding)","46JB000","Urine 17 ketogenic steroid level normal","4 - Laboratory procedures"
"167388005","Urine 17 ketogenic steroid level abnormal (finding)","46JB100","Urine 17 ketogenic steroid level abnormal","4 - Laboratory procedures"
"167390006","Urine sex hormone 24 hour assay (procedure)","46K..00","Urine sex hormone 24 hr. assay","4 - Laboratory procedures"
"167390006","Urine sex hormone 24 hour assay (procedure)","46KZ.00","Urine sex hor. 24hr. assay NOS","4 - Laboratory procedures"
"167403003","Urine adrenalin level normal (finding)","46L1000","Urine adrenalin level normal","4 - Laboratory procedures"
"167404009","Urine adrenalin level abnormal (finding)","46L1100","Urine adrenalin level abnormal","4 - Laboratory procedures"
"167406006","Urine norepinephrine level normal (finding)","46L2000","Urine noradrenaline level normal","4 - Laboratory procedures"
"167407002","Urine norepinephrine level abnormal (finding)","46L2100","Urine noradrenaline level abnormal","4 - Laboratory procedures"
"167411008","Urine vanillylmandelic acid normal (finding)","46L5000","Urine VMA normal","4 - Laboratory procedures"
"167425009","Urine electrolytes normal (finding)","46M1.00","Urine electrolytes normal","4 - Laboratory procedures"
"167426005","Urine electrolytes abnormal (finding)","46M2.00","Urine electrolytes abnormal","4 - Laboratory procedures"
"167430008","Urine urate normal (finding)","46M5000","Urine urate normal","4 - Laboratory procedures"
"167431007","Urine urate abnormal (finding)","46M5100","Urine urate abnormal","4 - Laboratory procedures"
"167450007","Urine protein normal (finding)","46N1.00","Urine protein normal","4 - Laboratory procedures"
"167451006","Urine protein abnormal (finding)","46N2.00","Urine protein abnormal","4 - Laboratory procedures"
"167457005","Urine protein electrophoresis normal (finding)","46O1.00","Urine protein electr. normal","4 - Laboratory procedures"
"167458000","Urine protein electrophoresis abnormal (finding)","46O2.00","Urine protein electr. abnormal","4 - Laboratory procedures"
"167470001","Urine calcium normal (finding)","46P4000","Urine calcium normal","4 - Laboratory procedures"
"167471002","Urine calcium abnormal (finding)","46P4100","Urine calcium abnormal","4 - Laboratory procedures"
"167481003","No drug found in urine (finding)","46Q1.00","No drug found in urine","4 - Laboratory procedures"
"167509001","Urine - bile chemistry measurement (procedure)","46RZ.00","Urine - bile chemistry NOS","4 - Laboratory procedures"
"167510006","Urine: no bile products (finding)","46R1.00","Urine: no bile products","4 - Laboratory procedures"
"167511005","Urine: bile products present (finding)","46R2.00","Urine: bile products present","4 - Laboratory procedures"
"167520001","Urine: no reducing substances (finding)","46S1.00","Urine: no reducing substances","4 - Laboratory procedures"
"167523004","Urine glucose chemical titer measurement (procedure)","46S4.11","Glucose - urine titre","4 - Laboratory procedures"
"167523004","Urine glucose chemical titer measurement (procedure)","46S4.00","Urine glucose: chem. titre","4 - Laboratory procedures"
"167568007","Urine culture - no growth (finding)","46U1.00","Urine culture - no growth","4 - Laboratory procedures"
"167569004","Urine culture - mixed growth (finding)","46U2.00","Urine culture - mixed growth","4 - Laboratory procedures"
"167570003","Urine culture - E. coli (finding)","46U3.11","Urine culture - Escherich.coli","4 - Laboratory procedures"
"167570003","Urine culture - E. coli (finding)","46U3.00","Urine culture - E. Coli","4 - Laboratory procedures"
"167571004","Urine culture - Proteus (finding)","46U4.00","Urine culture - Proteus","4 - Laboratory procedures"
"167572006","Urine culture - Streptococcus faecalis (finding)","46U5.00","Urine culture - Str. faecalis","4 - Laboratory procedures"
"167573001","Urine culture - Staph. albus (finding)","46U6.00","Urine culture - Staph. albus","4 - Laboratory procedures"
"167574007","Urine culture - Pseudomonas (finding)","46U7.00","Urine culture - Pseudomonas","4 - Laboratory procedures"
"167576009","Urine culture - acid-fast bacilli (finding)","46U9.00","Urine cult - acid-fast bacilli","4 - Laboratory procedures"
"167578005","Measurement of urine volume over 6 hours (procedure)","46V1.00","Urine volume over 6 hrs","4 - Laboratory procedures"
"167582007","Urine microalbumin positive (finding)","46W0.00","Urine microalbumin positive","4 - Laboratory procedures"
"167583002","Urine microalbumin negative (finding)","46W1.00","Urine microalbumin negative","4 - Laboratory procedures"
"167592004","Examination of feces (procedure)","47Z..00","Faeces examination NOS","4 - Laboratory procedures"
"167592004","Examination of feces (procedure)","47...11","Motions - exam. of","4 - Laboratory procedures"
"167592004","Examination of feces (procedure)","47...00","Examination of faeces","4 - Laboratory procedures"
"167593009","Feces examination - general (procedure)","471Z.00","Faeces exam. - general NOS","4 - Laboratory procedures"
"167593009","Feces examination - general (procedure)","471..00","Faeces examination - general","4 - Laboratory procedures"
"167594003","Feces not examined (situation)","4711.00","Faeces not examined","4 - Laboratory procedures"
"167595002","Feces sent for examination (situation)","4712.00","Faeces sent for examination","4 - Laboratory procedures"
"167596001","Feces examined - normal (finding)","4713.00","Faeces examined - normal","4 - Laboratory procedures"
"167599008","Odor of stool (observable entity)","472..12","Smell - faeces","4 - Laboratory procedures"
"167599008","Odor of stool (observable entity)","472Z.00","Faeces odour NOS","4 - Laboratory procedures"
"167599008","Odor of stool (observable entity)","472..11","Faeces odour","4 - Laboratory procedures"
"167599008","Odor of stool (observable entity)","472..00","Faeces examination - odour","4 - Laboratory procedures"
"167600006","Feces odor normal (finding)","4721.00","Faeces odour: normal","4 - Laboratory procedures"
"167601005","Feces odor: musty (finding)","4722.00","Faeces odour: musty","4 - Laboratory procedures"
"167602003","Feces odor: offensive (finding)","4723.00","Faeces odour: offensive","4 - Laboratory procedures"
"167604002","Color of stool (observable entity)","473Z.00","Faeces colour: NOS","4 - Laboratory procedures"
"167604002","Color of stool (observable entity)","473..00","Faeces examination - colour","4 - Laboratory procedures"
"167604002","Color of stool (observable entity)","473..11","Faeces colour","4 - Laboratory procedures"
"167605001","Feces color normal (finding)","4731.00","Faeces colour: normal","4 - Laboratory procedures"
"167607009","Feces color: yellow (finding)","4733.00","Faeces colour: yellow","4 - Laboratory procedures"
"167608004","Feces color: meconium (finding)","4734.00","Faeces colour: meconium","4 - Laboratory procedures"
"167609007","Feces color: green (finding)","4735.00","Faeces colour: green","4 - Laboratory procedures"
"167609007","Feces color: green (finding)","4735.11","Green stools","4 - Laboratory procedures"
"167613000","Examination of feces consistency (observable entity)","474..00","Faeces exam. - consistency","4 - Laboratory procedures"
"167613000","Examination of feces consistency (observable entity)","474Z.00","Faeces consistency: NOS","4 - Laboratory procedures"
"167613000","Examination of feces consistency (observable entity)","474..11","Faeces consistency","4 - Laboratory procedures"
"167614006","Feces consistency: normal (finding)","4741.00","Faeces consistency: normal","4 - Laboratory procedures"
"167621006","Feces quantity (observable entity)","475..11","Faeces quantity","4 - Laboratory procedures"
"167621006","Feces quantity (observable entity)","475Z.00","Faeces quantity: NOS","4 - Laboratory procedures"
"167621006","Feces quantity (observable entity)","475..00","Faeces examination - quantity","4 - Laboratory procedures"
"167622004","Feces quantity: normal (finding)","4751.00","Faeces quantity: normal","4 - Laboratory procedures"
"167623009","Feces quantity bulky (finding)","4752.00","Faeces quantity: bulky","4 - Laboratory procedures"
"167624003","Feces quantity sparse (finding)","4753.00","Faeces quantity: sparse","4 - Laboratory procedures"
