code,description,tag
258515000,Coronal sulcus of penis swab (specimen),specimen
258516004,Frenulum of penis swab (specimen),specimen
258517008,Shaft of penis swab (specimen),specimen
258518003,Scrotal swab (specimen),specimen
258519006,Female genital swab (specimen),specimen
258520000,Vaginal swab (specimen),specimen
258521001,High vaginal swab (specimen),specimen
258522008,Low vaginal swab (specimen),specimen
258523003,Vulval swab (specimen),specimen
258524009,Cervical swab (specimen),specimen
258525005,Perineal swab (specimen),specimen
258526006,Perianal swab (specimen),specimen
258527002,Anal swab (specimen),specimen
258528007,Rectal swab (specimen),specimen
258529004,Throat swab (specimen),specimen
258530009,Urethral swab (specimen),specimen
258531008,Wound swab (specimen),specimen
258532001,Swab of inanimate object (specimen),specimen
258535004,Floor swab (specimen),specimen
258536003,Incubator swab (specimen),specimen
258537007,Surface swab (specimen),specimen
258538002,Transudate sample (specimen),specimen
258539005,Bone and joint sample (specimen),specimen
258540007,Prosthetic joint sample (specimen),specimen
258541006,Cardiovascular sample (specimen),specimen
258542004,Heart valve sample (specimen),specimen
258543009,Prosthetic heart valve sample (specimen),specimen
258544003,Native heart valve sample (specimen),specimen
258545002,Vegetation from prosthetic heart valve (specimen),specimen
258546001,Vegetation from native heart valve (specimen),specimen
258547005,Cardiac bypass pump fluid sample (specimen),specimen
258548000,Dermatological sample (specimen),specimen
258549008,Skin scale sample (specimen),specimen
258553005,Duodenal string (specimen),specimen
258554004,Fecal concretion sample (specimen),specimen
258555003,Hot stool sample (specimen),specimen
258556002,Rectal scrapes (specimen),specimen
258558001,Oral secretion sample (specimen),specimen
258559009,Gingivocrevicular fluid sample (specimen),specimen
258560004,Oral saliva sample (specimen),specimen
258561000,Parotid gland saliva sample (specimen),specimen
258562007,Genetic sample (specimen),specimen
258563002,Amniotic cell sample (specimen),specimen
258564008,Buccal smear sample (specimen),specimen
258565009,Chorionic villi sample (specimen),specimen
258566005,Deoxyribonucleic acid sample (specimen),specimen
258567001,Gonad sample (specimen),specimen
258568006,Polar body sample (specimen),specimen
258569003,Skin fibroblast sample (specimen),specimen
258570002,Genitourinary sample (specimen),specimen
258571003,Machine hemodialysate sample (specimen),specimen
258572005,Ultrafiltrate sample (specimen),specimen
258574006,Mid-stream urine sample (specimen),specimen
258575007,Early morning urine sample (specimen),specimen
258576008,Suprapubic aspirate sample (specimen),specimen
258577004,Vaginal secretion sample (specimen),specimen
258580003,Whole blood sample (specimen),specimen
258581004,Clotted blood sample (specimen),specimen
258582006,Blood clot sample (specimen),specimen
258583001,Bone marrow clot sample (specimen),specimen
258584007,Bone marrow fragment sample (specimen),specimen
258585008,Bone marrow trephine sample (specimen),specimen
258587000,Buffy coat (specimen),specimen
258588005,Hematoma sample (specimen),specimen
258589002,Lymph node sample (specimen),specimen
258590006,Acidified serum sample (specimen),specimen
258591005,White blood cell sample (specimen),specimen
258599007,Contact lens solution sample (specimen),specimen
258601009,Lens sample (specimen),specimen
258602002,Intraocular lens sample (specimen),specimen
258603007,Respiratory sample (specimen),specimen
258604001,Upper respiratory sample (specimen),specimen
258606004,Lower respiratory sample (specimen),specimen
258607008,Bronchoalveolar lavage fluid sample (specimen),specimen
258608003,Sputum specimen obtained by aspiration (specimen),specimen
258609006,Sputum specimen obtained by aspiration from trachea (specimen),specimen
258610001,Sputum specimen obtained by sputum induction (specimen),specimen
258611002,Sputum specimen obtained from sputum suction trap (specimen),specimen
258613004,Living sample (specimen),specimen
258614005,Insect sample (specimen),specimen
258615006,Larva sample (specimen),specimen
258616007,Maggot sample (specimen),specimen
258617003,Parasite sample (specimen),specimen
258618008,Helminth sample (specimen),specimen
258627009,Cannula tip (specimen),specimen
258628004,Vascular cannula tip (specimen),specimen
258629007,Arterial cannula tip (specimen),specimen
258630002,Venous cannula tip (specimen),specimen
258631003,Arteriovenous shunt tip (specimen),specimen
258647001,Drain tip (specimen),specimen
258649003,Intravenous infusion fluid sample (specimen),specimen
258650003,Intravenous lipid infusion fluid sample (specimen),specimen
258651004,Cream sample (specimen),specimen
258652006,Ice-cream sample (specimen),specimen
258653001,Formula milk sample (specimen),specimen
258654007,Soy milk sample (specimen),specimen
258655008,Cow's milk sample (specimen),specimen
258656009,Whole milk sample (specimen),specimen
258657000,Semi-skimmed milk sample (specimen),specimen
258658005,Skimmed milk sample (specimen),specimen
258659002,Sheep's milk sample (specimen),specimen
258660007,Goat's milk sample (specimen),specimen
258661006,Slide (specimen),specimen
258662004,Adhesive slide (specimen),specimen
258663009,Sellotape slide (specimen),specimen
258664003,Scotch tape slide (specimen),specimen
264380007,Synovial fluid cells (specimen),specimen
271514008,Sternal bone marrow sample (specimen),specimen
271515009,Iliac crest bone marrow sample (specimen),specimen
271516005,Vertebral spinous process bone marrow sample (specimen),specimen
271518006,Rib bone marrow sample (specimen),specimen
276446009,Cervical smear sample (specimen),specimen
276833005,24 hour urine sample (specimen),specimen
278020009,Spot urine sample (specimen),specimen
302794003,Nasogastric aspirate (specimen),specimen
302795002,Lymph node aspirate (specimen),specimen
303247002,Adrenal tissue sample (specimen),specimen
303248007,Blood film sample (specimen),specimen
309048008,Endocrine sample (specimen),specimen
309049000,Lesion sample (specimen),specimen
309050000,Body substance sample (specimen),specimen
309051001,Body fluid sample (specimen),specimen
309052008,Male genital sample (specimen),specimen
309053003,Female genital sample (specimen),specimen
309055005,Breast fluid sample (specimen),specimen
309057002,Breast direct smear sample (specimen),specimen
309058007,Breast tru-cut biopsy sample (specimen),specimen
309059004,Frozen section breast sample (specimen),specimen
309061008,Breast fine needle aspirate sample (specimen),specimen
309066003,Skin biopsy sample (specimen),specimen
309067007,Specimen from skin obtained by curettage (specimen),specimen
309068002,Skin lesion sample (specimen),specimen
309070006,Vulval skin biopsy sample (specimen),specimen
309071005,Penis skin biopsy sample (specimen),specimen
309072003,Soft tissue sample (specimen),specimen
309073008,Lipoma biopsy sample (specimen),specimen
309074002,Soft tissue biopsy sample (specimen),specimen
309075001,Skin cyst sample (specimen),specimen
309077009,Spleen resection sample (specimen),specimen
309078004,Lymph node tissue sample (specimen),specimen
309079007,Lymph node biopsy sample (specimen),specimen
309101008,Cartilage sample (specimen),specimen
309102001,Cartilage biopsy sample (specimen),specimen
309103006,Excised cartilage sample (specimen),specimen
309104000,Musculoskeletal sample (specimen),specimen
309105004,Bone biopsy sample (specimen),specimen
309107007,Tendon sample (specimen),specimen
309108002,Excised tendon sample (specimen),specimen
309109005,Bursa sample (specimen),specimen
309110000,Bursa tissue sample (specimen),specimen
309111001,Bursa biopsy sample (specimen),specimen
309112008,Excised bursa sample (specimen),specimen
309113003,Tendon biopsy sample (specimen),specimen
309114009,Ligament sample (specimen),specimen
309115005,Ligament biopsy sample (specimen),specimen
309116006,Excised ligament sample (specimen),specimen
309117002,Fascia sample (specimen),specimen
309118007,Fascia biopsy sample (specimen),specimen
309119004,Excised fascia sample (specimen),specimen
309120005,Head of femur sample (specimen),specimen
309121009,Synovial tissue sample (specimen),specimen
309122002,Synovium biopsy sample (specimen),specimen
309123007,Synovial sample (specimen),specimen
309124001,Joint biopsy sample (specimen),specimen
309125000,Joint sample (specimen),specimen
309126004,Articular tissue sample (specimen),specimen
309127008,Resected articular tissue sample (specimen),specimen
309128003,Eye fluid sample (specimen),specimen
309129006,Nerve tissue sample (specimen),specimen
309130001,Nerve biopsy sample (specimen),specimen
309131002,Neuroma sample (specimen),specimen
309132009,Prostate biopsy sample (specimen),specimen
309133004,Resected prostate sample (specimen),specimen
309134005,Prostate tru-cut biopsy sample (specimen),specimen
309135006,Hydrocele sample (specimen),specimen
309137003,Testes biopsy sample (specimen),specimen
309138008,Orchidectomy sample (specimen),specimen
309139000,Vas deferens sample (specimen),specimen
309140003,Epididymis sample (specimen),specimen
309141004,Adrenal gland sample (specimen),specimen
309142006,Adrenal biopsy sample (specimen),specimen
309143001,Excised adrenal gland sample (specimen),specimen
309144007,Thyroid lobe sample (specimen),specimen
309145008,Thyroid fluid sample (specimen),specimen
309146009,Thyroid fine needle aspirate sample (specimen),specimen
309147000,Thyroid cyst fluid sample (specimen),specimen
309148005,Thyroid direct smear sample (specimen),specimen
309149002,Parathyroid sample (specimen),specimen
309150002,Parathyroid tissue sample (specimen),specimen
309151003,Parathyroid biopsy sample (specimen),specimen
309153000,Excised parathyroid sample (specimen),specimen
309154006,Pituitary sample (specimen),specimen
309164002,Upper respiratory swab sample (specimen),specimen
309165001,Ear sample (specimen),specimen
309166000,Ear swab sample (specimen),specimen
309167009,Middle ear biopsy sample (specimen),specimen
309168004,Upper respiratory tissue sample (specimen),specimen
309169007,Tracheal biopsy sample (specimen),specimen
309170008,Lower respiratory tissue sample (specimen),specimen
309171007,Lower respiratory fluid sample (specimen),specimen
309172000,Pleura biopsy sample (specimen),specimen
309173005,Transbronchial lung biopsy sample (specimen),specimen
309174004,Bronchial biopsy sample (specimen),specimen
309175003,Resected lung sample (specimen),specimen
309176002,Bronchial brushings sample (specimen),specimen
309177006,Lung direct smear sample (specimen),specimen
309178001,Nasal biopsy sample (specimen),specimen
309179009,Nasal polyp sample (specimen),specimen
309180007,Nasopharyngeal biopsy sample (specimen),specimen
309181006,Mastoid biopsy sample (specimen),specimen
309182004,Larynx biopsy sample (specimen),specimen
309183009,Laryngectomy sample (specimen),specimen
309184003,Vocal cord biopsy sample (specimen),specimen
309185002,Oral cavity sample (specimen),specimen
309186001,Oral tissue sample (specimen),specimen
309187005,Dental tissue sample (specimen),specimen
309188000,Mouth biopsy sample (specimen),specimen
309189008,Tongue biopsy sample (specimen),specimen
309190004,Excised salivary gland sample (specimen),specimen
309191000,Tonsil biopsy sample (specimen),specimen
309192007,Tonsillectomy sample (specimen),specimen
309193002,Pharyngeal biopsy sample (specimen),specimen
309199003,Gastrointestinal fluid sample (specimen),specimen
309200000,Rectal tissue sample (specimen),specimen
309201001,Ascitic fluid sample (specimen),specimen
309202008,Gastrointestinal direct smear (specimen),specimen
309203003,Liver biopsy sample (specimen),specimen
309204009,Liver direct smear sample (specimen),specimen
309205005,Cholecystectomy sample (specimen),specimen
309206006,Pancreas biopsy sample (specimen),specimen
309207002,Peritoneal biopsy sample (specimen),specimen
309208007,Omentum biopsy sample (specimen),specimen
309209004,Esophageal biopsy sample (specimen),specimen
309210009,Esophageal brushings sample (specimen),specimen
309211008,Gastric biopsy sample (specimen),specimen
309212001,Gastric antral biopsy sample (specimen),specimen
309213006,Gastric brushings sample (specimen),specimen
309214000,Gastric fundus biopsy sample (specimen),specimen
309215004,Gastric ulcer sample (specimen),specimen
309216003,Duodenal biopsy sample (specimen),specimen
309217007,Ileal biopsy sample (specimen),specimen
309218002,Ileal resection sample (specimen),specimen
309219005,Jejunal biopsy sample (specimen),specimen
309220004,Small bowel resection sample (specimen),specimen
309221000,Terminal ileum resection sample (specimen),specimen
309222007,Appendix sample (specimen),specimen
309223002,Colectomy sample (specimen),specimen
309224008,Colon strip sample (specimen),specimen
309225009,Colonic biopsy sample (specimen),specimen
309226005,Colonic polyp sample (specimen),specimen
309227001,Sigmoid colonic polyp sample (specimen),specimen
309260003,Sigmoid colon biopsy sample (specimen),specimen
309261004,Sigmoid colon brushings sample (specimen),specimen
309262006,Rectal biopsy sample (specimen),specimen
309263001,Rectal polyp sample (specimen),specimen
309264007,Excised rectum sample (specimen),specimen
309265008,Anal biopsy sample (specimen),specimen
309266009,Anal polyp sample (specimen),specimen
309267000,Anal resection sample (specimen),specimen
309268005,Urological fluid sample (specimen),specimen
309269002,Kidney biopsy sample (specimen),specimen
309270001,Specimen from kidney obtained by excision (specimen),specimen
309271002,Ureter biopsy sample (specimen),specimen
309272009,Urinary bladder tissue sample (specimen),specimen
309273004,Bladder biopsy sample (specimen),specimen
309274005,Bladder curettings sample (specimen),specimen
309275006,Cystectomy sample (specimen),specimen
309276007,Frozen section bladder sample (specimen),specimen
309277003,Urethra biopsy sample (specimen),specimen
309278008,Female genital tissue sample (specimen),specimen
309280002,Vaginal biopsy sample (specimen),specimen
309281003,Vaginal vault biopsy sample (specimen),specimen
309283000,Cervical biopsy sample (specimen),specimen
309285007,Cervical loop excision sample (specimen),specimen
309286008,Cervical polyp sample (specimen),specimen
309287004,Hysterectomy and bilateral salpingo-oophorectomy sample (specimen),specimen
309288009,Endometrial polyp sample (specimen),specimen
309289001,Endometrial resection sample (specimen),specimen
309290005,Fallopian tube biopsy sample (specimen),specimen
309291009,Ovarian cyst sample (specimen),specimen
309292002,Ovarian fluid sample (specimen),specimen
309293007,Placenta biopsy sample (specimen),specimen
309476009,Neck block dissection sample (specimen),specimen
309478005,Thrombus sample (specimen),specimen
309479002,Artery sample (specimen),specimen
309480004,Vein sample (specimen),specimen
309481000,Temporal artery sample (specimen),specimen
309482007,Frozen section lymph node sample (specimen),specimen
309483002,Lip biopsy sample (specimen),specimen
309484008,Parotidectomy sample (specimen),specimen
309485009,Excised sublingual gland sample (specimen),specimen
309486005,Excised submandibular gland sample (specimen),specimen
309487001,Total colectomy sample (specimen),specimen
309488006,Partial colectomy sample (specimen),specimen
309489003,Anterior resection of rectum sample (specimen),specimen
309490007,Specimen from pancreas obtained by excision (specimen),specimen
309491006,Biliary tract tissue sample (specimen),specimen
309493009,Bile duct biopsy sample (specimen),specimen
309494003,Ampulla of Vater biopsy sample (specimen),specimen
309495002,Omentum tissue sample (specimen),specimen
309496001,Omentectomy sample (specimen),specimen
309497005,Total nephrectomy sample (specimen),specimen
309498000,Partial nephrectomy sample (specimen),specimen
309499008,Foreskin biopsy sample (specimen),specimen
309501000,Hysterectomy sample (specimen),specimen
309502007,Fetus specimen (specimen),specimen
309503002,Breast nipple discharge sample (specimen),specimen
309504008,Skin punch biopsy sample (specimen),specimen
309505009,Skin incision biopsy sample (specimen),specimen
309506005,Skin excision biopsy sample (specimen),specimen
309507001,Muscle biopsy sample (specimen),specimen
309508006,Soft tissue lesion fine needle aspirate sample (specimen),specimen
309546004,Lumpectomy breast sample (specimen),specimen
309547008,Segmentectomy breast sample (specimen),specimen
309548003,Breast duct sample (specimen),specimen
309549006,Minor salivary gland sample (specimen),specimen
312494007,Vaginal vault smear sample (specimen),specimen
363311008,Specimen from digestive system (specimen),specimen
363328006,Tissue specimen from digestive system (specimen),specimen
363329003,Tissue specimen from respiratory system (specimen),specimen
369611008,Tissue specimen obtained from small intestine by biopsy (specimen),specimen
369613006,Tissue specimen obtained for Hodgkin's disease by biopsy (specimen),specimen
369614000,Tissue specimen obtained from extrahepatic bile ducts by biopsy (specimen),specimen
369615004,Tissue specimen obtained from extrahepatic bile ducts by choledochal cyst resection (specimen),specimen
369616003,Tissue specimen obtained from gallbladder by biopsy (specimen),specimen
369617007,Tissue specimen obtained from gallbladder by cholecystectomy with partial hepatectomy (specimen),specimen
369618002,Tissue specimen obtained from vulva by biopsy (specimen),specimen
370108001,Extrahepatic bile duct cytologic material (specimen),specimen
371780008,Specimen for identification (specimen),specimen
371782000,Human bone for identification (specimen),specimen
371783005,Human tissue for identification (specimen),specimen
371784004,Body parts for identification (specimen),specimen
373101006,Breast cytologic material obtained by percutaneous core biopsy (specimen),specimen
373102004,Specimen from breast obtained by image guided core biopsy (specimen),specimen
373103009,Breast cytologic material obtained by incisional biopsy (specimen),specimen
373192005,Lymph node from axillary dissection (specimen),specimen
373193000,Lymph node from sentinel lymph node dissection (specimen),specimen
373826004,Surgical excision sample (specimen),specimen
384744003,Lymph node from sentinel lymph node dissection and axillary dissection (specimen),specimen
384746001,Specimen from lung obtained by wedge biopsy (specimen),specimen
384747005,Specimen from lung obtained by needle biopsy using computed tomography guidance (specimen),specimen
384819001,Specimen from prostate obtained by needle biopsy (specimen),specimen
384820007,Specimen from prostate obtained by transurethral resection (specimen),specimen
385338007,Specimen from anus obtained by transanal disk excision (specimen),specimen
385339004,"Specimen from anus obtained by transanal disk excision, intact (specimen)",specimen
385340002,"Specimen from anus obtained by transanal disk excision, fragmented (specimen)",specimen
396273004,Specimen from uterine cervix obtained by excision of cervix (specimen),specimen
396353007,Specimen from skin obtained by elliptical excision (specimen),specimen
396354001,Specimen from skin obtained by wide excision (specimen),specimen
396355000,Specimen from skin obtained by excision (specimen),specimen
396356004,Specimen from skin obtained by re-excision (specimen),specimen
396357008,Specimen from skin obtained by elliptical re-excision (specimen),specimen
396358003,Specimen from skin obtained by wide re-excision (specimen),specimen
396359006,Lymph node from regional lymph node dissection (specimen),specimen
396476009,Specimen from liver obtained by right lobectomy (specimen),specimen
396477000,Specimen from liver obtained by extended right lobectomy (specimen),specimen
396478005,Specimen from liver obtained by medial segmentectomy (specimen),specimen
396479002,Specimen from liver obtained by left lateral segmentectomy (specimen),specimen
396480004,Specimen from liver obtained by total left lobectomy (specimen),specimen
396481000,Specimen from explanted liver (specimen),specimen
396483002,Specimen from skin obtained by shave excision (specimen),specimen
396525008,Specimen from adrenal gland obtained by needle biopsy (specimen),specimen
396526009,Specimen from adrenal gland obtained by partial adrenalectomy (specimen),specimen
396527000,Specimen from adrenal gland obtained by total adrenalectomy (specimen),specimen
396685001,Specimen from urinary bladder obtained by radical cystectomy (specimen),specimen
396804002,"Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, partial pancreatectomy (specimen)",specimen
396805001,"Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, total pancreatectomy (specimen)",specimen
396806000,"Specimen from pancreas obtained by pancreaticoduodenectomy, partial pancreatectomy (specimen)",specimen
396807009,"Specimen from pancreas obtained by pancreaticoduodenectomy, total pancreatectomy (specimen)",specimen
396896007,Specimen from thymus gland (specimen),specimen
396897003,Specimen from thymus gland obtained by transcervical thymectomy (specimen),specimen
396898008,Specimen from thymus gland obtained by thoracotomy (specimen),specimen
396899000,Specimen from thymus gland obtained by fine needle aspiration biopsy (specimen),specimen
396900005,Specimen from thymus gland obtained by needle biopsy using computed tomography guidance (specimen),specimen
396902002,Specimen from thymus gland obtained by transthoracic needle biopsy (specimen),specimen
396904001,Specimen from thymus gland obtained by limited thoracotomy (specimen),specimen
396906004,Specimen from thymus gland obtained by video assisted thoracotomy (specimen),specimen
396928004,Specimen from eye obtained by enucleation (specimen),specimen
396997002,Specimen from bone marrow obtained by aspiration (specimen),specimen
396998007,Specimen from bone marrow obtained by aspiration and biopsy (specimen),specimen
396999004,Specimen from bone marrow obtained by biopsy (specimen),specimen
397053005,Specimen from small intestine obtained by polypectomy (specimen),specimen
397055003,Specimen from small intestine obtained by segmental resection (specimen),specimen
397056002,Specimen from small intestine obtained by Whipple resection (specimen),specimen
397077004,Specimen obtained by incisional biopsy (specimen),specimen
397078009,Specimen obtained by excisional biopsy (specimen),specimen
397111007,Specimen from vagina obtained by partial vaginectomy (specimen),specimen
397129002,Specimen from vulva (specimen),specimen
397130007,Specimen from vulva obtained by local excision (specimen),specimen
397131006,Specimen from vulva obtained by wide excision (specimen),specimen
397132004,Specimen from vulva obtained by partial vulvectomy (specimen),specimen
397133009,Specimen from vulva obtained by total vulvectomy (specimen),specimen
397134003,Specimen from vulva obtained by radical vulvectomy (specimen),specimen
397135002,Specimen from pelvic lymph node (specimen),specimen
397136001,Specimen from inguinofemoral lymphadenectomy (specimen),specimen
397199005,Specimen from breast obtained by excision (specimen),specimen
397221008,Specimen from renal pelvis obtained by biopsy (specimen),specimen
397232008,Specimen from renal pelvis obtained by nephroureterectomy (specimen),specimen
397233003,Specimen from renal pelvis (specimen),specimen
397234009,Specimen from renal pelvis obtained by partial nephroureterectomy (specimen),specimen
397235005,Specimen from renal pelvis obtained by complete nephroureterectomy (specimen),specimen
397245007,Specimen from ovary obtained by hysterectomy with right salpingo-oophorectomy (specimen),specimen
397246008,Specimen from ovary obtained by hysterectomy with left salpingo-oophorectomy (specimen),specimen
397326000,Specimen from right fallopian tube obtained by hysterectomy with salpingo-oophorectomy (specimen),specimen
397333000,Specimen from right fallopian tube obtained by salpingectomy (specimen),specimen
397334006,Specimen from left fallopian tube obtained by salpingectomy (specimen),specimen
397436009,Specimen obtained by lymphadenectomy (specimen),specimen
397438005,Specimen from lymph node obtained by staging laparotomy (specimen),specimen
397455009,Specimen from thoracic mesothelium obtained by percutaneous needle biopsy (specimen),specimen
397456005,Specimen from thoracic mesothelium obtained by thoracoscopic biopsy (specimen),specimen
397457001,Specimen from thoracic mesothelium (specimen),specimen
397458006,Specimen from thoracic mesothelium obtained by open thoracotomy (specimen),specimen
397462000,Specimen from pericardium obtained by pericardial resection (specimen),specimen
397482001,Specimen from extrahepatic bile duct obtained by pancreaticoduodenectomy (specimen),specimen
397483006,Specimen from extrahepatic bile duct obtained by segmental resection of bile ducts (specimen),specimen
399388008,Specimen from left fallopian tube obtained by hysterectomy with salpingo-oophorectomy (specimen),specimen
399396003,Trophoblastic tissue obtained from uterus by dilation and curettage (specimen),specimen
399402006,Specimen from ureter (specimen),specimen
399407000,Specimen from ureter obtained by ureterectomy (specimen),specimen
399411006,Specimen from trophoblast (specimen),specimen
399436000,Specimen from central nervous system (specimen),specimen
399440009,Specimen from ureter obtained by nephroureterectomy (specimen),specimen
399443006,Specimen from eye obtained by complete exenteration (specimen),specimen
399447007,Trophoblastic tissue obtained by radical hysterectomy (specimen),specimen
399451009,Tissue specimen from retina (specimen),specimen
399460001,Specimen from extrahepatic bile duct (specimen),specimen
399467003,Specimen from uvea obtained by limited exenteration of eye (specimen),specimen
399484009,Superficial parotidectomy sample (specimen),specimen
399486006,Tissue specimen from vulva (specimen),specimen
399492000,Tissue specimen from lung (specimen),specimen
399499009,Specimen from uvea obtained by complete exenteration of eye (specimen),specimen
399502008,Trophoblastic tissue obtained by pelvic exenteration (specimen),specimen
399512001,Specimen from retina obtained by enucleation of eye (specimen),specimen
399526005,Specimen from major salivary gland (specimen),specimen
399532000,Tissue specimen from renal pelvis (specimen),specimen
399541005,Tissue specimen from extrahepatic bile duct (specimen),specimen
399542003,Tissue specimen from central nervous system (specimen),specimen
399551006,Specimen from central nervous system obtained by open biopsy (specimen),specimen
399559008,Specimen from uvea obtained by enucleation of eye (specimen),specimen
399572009,Tissue specimen from thymus gland (specimen),specimen
399603006,Specimen from retina obtained by complete exenteration of eye (specimen),specimen
399614009,Specimen from central nervous system obtained by total resection of tumor (specimen),specimen
399619004,Tissue specimen from uvea (specimen),specimen
399622002,Specimen from thyroid obtained by total thyroidectomy (specimen),specimen
399624001,Tissue specimen from ureter (specimen),specimen
399629006,Specimen from stomach obtained by gastrectomy (specimen),specimen
399633004,Specimen from thymus gland obtained by biopsy (specimen),specimen
399640003,Specimen from retina obtained by limited exenteration of eye (specimen),specimen
399645008,Tissue specimen from major salivary gland (specimen),specimen
399649002,Specimen from regional lymph node obtained by lymphadenectomy (specimen),specimen
399657004,Tissue specimen from trophoblast (specimen),specimen
399658009,Trophoblastic tissue obtained by hysterectomy (specimen),specimen
399661005,Specimen from pelvic lymphadenectomy (specimen),specimen
399672000,Tissue specimen from thoracic mesothelium (specimen),specimen
399680007,Specimen from thyroid (specimen),specimen
399689008,Specimen from thyroid obtained by thyroidectomy (specimen),specimen
399693002,Total parotidectomy sample (specimen),specimen
399713008,Specimen from uterine cervix obtained by cone biopsy (specimen),specimen
399728008,Specimen from central nervous system obtained by stereotactically guided core needle biopsy (specimen),specimen
399731009,Specimen from anus obtained by excision of anal polyp (specimen),specimen
399732002,Specimen from central nervous system obtained by partial excision of tumor (specimen),specimen
399735000,Specimen from eye obtained by limited exenteration (specimen),specimen
399741007,Specimen from kidney obtained by radical nephrectomy (specimen),specimen
399747006,Specimen from salivary gland (specimen),specimen
399751008,Specimen from uterus obtained by dilation and curettage (specimen),specimen
399752001,Specimen from anus obtained by abdominoperineal resection (specimen),specimen
404643001,Sputum smear specimen (specimen),specimen
405902005,Specimen obtained by radical excision (specimen),specimen
406101006,Tissue specimen from axilla (specimen),specimen
408654003,Specimen obtained by amputation (specimen),specimen
409821005,Timed urine specimen (specimen),specimen
409876003,Oral mucosal transudate sample (specimen),specimen
410580001,Respiratory fluid specimen (specimen),specimen
410581002,Upper respiratory fluid sample (specimen),specimen
410729004,Amniocentesis fluid sample (specimen),specimen
415293009,Respiratory secretion (specimen),specimen
415563002,Specimen from pancreas obtained by excisional biopsy (specimen),specimen
418564007,Pleural fluid specimen (specimen),specimen
418932006,Oral swab (specimen),specimen
419695002,Environmental swab (specimen),specimen
420548004,Specimen from mass lesion (specimen),specimen
421615004,Specimen from appendix obtained by appendectomy (specimen),specimen
422991009,Specimen from appendix and right colon obtained by appendectomy and right hemicolectomy (specimen),specimen
423671006,Specimen from peritoneal tumor implant (specimen),specimen
423696009,Specimen from appendix and colon obtained by appendectomy and right colectomy (specimen),specimen
425804000,Specimen obtained by wide resection (specimen),specimen
426815000,Specimen obtained by marginal resection (specimen),specimen
426924005,Specimen obtained by intralesional resection (specimen),specimen
427558003,Specimen obtained by core needle biopsy (specimen),specimen
429832000,Biliary fluid specimen obtained by drainage (specimen),specimen
429836002,Specimen from maxillary sinus obtained by irrigation (specimen),specimen
430117006,Eye region cytologic material (specimen),specimen
430131006,Specimen from seminal vesicle (specimen),specimen
430132004,Specimen from sympathetic nerve ganglion (specimen),specimen
430133009,Specimen from lip (specimen),specimen
430144001,Specimen from larynx (specimen),specimen
430157009,Specimen from meninges (specimen),specimen
430214008,Specimen from lower limb (specimen),specimen
430220009,Specimen from head and neck structure (specimen),specimen
430221008,Specimen from spinal cord (specimen),specimen
430222001,Specimen from tonsil (specimen),specimen
430228002,Specimen from tunica of testis (specimen),specimen
430232008,Specimen from trunk (specimen),specimen
430234009,Specimen from spermatic cord (specimen),specimen
430236006,Specimen from nerve (specimen),specimen
430238007,Specimen from nasal sinus (specimen),specimen
430241003,Ear cytologic material (specimen),specimen
430244006,Specimen from pericardium (specimen),specimen
430245007,Specimen from nasal fossae (specimen),specimen
430246008,Specimen from upper limb (specimen),specimen
430248009,Specimen from nasopharyngeal structure (specimen),specimen
430249001,Specimen from tongue (specimen),specimen
430250001,Specimen from peritoneum (specimen),specimen
430268003,Specimen from bone (specimen),specimen
430297000,Cytologic material obtained from unspecified body site (specimen),specimen
430304001,Specimen from unspecified body site (specimen),specimen
430309006,Cytologic material obtained from breast nipple discharge (specimen),specimen
430310001,Cytologic material obtained from sputum (specimen),specimen
430312009,Cytologic material obtained from synovial fluid (specimen),specimen
430318008,Cytologic material obtained from urine (specimen),specimen
430319000,Specimen from tooth (specimen),specimen
430346005,Liquid based cytologic material (specimen),specimen
430379005,Cytologic material obtained from pericardial fluid (specimen),specimen
430386002,Spermatozoa cytologic material (specimen),specimen
430387006,"Combined specimen of cytologic material from endocervix, ectocervix, and vaginal fornix (specimen)",specimen
430389009,Cytologic material obtained from amniotic fluid (specimen),specimen
430408004,Cytologic material obtained from pleural fluid (specimen),specimen
430855004,Touch preparation cytologic material (specimen),specimen
430856003,Tissue section (specimen),specimen
430861001,Macroscopic tissue specimen (specimen),specimen
430970004,Core sample of tissue block (specimen),specimen
431058008,Lip cytologic material (specimen),specimen
431196006,Tissue spot (specimen),specimen
431205006,Specimen from epididymis obtained by biopsy (specimen),specimen
431232001,Specimen from eye region obtained by biopsy (specimen),specimen
431233006,Specimen from fallopian tube obtained by fine needle aspiration biopsy (specimen),specimen
431234000,Specimen from fetus obtained by biopsy (specimen),specimen
431235004,Specimen from trachea obtained by fine needle aspiration biopsy (specimen),specimen
431361003,Joint fluid specimen (specimen),specimen
431404007,Specimen from bone obtained by fine needle aspiration biopsy (specimen),specimen
431405008,Specimen from ovary obtained by fine needle aspiration biopsy (specimen),specimen
431406009,Specimen from pancreas obtained by fine needle aspiration biopsy (specimen),specimen
431412004,Specimen from trunk obtained by biopsy (specimen),specimen
431413009,Specimen from tunica of testis obtained by biopsy (specimen),specimen
431696005,Specimen from spermatic cord obtained by fine needle aspiration biopsy (specimen),specimen
