code,description,tag
163274009,On examination - gallbladder very enlarged (finding),finding
163275005,On examination - gallbladder irregular (finding),finding
163276006,On examination - gallbladder smooth (finding),finding
163278007,On examination - abdominal mass palpated (finding),finding
163280001,On examination - abdominal mass less than 1 quadrant (finding),finding
163281002,On examination - abdominal mass fills 1 quadrant (finding),finding
163282009,On examination - abdominal mass fills half abdomen (finding),finding
163283004,On examination - abdominal mass fills abdomen (finding),finding
163285006,Right iliac fossa mass (finding),finding
163290009,On examination - abdominal mass consistency (finding),finding
163291008,On examination - abdominal mass - soft (finding),finding
163292001,On examination - abdominal mass - hard (finding),finding
163293006,On examination - abdominal mass-very hard (finding),finding
163294000,On examination - pulsatile mass of abdomen (finding),finding
163296003,On examination - abdominal mass shape (finding),finding
163297007,On examination - abdominal mass - regular shape (finding),finding
163298002,On examination - abdominal mass - irregular shape (finding),finding
163302005,On examination - abdominal mass movement with respiration (finding),finding
163303000,On examination - abdominal mass still with respiration (finding),finding
163305007,On examination - abdominal mass -border defined (finding),finding
163306008,On examination - abdominal mass - upper border defined (finding),finding
163307004,On examination - abdominal mass - lower border defined (finding),finding
163324005,On examination - rectal examination - no abnormality detected (finding),finding
163326007,On examination - per rectum - rectal mass (finding),finding
163327003,On examination - per rectum - uterine swelling (finding),finding
163328008,On examination - per rectum - rectum empty (finding),finding
163329000,On examination - Per rectum - rectum full of feces (finding),finding
163333007,On examination - percussion of abdomen (finding),finding
163334001,On examination - percussion of abdomen - no abnormality detected (finding),finding
163335000,On examination - tympany over abdominal mass (finding),finding
163336004,On examination - dullness over abdominal mass (finding),finding
163338003,On examination - bowel sounds (finding),finding
163339006,On examination - bowel sounds normal (finding),finding
163340008,On examination - bowel sounds absent (finding),finding
163341007,On examination - bowel sounds exaggerated (finding),finding
163342000,On examination - tinkling bowel sounds (finding),finding
163343005,On examination - succussion splash (finding),finding
163352001,Genitourinary examination - No abnormality detected (finding),finding
163356003,On examination - left kidney palpable (finding),finding
163357007,On examination - right kidney palpable (finding),finding
163358002,On examination - renal angle tenderness (finding),finding
163360000,On examination - bladder palpated (finding),finding
163362008,On examination - bladder just palpable (finding),finding
163363003,On examination - bladder readily palpable (finding),finding
163364009,On examination - bladder half to umbilicus (finding),finding
163365005,On examination - bladder up to umbilicus (finding),finding
163367002,On examination - pelvic mass palpated (finding),finding
163368007,On examination - pelvic mass palpable-left iliac fossa (finding),finding
163369004,On examination - pelvic mass palpable-right iliac fossa (finding),finding
163370003,On examination - central pelvic mass (finding),finding
163376009,On examination - scrotal swelling-transillumination (finding),finding
163378005,On examination - swelling of testicle (finding),finding
163379002,On examination - epididymal swelling (finding),finding
163380004,On examination - testicles normal (finding),finding
163381000,On examination - testes descended (finding),finding
163383002,On examination - testicles small (finding),finding
163388006,On examination - penis (finding),finding
163389003,On examination - penis normal (finding),finding
163391006,On examination - penile discharge (finding),finding
163394003,On examination - external female genitalia - no abnormality detected (finding),finding
163395002,On examination - external female genitalia abnormal (finding),finding
163399008,On examination - bi-manual vaginal examination - no abnormality detected (finding),finding
163400001,On examination - vaginal examination - uterine enlargement (finding),finding
163401002,On examination - vaginal examination - uterine swelling (finding),finding
163403004,On examination - vaginal examination - gravid uterus (finding),finding
163404005,On examination - vaginal examination - uterus anteverted (finding),finding
163405006,On examination - vaginal examination - uterus retroverted (finding),finding
163406007,On examination - vaginal examination - ovarian swelling (finding),finding
163408008,On examination - vaginal examination - cervical excitation present (finding),finding
163409000,On examination - vaginal examination - cervical excitation absent (finding),finding
163410005,On examination - vaginal examination - uterine tenderness (finding),finding
163412002,On examination - vaginal speculum examination (finding),finding
163413007,On examination - vaginal speculum examination - no abnormality detected (finding),finding
163414001,On examination - speculum - cervical abnormality (finding),finding
163415000,On examination - speculum bleeding through os (finding),finding
163416004,On examination - speculum vaginal wall abnormality (finding),finding
163422008,On examination - vaginal discharge (finding),finding
163424009,On examination - white vaginal discharge (finding),finding
163425005,On examination - creamy vaginal discharge (finding),finding
163426006,On examination - yellow vaginal discharge (finding),finding
163427002,On examination - green vaginal discharge (finding),finding
163428007,On examination - bloodstained vaginal discharge (finding),finding
163429004,On examination - frothy vaginal discharge (finding),finding
163430009,On examination - profuse vaginal discharge (finding),finding
163431008,On examination - offensive vaginal discharge (finding),finding
163433006,On examination - general breast examination (finding),finding
163434000,On examination - general breast examination - no abnormality detected (finding),finding
163436003,On examination - veins visible on breast (finding),finding
163438002,On examination - breast asymmetry (finding),finding
163439005,On examination - lactating breast (finding),finding
163441006,On examination - ulcerated breast lesion (finding),finding
163442004,On examination - breast swollen (finding),finding
163451007,On examination - general nipple examination (finding),finding
163452000,On examination - nipple normal (finding),finding
163467001,On examination - breast lump-nipple/central (finding),finding
163468006,On examination - breast lump-upper inner quadrant (finding),finding
163469003,On examination - breast lump-lower inner quadrant (finding),finding
163470002,On examination - breast lump-upper outer quadrant (finding),finding
163471003,On examination - breast lump-lower outer quadrant (finding),finding
163472005,On examination - breast lump- axillary tail (finding),finding
163474006,On examination - breast lump size (finding),finding
163475007,On examination - breast lump - pea size (finding),finding
163476008,On examination - breast lump - plum size (finding),finding
163477004,On examination - breast lump-tangerine size (finding),finding
163478009,On examination - breast lump-orange size (finding),finding
163479001,On examination - breast lump-grapefruit size (finding),finding
163480003,On examination - breast lump - melon size (finding),finding
163482006,On examination - breast lump consistency (finding),finding
163483001,On examination - breast lump soft (finding),finding
163484007,On examination cystic lump of breast (finding),finding
163485008,On examination - breast lump hard (finding),finding
163487000,On examination - breast lump regularity (finding),finding
163488005,On examination - breast lump smooth (finding),finding
163489002,On examination - breast lump irregular (finding),finding
163491005,On examination - breast lump tethering (finding),finding
163493008,On examination - breast lump fixed to skin (finding),finding
163494002,On examination - breast lump fixed deep (finding),finding
163498004,On examination - gravid uterus size (finding),finding
163499007,On examination - fundus 12-16 week size (finding),finding
163500003,On examination - fundus 16-20 week size (finding),finding
163501004,On examination - fundus 20-24 week size (finding),finding
163502006,On examination - fundus 24-28 week size (finding),finding
163504007,On examination - fundus 28-32 week size (finding),finding
163505008,On examination - fundus 32-34 week size (finding),finding
163506009,On examination - fundus 34-36 week size (finding),finding
163507000,On examination - fundus 36-38 week size (finding),finding
163508005,On examination - fundus 38 weeks-term size (finding),finding
163509002,On examination - fundus = term size (finding),finding
163510007,On examination - fundal size = dates (finding),finding
163513009,On examination - vertex presentation (finding),finding
163514003,On examination - breech presentation (finding),finding
163518000,On examination - fetal presentation unsure (finding),finding
163520002,On examination - presenting part position (finding),finding
163521003,On examination - presenting part left occipitoanterior (finding),finding
163522005,On examination - presenting right occipitoanterior (finding),finding
163523000,On examination - presenting part left occipitoposterior (finding),finding
163524006,On examination - presenting part right occipitoposterior (finding),finding
163525007,On examination - presenting part left sacroanterior (finding),finding
163526008,On examination - presenting part right sacroanterior (finding),finding
163529001,On examination - presenting part free-5/5 (finding),finding
163530006,On examination - presenting part free-4/5 (finding),finding
163531005,On examination - partial engagement - 3/5 (finding),finding
163532003,On examination - partial engagement - 2/5 (finding),finding
163533008,On examination - presentation engaged-1/5 (finding),finding
163535001,On examination - fetal movements (finding),finding
163537009,On examination - fetal movements seen (finding),finding
163538004,On examination - fetal movements felt (finding),finding
163539007,On examination - fetus very active (finding),finding
163540009,On examination - fetal movement diminished (finding),finding
163542001,On examination - fetal heart heard (finding),finding
163544000,On examination - fetal heart < 40 (finding),finding
163545004,On examination - fetal heart 40-80 (finding),finding
163546003,On examination - fetal heart 80-100 (finding),finding
163547007,On examination - fetal heart 100-120 (finding),finding
163548002,On examination - fetal heart 120-160 (finding),finding
163549005,On examination - fetal heart 160-180 (finding),finding
163550005,On examination - fetal heart 180-200 (finding),finding
163551009,On examination - fetal heart > 200 (finding),finding
163552002,On examination - fetal heart -type 1 dips (finding),finding
163553007,On examination - fetal heart -type 2 dips (finding),finding
163555000,On examination - vaginal examination for pelvic assessment (finding),finding
163556004,On examination - vaginal examination - pelvis adequate (finding),finding
163559006,On examination - vaginal examination - cervical ripeness (finding),finding
163561002,On examination - vaginal examination - cervix ripe (finding),finding
163563004,On examination - vaginal examination - cervical dilatation (finding),finding
163564005,On examination - vaginal examination - cervical os closed (finding),finding
163565006,On examination - vaginal examination - os 0-1 cm dilated (finding),finding
163566007,On examination - vaginal examination - os 1-2cm dilated (finding),finding
163567003,On examination - vaginal examination - os 2-4 cm dilated (finding),finding
163568008,On examination - vaginal examination - os 4-6cm dilated (finding),finding
163569000,On examination - vaginal examination - os 6-8cm dilated (finding),finding
163570004,On examination - vaginal examination - os 8-10cm dilated (finding),finding
163571000,On examination - vaginal examination - os fully dilated (finding),finding
163574008,On examination - vaginal examination - presenting part high (finding),finding
163575009,On examination - vaginal examination - presenting part in mid cavity (finding),finding
163576005,On examination - vaginal examination - presenting part at spines (finding),finding
163577001,On examination - vaginal examination - presenting part visible (finding),finding
163586006,Nervous system examination - no abnormality detected (finding),finding
163588007,On examination - fit/convulsion (finding),finding
163590008,On examination - grand mal fit (finding),finding
163595003,On examination - febrile convulsion (finding),finding
163598001,On examination - paralysis (finding),finding
163600007,On examination - paresis (weakness) (finding),finding
163608000,On examination - disorientated (finding),finding
163612006,On examination - bizarre appearance (finding),finding
163614007,On examination - suspicious (finding),finding
163615008,On examination - perplexed (finding),finding
163616009,On examination - easily distractable (finding),finding
163624004,On examination - motor/sensory syst-general (finding),finding
163625003,On examination - motor system intact (finding),finding
163626002,On examination - sensory system intact (finding),finding
163627006,On examination - motor system not examined (finding),finding
163630004,On examination - trophic changes (finding),finding
163632007,On examination - skin color abnormal (finding),finding
163633002,On examination - skin temperature abnormal (finding),finding
163634008,On examination - trophic skin ulceration (finding),finding
163636005,On examination - muscle mass (finding),finding
163639003,On examination - muscle hypertrophy present (finding),finding
163642009,On examination - muscle tone normal (finding),finding
163643004,On examination - muscle tone hypertonic (finding),finding
163645006,On examination - muscle rigid-clasp knife (finding),finding
163646007,On examination - muscle rigid - cogwheel (finding),finding
163647003,On examination - muscle tone hypotonic (finding),finding
163648008,On examination - muscle tone atonic (finding),finding
163649000,On examination - muscle tension (finding),finding
163650000,On examination - muscle tone spastic (finding),finding
163652008,On examination - muscular irritability (finding),finding
163653003,On examination - muscular fasciculation (finding),finding
163662001,On examination - involuntary movements (finding),finding
163664000,On examination - choreiform movement (finding),finding
163666003,On examination - spasm/tic (finding),finding
163667007,On examination - fine tremor (finding),finding
163668002,On examination - coarse tremor - flapping (finding),finding
163669005,On examination - intention tremor (finding),finding
163670006,On examination - associated movements (finding),finding
163671005,On examination - myoclonus (finding),finding
163672003,On examination - Parkinsonian tremor (finding),finding
163674002,On examination - posture (finding),finding
163675001,On examination - posture normal (finding),finding
163676000,On examination - hemiplegic posture (finding),finding
163677009,On examination - paraplegic in flexion (finding),finding
163678004,On examination - paraplegic in extension (finding),finding
163679007,On examination - wrist drop (finding),finding
163680005,On examination - winged scapula (finding),finding
163681009,On examination - Parkinson flexion posture (finding),finding
163683007,On examination - gait (finding),finding
163684001,On examination - gait normal (finding),finding
163685000,On examination - gait spastic (finding),finding
163686004,On examination - gait ataxic (finding),finding
163688003,On examination - waddling gait (finding),finding
163689006,On examination - steppage gait (finding),finding
163690002,On examination - hysterical gait (finding),finding
163691003,On examination - limping gait (finding),finding
163693000,On examination - muscle power (finding),finding
163694006,On examination - muscle power normal (finding),finding
163695007,On examination - muscle power reduced (finding),finding
163696008,On examination - muscle power unequal (finding),finding
163697004,On examination - muscle power absent (finding),finding
163699001,On examination - tactile sensation (finding),finding
163700000,On examination - tactile sensation normal (finding),finding
163702008,On examination - anesthesia in legs (finding),finding
163703003,On examination - anesthesia of extremities (finding),finding
163705005,On examination - hypoesthesia present (finding),finding
163707002,On examination - paresthesia present (finding),finding
163708007,On examination - paresthesia in hands (finding),finding
163711008,On examination - tactile discrimination (finding),finding
163712001,On examination - tactile discrimination normal (finding),finding
163713006,On examination - tactile discrimination abnormal (finding),finding
163723002,On examination - deep sensation (finding),finding
163724008,On examination - deep sensation normal (finding),finding
163725009,On examination - deep sensation reduced (finding),finding
163726005,On examination - deep sensation absent (finding),finding
163728006,On examination - pain sensation (finding),finding
163729003,On examination - pain sensation normal (finding),finding
163730008,On examination - pain sensation reduced (finding),finding
163733005,On examination - temperature discrimination (finding),finding
163734004,On examination - temperature discrimination - no abnormality detected (finding),finding
163735003,On examination - temperature discrimination reduced (finding),finding
163736002,On examination - temperature discrimination absent (finding),finding
163738001,On examination - joint position sense (finding),finding
163739009,On examination - joint position sense normal (finding),finding
163740006,On examination - joint position sense reduced (finding),finding
163741005,On examination - joint position sense absent (finding),finding
163743008,On examination - vibration sense (finding),finding
163744002,On examination - vibration sense normal (finding),finding
163745001,On examination - vibration sense reduced (finding),finding
163746000,On examination - vibration sense absent (finding),finding
163752004,On examination - stereognosis (finding),finding
163753009,On examination - stereognosis - normal (finding),finding
163754003,On examination - stereognosis - reduced (finding),finding
163756001,On examination - suppression (finding),finding
163758000,On examination - sensory suppression (finding),finding
163759008,On examination - visual suppression (finding),finding
163760003,On examination - sensory inattention (finding),finding
163767000,On examination - coordination normal (finding),finding
163768005,On examination - arms ataxic (finding),finding
163769002,On examination - legs ataxic (finding),finding
163770001,On examination - Romberg test positive (finding),finding
163771002,On examination - Romberg test negative (finding),finding
163774005,On examination - generally unsteady (finding),finding
163775006,On examination - clumsy (finding),finding
163779000,On examination - general reflex examination (finding),finding
163780002,On examination - reflexes not examined (finding),finding
163781003,On examination - reflexes normal (finding),finding
163782005,On examination - reflexes abnormal (finding),finding
163783000,On examination - reflexes unequal (finding),finding
163784006,On examination - reflexes diminished (finding),finding
163785007,On examination - reflexes absent (finding),finding
163786008,On examination - reflexes exaggerated (finding),finding
163787004,"On examination - reflexes, slow recovery phase (finding)",finding
163789001,On examination - knee reflex (finding),finding
163790005,On examination - knee reflex normal (finding),finding
163791009,On examination - knee reflex abnormal (finding),finding
163792002,On examination - knee reflex unequal (finding),finding
163793007,On examination - knee reflex diminished (finding),finding
163794001,On examination - knee reflex absent (finding),finding
163795000,On examination - knee reflex exaggerated (finding),finding
163797008,On examination - suprapatellar reflex (finding),finding
163798003,On examination - suprapatellar jerk normal (finding),finding
163799006,On examination - suprapatellar jerk abnormal (finding),finding
163800005,On examination - suprapatellar jerk unequal (finding),finding
163801009,On examination - suprapatellar jerk diminished (finding),finding
163802002,On examination - suprapatellar jerk absent (finding),finding
163803007,On examination - suprapatellar jerk exaggerated (finding),finding
163806004,On examination - ankle reflex (finding),finding
163807008,On examination - ankle reflex normal (finding),finding
163808003,On examination - ankle reflex abnormal (finding),finding
163809006,On examination - ankle reflex unequal (finding),finding
163810001,On examination - ankle reflex diminished (finding),finding
163811002,On examination - ankle reflex absent (finding),finding
163812009,On examination - ankle reflex exaggerated (finding),finding
163813004,"On examination - ankle reflex, slow recovery phase (finding)",finding
163815006,On examination - triceps reflex (finding),finding
163816007,On examination - triceps reflex normal (finding),finding
163817003,On examination - triceps reflex abnormal (finding),finding
163818008,On examination - triceps reflex unequal (finding),finding
163819000,On examination - triceps reflex diminished (finding),finding
163820006,On examination - triceps reflex absent (finding),finding
163821005,On examination - triceps reflex exaggerated (finding),finding
163823008,On examination - biceps reflex (finding),finding
163824002,On examination - biceps reflex normal (finding),finding
163825001,On examination - biceps reflex abnormal (finding),finding
163826000,On examination - biceps reflex unequal (finding),finding
163827009,On examination - biceps reflex diminished (finding),finding
163828004,On examination - biceps reflex absent (finding),finding
163829007,On examination - biceps reflex exaggerated (finding),finding
163831003,On examination - radial reflex (finding),finding
163832005,On examination - radial reflex normal (finding),finding
163833000,On examination - radial reflex abnormal (finding),finding
163834006,On examination - radial reflex unequal (finding),finding
163835007,On examination - radial reflex diminished (finding),finding
163836008,On examination - radial reflex absent (finding),finding
163837004,On examination - radial reflex exaggerated (finding),finding
163839001,On examination - jaw reflex (finding),finding
163840004,On examination - jaw reflex normal (finding),finding
163841000,On examination - jaw reflex diminished (finding),finding
163842007,On examination - jaw reflex absent (finding),finding
163843002,On examination - jaw reflex exaggerated (finding),finding
163847001,On examination - ankle clonus-unsustained (finding),finding
163848006,On examination - ankle clonus - sustained (finding),finding
163849003,On examination - patellar clonus-unsustained (finding),finding
163850003,On examination - patellar clonus-sustained (finding),finding
163852006,On examination - plantar response (finding),finding
163853001,On examination - plantars-bilateral flexor (finding),finding
163854007,On examination - plantar response on right - flexor (finding),finding
163855008,On examination - plantar response on left - flexor (finding),finding
163856009,On examination - plantar response on right - extensor (finding),finding
163857000,On examination - plantar response on left - extensor (finding),finding
163858005,On examination - plantar - right=equivocal (finding),finding
163859002,On examination - plantar - left=equivocal (finding),finding
163861006,On examination - abdominal reflex (finding),finding
163862004,On examination - abdominal reflex normal (finding),finding
163863009,On examination - abdominal reflex diminished (finding),finding
163864003,On examination - abdominal reflex absent (finding),finding
163865002,On examination - abdominal reflex unequal (finding),finding
163867005,On examination - corneal reflex (finding),finding
163868000,On examination - corneal reflex normal (finding),finding
163869008,On examination - corneal reflex -Left=absent (finding),finding
163870009,On examination - corneal reflex -Right=absent (finding),finding
163873006,On examination - Hoffman's reflex positive (finding),finding
163874000,On examination - Hoffman's reflex negative (finding),finding
163875004,On examination - cremasteric reflex positive (finding),finding
163876003,On examination - cremasteric reflex negative (finding),finding
163877007,On examination - ciliospinal reflex positive (finding),finding
163878002,On examination - ciliospinal reflex negative (finding),finding
163879005,On examination - pharyngeal gag reflex positive (finding),finding
163880008,On examination - pharyngeal gag reflex negative (finding),finding
163882000,On examination - micturition reflex (finding),finding
163883005,On examination - micturition reflex normal (finding),finding
163884004,On examination - micturition reflex abnormal - retention (finding),finding
163885003,On examination - micturition reflex abnormal retention and overflow (finding),finding
163886002,On examination - automatic micturition (finding),finding
163888001,On examination - defecation reflex (finding),finding
163889009,On examination - defecation reflex normal (finding),finding
163890000,On examination - defecation reflex abnormal - constipated (finding),finding
163891001,On examination - defecation reflex - spurious diarrhea (finding),finding
163893003,On examination - mass reflex (finding),finding
163894009,On examination - mass reflex absent (finding),finding
163895005,On examination - mass reflex present (finding),finding
163899004,On examination - central nervous system examination - general (finding),finding
163901008,On examination - central nervous system examination normal (finding),finding
163903006,On examination - raised intracranial pressure (finding),finding
163911001,On examination - opisthotonos (finding),finding
163919004,On examination - motor aphasia (finding),finding
163920005,On examination - sensory aphasia (finding),finding
163922002,On examination - dysphasia - motor (finding),finding
163923007,On examination - dysphasia - sensory (finding),finding
163925000,On examination - dysarthria (finding),finding
163926004,On examination - stammer/stutter (finding),finding
163928003,On examination - symbolic dysfunction (finding),finding
163929006,On examination - acalculia (finding),finding
163930001,On examination - agnosia (finding),finding
163931002,On examination - apraxia (finding),finding
163932009,On examination - agraphia (finding),finding
163933004,On examination - dyslexia (finding),finding
163935006,On examination - visual acuity right eye (finding),finding
163936007,On examination - visual acuity right eye =6/5 (finding),finding
163937003,On examination - visual acuity right eye =6/6 (finding),finding
163938008,On examination - visual acuity right eye =6/9 (finding),finding
163939000,On examination - visual acuity right eye=6/12 (finding),finding
163940003,On examination - visual acuity right eye=6/18 (finding),finding
163941004,On examination - visual acuity right eye=6/24 (finding),finding
163942006,On examination - visual acuity right eye=6/36 (finding),finding
163943001,On examination - visual acuity right eye=6/60 (finding),finding
163944007,On examination - right eye counts fingers only (finding),finding
163949002,On examination - visual acuity left eye (finding),finding
163950002,On examination - visual acuity left eye =6/5 (finding),finding
163951003,On examination - visual acuity left eye =6/6 (finding),finding
163952005,On examination - visual acuity left eye =6/9 (finding),finding
163953000,On examination - visual acuity left eye=6/12 (finding),finding
163954006,On examination - visual acuity left eye=6/18 (finding),finding
163955007,On examination - visual acuity left eye=6/24 (finding),finding
163956008,On examination - visual acuity left eye=6/36 (finding),finding
163957004,On examination - visual acuity left eye=6/60 (finding),finding
163958009,On examination - left eye counts fingers only (finding),finding
163963008,On examination - near vision (finding),finding
163964002,On examination - near vision normal (finding),finding
163965001,On examination - near vision abnormal (finding),finding
163968004,On examination - color vision normal (finding),finding
163969007,On examination - red-green color blindness (finding),finding
163971007,On examination - optic disc inspection (finding),finding
163972000,On examination - optic disc normal (finding),finding
163973005,On examination - optic disc pale (finding),finding
163974004,On examination - optic disc margin clear (finding),finding
163975003,On examination - optic disc margin blurred (finding),finding
163976002,On examination - optic disc margin absent (finding),finding
163977006,On examination - optic disc flat (finding),finding
163978001,On examination - optic disc elevated (finding),finding
163979009,On examination - optic disc cupped (finding),finding
163980007,On examination - optic disc pigmented (finding),finding
163982004,On examination - retinal inspection (finding),finding
163983009,On examination - retina normal (finding),finding
163984003,On examination - retinal vessel narrowing (finding),finding
164001002,On examination - visual fields (finding),finding
164002009,On examination - visual fields normal (finding),finding
164003004,On examination - hemianopia (finding),finding
164004005,On examination - homonymous hemianopia (finding),finding
164005006,On examination - bitemporal hemianopia (finding),finding
164006007,On examination - binasal hemianopia (finding),finding
164008008,On examination - quadrantic hemianopia (finding),finding
164009000,On examination - central scotoma (finding),finding
164011009,On examination - strabismus - squint (finding),finding
164017008,On examination - ptosis present (finding),finding
164020000,On examination - pupil size (finding),finding
164021001,On examination - pupil size normal (finding),finding
164022008,On examination - pupil dilated (finding),finding
164023003,On examination - pupil small (finding),finding
164026006,On examination - pupil regularity (finding),finding
164027002,On examination - pupil regularity normal (finding),finding
164028007,On examination - pupils irregular (finding),finding
164029004,On examination - Argyll Robertson pupils (finding),finding
164031008,On examination - fluorescein staining (finding),finding
164032001,On examination - fluorescein staining - no abnormality detected (finding),finding
164033006,On examination - fluorescein-corneal abrasion (finding),finding
164036003,On examination - pupil reactions normal (finding),finding
164037007,On examination - pupil reactions unequal (finding),finding
164038002,On examination - pupils react to light (finding),finding
164039005,On examination - pupil not react to light (finding),finding
164040007,On examination - pupils react to accommodation (finding),finding
164042004,On examination - absent consensual reflex (finding),finding
164044003,On examination - eye movements (finding),finding
164045002,On examination - eye movements normal (finding),finding
164046001,On examination - eye does not move up (finding),finding
164047005,On examination - eye does not move down (finding),finding
164048000,On examination - eye does not move left (finding),finding
164049008,On examination - eye does not move right (finding),finding
164050008,On examination twitching eyes (finding),finding
164053005,On examination - taste sensation (finding),finding
164054004,On examination - taste sensation normal (finding),finding
164055003,On examination - taste loss anterior 2/3 tongue (finding),finding
164056002,On examination - taste loss posterior 1/3 tongue (finding),finding
164059009,On examination - hearing normal (finding),finding
164066005,On examination - tuning fork testing (finding),finding
164067001,On examination - tuning fork test normal (finding),finding
164069003,On examination - tune fork=perceptive deaf (finding),finding
164072005,On examination - nystagmus (finding),finding
164078009,On examination - uvula movement (finding),finding
164079001,On examination - uvula movement normal (finding),finding
164080003,On examination - uvula deviated left (finding),finding
164081004,On examination - uvula deviated right (finding),finding
164083001,On examination - smell tested (finding),finding
164084007,On examination - smell normal (finding),finding
164085008,On examination - smell abnormal (finding),finding
164086009,On examination - anosmia (finding),finding
164088005,"On examination - cranial nerves 3,4 + 6 (finding)",finding
164089002,"On examination - cranial nerves 3,4,6 -OK (finding)",finding
164090006,On examination - cranial nerve 3 - intact (finding),finding
164092003,On examination - cranial nerve 3-paralysis (finding),finding
164093008,On examination - cranial nerve 4 - intact (finding),finding
164095001,On examination - cranial nerve 4-paralysis (finding),finding
164096000,On examination - cranial nerve 6 - intact (finding),finding
164098004,On examination - cranial nerve 6-paralysis (finding),finding
164100004,On examination - cranial nerves 5 + 7 (finding),finding
164101000,On examination - cranial nerves 5+7 intact (finding),finding
164102007,On examination - cranial nerve 5 - intact (finding),finding
164104008,On examination - cranial nerve 5-paralysis (finding),finding
164105009,On examination - cranial nerve 7 - intact (finding),finding
164106005,On examination - cranial nerve 7-palsy-lower motor neuron (finding),finding
164107001,On examination - cranial 7 -paralysis-lower motor neuron (finding),finding
164112000,"On examination - cranial nerves 9,10,11+12 (finding)",finding
164113005,"On examination - cranials 9,10,11+12 intact (finding)",finding
164114004,On examination - cranials 9 + 10 intact (finding),finding
164115003,On examination - cranials 9 + 10 palsy (finding),finding
164116002,On examination - cranials 9+10 paralysis (finding),finding
164117006,On examination - cranial nerve 11 -intact (finding),finding
164118001,On examination - cranial nerve 11 - palsy (finding),finding
164119009,On examination - cranial nerve 11 paralysis (finding),finding
164120003,On examination - cranial nerve 12 -intact (finding),finding
164121004,On examination - cranial nerve 12 - palsy (finding),finding
164137005,On examination - hemopoietic system - no abnormality detected (finding),finding
164139008,On examination - anemia (finding),finding
164154002,On examination - lymph node character (finding),finding
164155001,On examination - lymph nodes firm (finding),finding
164156000,On examination - lymph nodes hard (finding),finding
164157009,On examination - lymph nodes tethered (finding),finding
164158004,On examination - lymph nodes discrete (finding),finding
164159007,On examination - lymph nodes fluctuant (finding),finding
164160002,On examination - lymph nodes tender (finding),finding
164162005,On examination - splenomegaly (finding),finding
164164006,On examination - spleen just palpable (finding),finding
164169001,On examination - Hess test for purpura (finding),finding
164170000,On examination - Hess test negative (finding),finding
164171001,On examination - Hess test positive (finding),finding
164177002,"Ear, nose and throat examination - no abnormality detected (finding)",finding
164178007,Ear examination - normal (finding),finding
164179004,Nose examination - normal (finding),finding
164180001,Throat examination - normal (finding),finding
164182009,On examination - nasal discharge (finding),finding
164184005,On examination - rhinorrhea (finding),finding
164185006,On examination - nasal discharge-foul smell (finding),finding
164186007,On examination - nasal discharge - mucopurulent (finding),finding
164187003,On examination epistaxis (finding),finding
164191008,On examination - anterior rhinoscopy - no abnormality detected (finding),finding
164192001,On examination - foreign body in nose (finding),finding
164196003,On examination - nasal mucosa edematous (finding),finding
164197007,On examination - nasal mucosa wet/boggy (finding),finding
164198002,On examination - nasal mucosa pale (finding),finding
164199005,On examination - nasal mucosa hyperemic (finding),finding
164202000,On examination - posterior rhinoscopy (finding),finding
164203005,On examination - posterior rhinoscopy - no abnormality detected (finding),finding
164206002,On examination - auricle of ear (finding),finding
164207006,On examination - auricle of ear - no abnormality detected (finding),finding
164211000,On examination - discharge from ear (finding),finding
164213002,On examination - serous ear discharge (finding),finding
164214008,On examination - waxy ear discharge (finding),finding
164216005,On examination - bloodstained ear discharge (finding),finding
164217001,On examination - blood from ear (finding),finding
164219003,On examination - painful ear (finding),finding
164221008,On examination - ear auricle painful (finding),finding
164222001,On examination - pain over mastoid (finding),finding
164224000,On examination - auditory canal (finding),finding
164225004,On examination - auditory canal - no abnormality detected (finding),finding
164226003,On examination - wax in auditory canal (finding),finding
164228002,On examination - debris in auditory canal (finding),finding
164229005,On examination - blood in auditory canal (finding),finding
164232008,On examination - tympanic membrane normal (finding),finding
164233003,On examination - otoscopy:dull light reflex (finding),finding
164234009,On examination - otoscopy:no light reflex (finding),finding
164235005,On examination - tympanic membrane pink (finding),finding
164236006,On examination - tympanic membrane red (finding),finding
164237002,On examination - tympanic membrane bulging (finding),finding
164240002,On examination - tympanic membrane tear (finding),finding
164241003,On examination - otoscopy:fluid-middle ear (finding),finding
164242005,On examination - tympanic membrane retracted (finding),finding
164244006,On examination - paranasal sinuses (finding),finding
164245007,On examination - paranasal sinuses - no abnormality detected (finding),finding
164246008,On examination - maxillary sinus tenderness (finding),finding
164247004,On examination - frontal sinus tenderness (finding),finding
164248009,On examination - maxillary sinus transillumination (finding),finding
164251002,On examination - tonsils normal/healthy (finding),finding
164252009,On examination - tonsils hyperemic (finding),finding
164253004,On examination - tonsils moderately enlarged (finding),finding
164254005,On examination - tonsils grossly enlarged (finding),finding
164255006,On examination - tonsils - quinsy present (finding),finding
164258008,On examination - pharynx (finding),finding
164265000,On examination - laryngoscopy no abnormality detected (finding),finding
164266004,On examination - vocal cords pink +edema (finding),finding
164267008,On examination - vocal cords thickened (finding),finding
164270007,On examination - laryngoscopy abnormal (finding),finding
164272004,On examination - laryngeal signs (finding),finding
164274003,On examination - stridor present (finding),finding
164276001,On examination - hoarseness (finding),finding
164278000,On examination - aphonia (finding),finding
